,Monat,Median,Mean
110,2003-03-01,5.054838709677419,4.571260997067449
111,2003-04-01,8.803333333333335,7.613636363636363
112,2003-05-01,14.2,13.2841642228739
113,2003-06-01,19.73333333333333,18.33727272727273
114,2003-07-01,19.606451612903225,18.405865102639297
115,2003-08-01,20.26129032258065,19.61876832844575
116,2003-09-01,14.77,13.487878787878788
117,2003-10-01,6.470967741935484,5.739296187683284
118,2003-11-01,6.48,5.841212121212121
119,2003-12-01,2.883870967741936,1.9398826979472141
120,2004-01-01,0.6032258064516128,-0.4627565982404693
121,2004-02-01,3.4,2.0579937304075235
122,2004-03-01,5.087096774193548,3.7495601173020527
123,2004-04-01,10.096666666666666,8.507575757575758
124,2004-05-01,12.258064516129032,10.831671554252198
125,2004-06-01,15.93,14.415757575757574
126,2004-07-01,16.596774193548384,15.986021505376344
127,2004-08-01,18.94677419354839,17.677956989247313
128,2004-09-01,14.638333333333332,13.484444444444444
129,2004-10-01,10.54032258064516,9.867741935483872
130,2004-11-01,4.791666666666666,4.037619047619048
131,2004-12-01,1.870967741935484,1.123041474654378
132,2005-01-01,3.088709677419355,1.811520737327189
133,2005-02-01,-0.1625,-1.2349489795918367
134,2005-03-01,4.130645161290323,3.4253456221198157
135,2005-04-01,10.195,8.685952380952381
136,2005-05-01,13.464516129032258,12.288709677419353
137,2005-06-01,16.825,15.921904761904761
138,2005-07-01,18.501612903225805,17.51705069124424
139,2005-08-01,16.298387096774192,15.409677419354837
140,2005-09-01,15.793333333333333,14.741428571428571
141,2005-10-01,11.551612903225806,10.952304147465437
142,2005-11-01,4.966666666666667,4.0164285714285715
143,2005-12-01,1.5903225806451613,0.642626728110599
144,2006-01-01,-1.803225806451613,-2.502073732718894
145,2006-02-01,0.225,-0.4678571428571428
146,2006-03-01,1.846774193548387,1.3297235023041474
147,2006-04-01,8.676666666666666,7.603571428571429
148,2006-05-01,13.746774193548386,12.499539170506912
149,2006-06-01,17.656666666666666,16.426190476190477
150,2006-07-01,23.12258064516129,21.642396313364056
151,2006-08-01,16.570967741935483,15.06889400921659
152,2006-09-01,17.711666666666666,16.578809523809525
153,2006-10-01,12.745161290322581,11.97741935483871
154,2006-11-01,7.859999999999999,6.895238095238095
155,2006-12-01,5.058064516129032,4.364746543778802
156,2007-01-01,5.480645161290322,4.441405529953917
157,2007-02-01,4.148214285714285,3.553061224489796
158,2007-03-01,6.97258064516129,5.630875576036866
159,2007-04-01,11.934999999999999,11.148296703296705
160,2007-05-01,14.59193548387097,13.527880184331796
161,2007-06-01,17.308333333333334,16.663095238095238
162,2007-07-01,17.289877641824248,16.51883044652789
163,2007-08-01,17.44164746543779,16.320004937458854
164,2007-09-01,13.498333333333335,12.105525451559933
165,2007-10-01,8.966129032258063,8.230414746543778
166,2007-11-01,4.125,3.436360544217687
167,2007-12-01,2.009677419354839,1.3644832126398945
168,2008-01-01,4.067741935483871,3.535736002966259
169,2008-02-01,4.5344827586206895,3.555172413793103
170,2008-03-01,4.964516129032258,3.858879644048943
171,2008-04-01,8.273333333333333,7.104222222222222
172,2008-05-01,15.270967741935484,14.074193548387097
173,2008-06-01,16.783333333333335,16.33288888888889
174,2008-07-01,18.009677419354837,17.4094623655914
175,2008-08-01,17.661290322580644,16.88967741935484
176,2008-09-01,13.323333333333332,12.140888888888888
177,2008-10-01,9.62258064516129,8.943870967741935
178,2008-11-01,5.87,4.790666666666667
179,2008-12-01,1.9387096774193548,0.9446844319775596
180,2009-01-01,-1.3709677419354838,-2.032611367127496
181,2009-02-01,0.975,0.25261904761904763
182,2009-03-01,5.296774193548386,3.928817204301075
183,2009-04-01,12.513333333333332,11.024455026455026
184,2009-05-01,14.041935483870969,13.147956989247312
185,2009-06-01,15.33,14.465777777777777
186,2009-07-01,18.39032258064516,17.465806451612902
187,2009-08-01,18.703225806451613,18.197634408602152
188,2009-09-01,14.956666666666669,14.316666666666666
189,2009-10-01,8.525806451612903,8.01663799283154
190,2009-11-01,8.206666666666667,7.217555555555555
191,2009-12-01,1.0870967741935482,0.3673118279569893
192,2010-01-01,-3.1193548387096777,-3.5903670745272525
193,2010-02-01,-0.1642857142857143,-0.5028571428571429
194,2010-03-01,4.867741935483871,3.835698924731183
195,2010-04-01,9.563333333333333,8.301185185185185
196,2010-05-01,10.548387096774194,9.88343258891646
197,2010-06-01,16.87,15.789555555555555
198,2010-07-01,21.13225806451613,19.76451612903226
199,2010-08-01,17.17096774193548,16.26258064516129
200,2010-09-01,13.096666666666666,12.082666666666666
201,2010-10-01,8.66451612903226,8.03032258064516
202,2010-11-01,5.35,4.539111111111111
203,2010-12-01,-2.903225806451613,-3.4711241446725314
204,2011-01-01,1.8774193548387093,0.9834556915090842
205,2011-02-01,1.3714285714285714,1.0661904761904764
206,2011-03-01,4.67741935483871,4.731827956989247
207,2011-04-01,12.31,11.024615384615384
208,2011-05-01,14.361290322580643,13.455483870967742
209,2011-06-01,16.643333333333334,16.043111111111113
210,2011-07-01,16.82903225806452,15.523655913978496
211,2011-08-01,17.693548387096776,17.236129032258066
212,2011-09-01,15.7,15.007333333333333
213,2011-10-01,10.103225806451611,9.310752688172043
214,2011-11-01,4.973333333333333,4.794666666666667
215,2011-12-01,4.6,3.7629130009775174
216,2012-01-01,2.606451612903226,1.8406451612903225
217,2012-02-01,-1.313793103448276,-2.4159277504105092
218,2012-03-01,7.670967741935484,6.712043010752689
219,2012-04-01,8.47,7.6385555555555555
220,2012-05-01,14.577419354838709,13.531827956989247
221,2012-06-01,15.38,15.056000000000001
222,2012-07-01,17.4741935483871,16.893667037449017
223,2012-08-01,18.53103448275862,18.092606599925844
224,2012-09-01,14.286666666666669,13.387333333333334
225,2012-10-01,9.574193548387097,8.726021505376345
226,2012-11-01,5.9,5.308000000000001
227,2012-12-01,1.8387096774193548,1.3617883418222978
228,2013-01-01,0.7838709677419357,0.09939933259176865
229,2013-02-01,0.2214285714285714,-0.9257142857142856
230,2013-03-01,0.7290322580645161,0.14364794902429315
231,2013-04-01,8.723333333333333,7.758222222222222
232,2013-05-01,12.14516129032258,11.058046594982079
233,2013-06-01,15.913333333333334,15.155777777777779
234,2013-07-01,19.46451612903226,18.87548387096774
235,2013-08-01,18.532258064516128,17.476774193548387
236,2013-09-01,13.616666666666667,12.999885057471264
237,2013-10-01,11.432258064516128,10.56957757296467
238,2013-11-01,5.510000000000001,4.5184291187739465
239,2013-12-01,4.370967741935484,3.5382437275985663
240,2014-01-01,2.1451612903225805,2.1238709677419356
241,2014-02-01,5.25,4.195952380952381
242,2014-03-01,7.487096774193549,6.646021505376344
243,2014-04-01,11.78,10.22311111111111
244,2014-05-01,12.680645161290323,11.874623655913979
245,2014-06-01,16.026666666666667,15.685555555555556
246,2014-07-01,19.796774193548387,18.67268817204301
247,2014-08-01,16.451612903225808,15.558279569892475
248,2014-09-01,15.46,14.557111111111112
249,2014-10-01,12.71935483870968,11.664731182795698
250,2014-11-01,7.1,6.447333333333334
251,2014-12-01,3.293548387096774,2.5688172043010753
252,2015-01-01,3.064516129032258,1.9617204301075268
253,2015-02-01,1.7285714285714284,0.7349999999999999
254,2015-03-01,5.883870967741935,4.898
255,2015-04-01,8.96,8.080444444444444
256,2015-05-01,12.525806451612905,11.93225806451613
257,2015-06-01,15.916666666666666,15.4
258,2015-07-01,19.07741935483871,18.946093189964156
259,2015-08-01,19.361290322580647,19.21447004608295
260,2015-09-01,13.416666666666666,12.60088888888889
261,2015-10-01,9.038709677419355,8.300860215053763
262,2015-11-01,8.063333333333334,7.317777777777778
263,2015-12-01,7.54516129032258,6.643010752688172
264,2016-01-01,0.9580645161290322,1.052258064516129
265,2016-02-01,3.972413793103448,3.046666666666667
266,2016-03-01,4.67741935483871,3.6754838709677413
267,2016-04-01,8.29,7.5362222222222215
268,2016-05-01,14.406451612903227,13.04
269,2016-06-01,17.290000000000003,16.372
270,2016-07-01,19.032258064516128,18.09763440860215
271,2016-08-01,17.980645161290322,17.3247311827957
272,2016-09-01,17.473333333333336,16.38533333333333
273,2016-10-01,9.077419354838709,8.171182795698924
274,2016-11-01,4.253333333333333,3.761111111111111
275,2016-12-01,2.467741935483871,2.1103225806451613
276,2017-01-01,-1.2129032258064516,-1.8793548387096772
277,2017-02-01,2.753571428571429,2.7488095238095243
278,2017-03-01,7.27741935483871,6.839784946236559
279,2017-04-01,8.106666666666666,7.039777777777777
280,2017-05-01,14.980645161290322,13.542795698924731
281,2017-06-01,18.48333333333333,17.266666666666666
282,2017-07-01,18.34193548387097,17.56795698924731
283,2017-08-01,17.79032258064516,17.451182795698923
284,2017-09-01,13.546666666666663,12.389777777777777
285,2017-10-01,11.577419354838709,10.755698924731183
286,2017-11-01,5.886666666666667,4.897111111111111
287,2017-12-01,3.612903225806452,2.4713978494623654
288,2018-01-01,3.787096774193548,3.5610752688172043
289,2018-02-01,-1.1357142857142857,-1.8771428571428572
290,2018-03-01,2.5129032258064514,2.175268817204301
291,2018-04-01,12.786666666666669,11.655111111111113
292,2018-05-01,16.416129032258063,15.269462365591398
293,2018-06-01,17.816666666666666,17.12488888888889
294,2018-07-01,20.77741935483871,19.65641577060932
295,2018-08-01,19.83225806451613,19.333548387096773
296,2018-09-01,15.536666666666669,14.748
297,2018-10-01,11.43225806451613,10.431612903225806
298,2018-11-01,5.766666666666667,5.022380952380952
299,2018-12-01,4.601612903225806,3.519585253456221
300,2019-01-01,1.6451612903225805,0.28179723502304155
301,2019-02-01,5.074999999999999,3.910969387755102
302,2019-03-01,7.2854838709677425,6.131105990783411
303,2019-04-01,9.983333333333334,8.931428571428572
304,2019-05-01,11.335483870967742,10.380875576036868
305,2019-06-01,19.763333333333335,19.045238095238094
306,2019-07-01,19.145161290322584,18.383179723502305
307,2019-08-01,19.60967741935484,18.617972350230414
308,2019-09-01,14.645,13.813333333333333
309,2019-10-01,11.530645161290323,10.658064516129032
310,2019-11-01,5.885,4.892857142857143
311,2019-12-01,4.4967741935483865,3.529493087557604
312,2020-01-01,4.441935483870967,3.448847926267281
313,2020-02-01,5.934482758620689,5.048768472906404
314,2020-03-01,6.006451612903225,4.9149769585253456
315,2020-04-01,10.683333333333334,10.025
316,2020-05-01,12.395218894009215,11.542174127715601
317,2020-06-01,17.61,16.29132183908046
318,2020-07-01,17.398387096774194,17.276497695852534
319,2020-08-01,20.685483870967744,19.473502304147466
320,2020-09-01,15.238333333333333,14.567619047619047
321,2020-10-01,11.201612903225808,9.806682027649769
322,2020-11-01,7.008333333333333,6.223809523809524
323,2020-12-01,3.6354838709677417,2.8847926267281108
324,2021-01-01,1.3419354838709678,0.42534562211981564
325,2021-02-01,1.939285714285714,1.6979591836734695
326,2021-03-01,5.57741935483871,4.353456221198157
327,2021-04-01,6.573333333333333,5.5807142857142855
328,2021-05-01,11.319354838709678,10.098617511520738
329,2021-06-01,19.273333333333333,18.29452380952381
330,2021-07-01,19.053225806451614,17.83410138248848
331,2021-08-01,16.988709677419354,15.944700460829493
332,2021-09-01,15.795,14.861428571428572
333,2021-10-01,10.522580645161291,9.384331797235022
334,2021-11-01,5.3133333333333335,4.727142857142858
335,2021-12-01,3.0370967741935484,2.4036866359447004
336,2022-01-01,3.2693548387096776,2.426958525345622
337,2022-02-01,5.191071428571428,4.134693877551021
338,2022-03-01,5.67258064516129,4.92442396313364
339,2022-04-01,8.516666666666666,7.442142857142857
340,2022-05-01,14.86451612903226,13.92741935483871
341,2022-06-01,18.47,17.762142857142855
342,2022-07-01,19.10645161290323,18.75714285714286
343,2022-08-01,20.94677419354839,19.80253456221198
344,2022-09-01,13.98,12.971190476190475
345,2022-10-01,12.90967741935484,12.218894009216589
346,2022-11-01,6.703333333333333,6.324444444444444
347,2022-12-01,2.303225806451613,1.85247311827957
348,2023-01-01,4.498387096774193,3.2707373271889404
349,2023-02-01,3.830357142857143,3.076785714285714
350,2023-03-01,6.1161290322580655,5.2694009216589865
351,2023-04-01,8.228333333333333,6.972380952380953
352,2023-05-01,13.690322580645162,12.425806451612903
353,2023-06-01,19.351666666666667,17.950238095238095
354,2023-07-01,18.524193548387096,17.937557603686635
355,2023-08-01,18.08870967741936,17.611719370729382
356,2023-09-01,17.98833333333333,17.042142857142856
357,2023-10-01,12.35483870967742,11.464976958525344
358,2023-11-01,6.095000000000001,5.2057142857142855
359,2023-12-01,4.530645161290322,3.84815668202765
