Datum,  FX,  FM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
1994-01-01,11.338709677419354,4.329032258064516,2.764516129032258,5.32258064516129,2.138709677419355,0.032258064516129,6.361290322580645,6.825806451612903,981.074193548387,4.696774193548387,78.54838709677419,7.219354838709678,2.229032258064516,1.4419354838709677
1994-02-01,9.275,2.9285714285714284,2.117857142857143,4.892857142857143,2.275,0.1785714285714285,6.428571428571429,6.492857142857143,978.8785714285714,4.485714285714286,75.71428571428571,7.539285714285714,1.775,0.875
1994-03-01,12.63225806451613,4.941935483870967,1.783870967741935,4.903225806451613,3.703225806451613,0.0,6.270967741935484,8.635483870967741,984.8612903225808,10.880645161290325,66.48387096774194,14.658064516129032,7.754838709677419,6.325806451612903
1994-04-01,9.66,3.737931034482759,2.83,5.666666666666667,4.17,0.0,6.44,8.466666666666667,977.24,9.546666666666663,70.73333333333333,13.856666666666666,5.823333333333333,4.586666666666667
1994-05-01,11.887096774193548,2.896774193548387,5.7064516129032254,4.258064516129032,5.932258064516129,0.0,5.770967741935484,12.112903225806452,978.5806451612904,15.151612903225804,71.25806451612904,19.845161290322583,11.058064516129033,9.890322580645162
1994-06-01,11.49,3.0266666666666664,3.356666666666667,3.0,8.166666666666666,0.0,5.566666666666666,14.65,984.4966666666668,19.24,64.83333333333333,24.546666666666667,14.173333333333334,12.65
1994-07-01,11.003225806451612,2.4451612903225803,2.393548387096774,3.4838709677419355,9.174193548387096,0.0,4.451612903225806,18.38387096774193,982.4870967741934,23.61290322580645,64.03225806451613,29.041935483870965,18.874193548387098,17.12258064516129
1994-08-01,11.077419354838709,2.603225806451613,2.5161290322580645,4.129032258064516,8.109677419354838,0.0,4.680645161290323,16.68064516129032,981.2290322580644,21.02258064516129,67.3225806451613,26.364516129032257,16.56451612903226,15.025806451612905
1994-09-01,10.573333333333332,2.71,3.8633333333333337,4.4,3.3766666666666665,0.0,6.343333333333334,13.78,980.3366666666666,15.646666666666668,77.1,19.546666666666667,12.64,11.373333333333331
1994-10-01,9.603225806451611,2.6580645161290324,1.9838709677419355,3.096774193548387,5.041935483870968,0.0,5.1,10.093548387096773,982.058064516129,10.90967741935484,75.87096774193549,15.47741935483871,7.406451612903226,5.867741935483871
1994-11-01,7.504166666666666,2.2233333333333336,0.51,3.2,1.4333333333333331,0.0,7.069999999999999,10.1,985.7066666666668,9.613333333333332,83.73333333333333,12.15,7.626666666666667,6.53
1994-12-01,12.696774193548388,3.97741935483871,2.2483870967741937,4.483870967741935,1.7258064516129032,0.0,6.361290322580645,7.461290322580646,986.6580645161292,6.490322580645161,75.12903225806451,9.03225806451613,4.02258064516129,3.1870967741935483
1995-01-01,14.25483870967742,4.32258064516129,2.9516129032258065,5.096774193548387,2.2,2.774193548387097,6.051612903225807,5.880645161290323,982.9483870967742,2.7548387096774194,76.29032258064517,5.567741935483871,-0.2838709677419355,-1.4774193548387098
1995-02-01,14.725,4.378571428571428,2.317857142857143,4.928571428571429,2.210714285714286,0.0,6.721428571428571,7.528571428571429,981.3214285714286,8.003571428571428,69.82142857142857,11.510714285714286,4.689285714285715,3.271428571428572
1995-03-01,14.525806451612905,4.370967741935484,2.5870967741935487,4.741935483870968,4.706451612903226,0.0967741935483871,5.190322580645161,6.032258064516129,980.4806451612905,6.02258064516129,64.83870967741936,10.258064516129032,2.3096774193548386,1.032258064516129
1995-04-01,10.613333333333332,3.0133333333333336,1.95,3.866666666666666,4.3966666666666665,0.0,5.97,9.08,981.1866666666666,11.013333333333332,68.86666666666666,15.436666666666667,7.253333333333333,5.760000000000001
1995-05-01,10.451612903225806,2.851612903225806,6.774193548387097,3.6774193548387095,6.683870967741935,0.0,5.341935483870968,10.896774193548389,980.8387096774194,15.183870967741935,64.54838709677419,20.532258064516128,10.40967741935484,8.90967741935484
1995-06-01,9.756666666666666,2.6266666666666665,2.3,4.4,6.053333333333333,0.0,5.456666666666666,13.243333333333334,982.1566666666666,16.886666666666667,69.73333333333333,21.65666666666667,12.553333333333336,11.346666666666666
1995-07-01,10.44516129032258,2.677419354838709,3.203225806451613,2.7096774193548385,9.061290322580644,0.0,4.361290322580645,17.90967741935484,981.6612903225806,22.96451612903226,64.35483870967742,28.86774193548387,17.90967741935484,16.309677419354838
1995-08-01,10.02258064516129,2.4612903225806453,2.948387096774194,3.935483870967742,6.351612903225806,0.0,4.858064516129032,16.238709677419354,982.1,20.06774193548388,69.54838709677419,25.4741935483871,15.948387096774193,14.33548387096774
1995-09-01,10.223333333333333,2.9833333333333334,4.37,4.2,3.3266666666666667,0.0,6.253333333333333,12.036666666666669,979.1966666666668,13.903333333333334,75.3,18.49,10.88,9.583333333333334
1995-10-01,7.458064516129032,1.8612903225806448,0.9290322580645162,2.7096774193548385,3.8774193548387097,0.0,5.577419354838709,13.67741935483871,987.258064516129,14.706451612903225,81.3225806451613,18.925806451612903,11.535483870967743,9.696774193548388
1995-11-01,8.196666666666667,1.913333333333333,3.14,3.8333333333333335,2.53,0.0,6.006666666666666,7.403333333333333,983.2766666666666,5.413333333333333,80.3,8.713333333333333,2.6733333333333333,1.4966666666666666
1995-12-01,8.180645161290322,2.206451612903226,3.070967741935484,5.451612903225806,1.367741935483871,0.5806451612903226,6.648387096774194,5.9,979.9645161290324,1.3709677419354838,84.25806451612904,3.725806451612903,-0.6935483870967741,-1.3645161290322585
1996-01-01,4.554838709677419,1.364516129032258,0.1935483870967742,4.193548387096774,1.270967741935484,0.0,7.216129032258064,5.829032258064516,978.8354838709678,0.5225806451612903,89.58064516129032,2.5612903225806454,-1.1096774193548389,-1.3387096774193548
1996-02-01,10.882758620689655,3.310344827586207,1.2137931034482756,5.0,3.217241379310345,0.7931034482758621,5.955172413793103,5.051724137931035,978.1862068965518,1.7827586206896553,71.96551724137932,5.110344827586206,-1.2241379310344829,-2.2413793103448274
1996-03-01,8.658064516129032,2.203225806451613,0.8516129032258065,3.129032258064516,5.506451612903225,0.032258064516129,5.048387096774194,5.903225806451613,980.4129032258064,5.190322580645161,64.16129032258064,9.980645161290322,1.1580645161290322,-0.4193548387096774
1996-04-01,9.723333333333333,2.68,1.7733333333333334,3.7,6.430000000000001,0.0,5.213333333333334,8.026666666666667,980.5733333333334,11.706666666666669,59.63333333333333,17.266666666666666,6.66,5.053333333333333
1996-05-01,11.32258064516129,2.864516129032258,5.087096774193548,4.903225806451613,4.854838709677419,0.0,6.445161290322581,11.438709677419356,978.3870967741937,13.319354838709677,75.19354838709677,18.080645161290324,9.329032258064515,8.7
1996-06-01,9.96,2.8233333333333333,3.106666666666667,2.6666666666666665,8.51,0.0,4.73,14.116666666666667,984.8966666666668,19.03,64.1,24.49,13.88,12.706666666666669
1996-07-01,11.174193548387096,3.1193548387096777,4.070967741935484,2.903225806451613,8.416129032258064,0.0,4.6,14.425806451612903,983.1774193548388,19.32258064516129,65.19354838709677,24.83225806451613,14.525806451612905,13.041935483870969
1996-08-01,10.935483870967742,2.903225806451613,3.332258064516129,4.709677419354839,6.935483870967742,0.0,5.196774193548387,15.32258064516129,981.416129032258,19.361290322580647,68.74193548387096,24.845161290322583,15.36451612903226,13.983870967741936
1996-09-01,9.48,2.5866666666666664,1.85,2.6,5.42,0.0,4.85,10.636666666666668,980.5133333333334,13.223333333333333,71.16666666666667,18.256666666666668,9.12,7.433333333333334
1996-10-01,9.603225806451611,2.6967741935483875,2.674193548387097,3.6774193548387095,3.6903225806451614,0.0,5.883870967741935,10.4,983.4903225806452,11.625806451612902,76.25806451612904,15.551612903225807,8.429032258064517,7.058064516129033
1996-11-01,12.466666666666669,3.866666666666666,3.7966666666666655,5.366666666666666,1.72,0.0333333333333333,6.866666666666666,7.893333333333333,977.5633333333334,6.78,78.56666666666666,9.59,4.546666666666667,3.5900000000000003
1996-12-01,6.945161290322581,2.05483870967742,2.5580645161290323,5.258064516129032,1.825806451612904,1.903225806451613,6.374193548387097,5.783870967741936,977.9322580645162,0.6161290322580646,84.3225806451613,3.338709677419355,-1.603225806451613,-2.312903225806452
1997-01-01,4.461290322580646,1.2870967741935484,0.8806451612903226,3.870967741935484,1.2064516129032257,8.32258064516129,6.483870967741935,5.216129032258064,986.0354838709676,-1.367741935483871,89.16129032258064,0.964516129032258,-3.4451612903225803,-4.541935483870968
1997-02-01,14.703571428571427,4.685714285714285,2.092857142857143,4.392857142857143,3.632142857142857,0.0,5.664285714285714,6.65,987.6928571428572,7.210714285714286,65.85714285714286,11.260714285714286,3.253571428571429,1.882142857142857
1997-03-01,10.09032258064516,2.990322580645161,0.8387096774193549,4.129032258064516,4.909677419354838,0.0,4.629032258064516,7.987096774193549,988.951612903226,10.006451612903223,66.25806451612904,14.841935483870968,5.841935483870968,3.848387096774193
1997-04-01,11.57,3.316666666666667,1.7933333333333332,2.8,7.993333333333334,0.0,4.153333333333333,6.663333333333333,983.9866666666666,10.366666666666667,53.4,15.956666666666669,4.97,3.2
1997-05-01,12.44516129032258,3.5806451612903225,2.0580645161290323,3.4838709677419355,8.116129032258064,0.0,4.645161290322581,10.87741935483871,980.4774193548388,15.935483870967742,60.193548387096776,21.661290322580644,10.651612903225804,9.141935483870968
1997-06-01,12.3,3.1533333333333333,5.61,5.333333333333333,5.453333333333333,0.0,6.253333333333333,14.22,976.5866666666666,18.08,68.3,23.02,13.913333333333332,12.796666666666663
1997-07-01,9.216129032258063,2.56774193548387,2.7,4.451612903225806,7.403225806451613,0.0,5.164516129032258,15.49032258064516,983.2290322580644,19.296774193548387,69.61290322580645,24.75483870967742,14.80967741935484,13.561290322580644
1997-08-01,9.12258064516129,2.412903225806452,0.9290322580645162,2.903225806451613,7.538709677419354,0.0,4.141935483870968,17.14516129032258,982.167741935484,22.364516129032257,64.70967741935483,28.34193548387097,17.470967741935485,15.78064516129032
1997-09-01,7.939999999999999,1.89,2.0733333333333333,1.4,9.103333333333332,0.0,3.52,13.59,986.36,17.21333333333333,69.5,23.39,12.0,9.943333333333332
1997-10-01,9.577419354838709,2.867741935483872,2.1870967741935483,2.967741935483871,5.02258064516129,0.0,4.709677419354839,9.716129032258063,982.616129032258,10.712903225806452,72.16129032258064,15.425806451612903,7.164516129032258,5.719354838709678
