Datum,STATIONS_ID,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK,eor
1948-01,433.0,,,,5.0,2.967741935483871,2.774193548387097,,0.7419354838709677,6.441935483870967,6.583870967741936,996.2064516129033,2.6258064516129034,86.35483870967742,5.335483870967742,-0.07096774193548382,-1.3935483870967742,
1948-02,433.0,,,,5.0,2.451724137931034,2.7241379310344827,,3.9310344827586206,6.117241379310345,5.448275862068965,1015.106896551724,0.24482758620689657,81.89655172413794,2.841379310344828,-2.262068965517241,-4.031034482758621,
1948-03,433.0,,,,5.0,0.8741935483870968,0.4838709677419355,,0.12903225806451613,3.8451612903225807,6.925806451612903,1020.516129032258,5.983870967741935,74.29032258064517,10.451612903225806,1.8709677419354838,0.6612903225806451,
1948-04,433.0,,,,5.0,0.7666666666666667,0.5333333333333333,,0.0,4.2733333333333325,8.383333333333333,1007.5633333333334,11.803333333333335,62.5,16.726666666666667,7.11,4.86,
1948-05,433.0,,,,5.0,0.7419354838709677,0.4838709677419355,,0.0,5.032258064516129,10.751612903225807,1008.7709677419356,15.319354838709677,62.12903225806452,20.27741935483871,10.290322580645162,8.33548387096774,
1948-06,433.0,,,,5.0,1.73,0.5,,0.0,4.493333333333334,11.726666666666667,1006.9266666666666,17.976666666666667,58.86666666666667,22.95,12.8,10.5,
1948-07,433.0,,,,5.0,3.02258064516129,0.4838709677419355,,0.0,4.858064516129032,13.796774193548387,1008.3645161290323,18.44193548387097,67.06451612903226,23.029032258064515,13.845161290322581,11.625806451612902,
1948-08,433.0,,,,5.0,5.02258064516129,0.6129032258064516,,0.0,5.432258064516129,14.419354838709678,1006.6258064516129,18.561290322580643,68.6774193548387,23.01290322580645,14.53225806451613,12.158064516129032,
1948-09,433.0,,,,5.0,0.16666666666666666,0.5,,0.0,5.21,12.6,1009.8366666666666,15.943333333333333,69.0,20.923333333333336,11.983333333333333,9.296666666666665,
1948-10,433.0,,,,5.0,1.5032258064516129,0.7096774193548387,,0.0,6.029032258064516,9.306451612903226,1012.1483870967742,9.54516129032258,77.06451612903226,13.064516129032258,6.541935483870968,4.432258064516129,
1948-11,433.0,,,,5.0,0.9033333333333332,0.5666666666666667,,0.0,6.3566666666666665,7.6066666666666665,1017.7333333333333,5.0,84.16666666666667,7.286666666666666,2.606666666666667,0.8466666666666666,
1948-12,433.0,,,,5.0,0.4032258064516129,1.1935483870967742,,0.0,4.906451612903226,5.964516129032258,1018.7387096774194,1.7677419354838708,84.61290322580645,4.254838709677419,-0.6612903225806451,-2.3677419354838714,
1949-01,433.0,,,,5.0,0.9548387096774194,3.838709677419355,,0.0,5.461290322580646,5.764516129032257,1013.4870967741934,1.8612903225806452,81.45161290322581,4.0032258064516135,-0.6451612903225805,-1.2903225806451613,
1949-02,433.0,,,,5.0,1.2214285714285715,0.9642857142857143,,0.0,5.107142857142857,6.182142857142857,1018.4142857142857,2.475,82.78571428571429,5.339285714285714,-0.4607142857142857,-0.9428571428571428,
1949-03,433.0,,,,5.0,1.2806451612903225,2.6129032258064515,,1.6774193548387097,4.061290322580645,5.506451612903225,1012.8096774193548,2.8161290322580643,72.3225806451613,6.858064516129032,-1.0935483870967742,-2.1870967741935483,
1949-04,433.0,,,,5.0,1.3533333333333333,0.8,,0.0,4.47,8.563333333333333,1009.06,11.270000000000001,65.3,16.586666666666666,6.47,5.223333333333333,
1949-05,433.0,,,,5.0,1.7354838709677418,3.870967741935484,,0.0,5.261290322580645,10.693548387096774,1007.7064516129033,14.880645161290323,63.225806451612904,19.706451612903226,9.841935483870968,8.012903225806452,
1949-06,433.0,,,,5.0,2.36,4.633333333333334,,0.0,6.069999999999999,11.803333333333335,1009.8433333333334,15.326666666666666,68.03333333333333,19.296666666666667,11.370000000000001,9.916666666666666,
1949-07,433.0,,,,5.0,0.9580645161290322,0.6451612903225806,,0.0,5.019354838709678,14.525806451612903,1009.8774193548387,19.24516129032258,66.64516129032258,23.635483870967743,14.703225806451613,12.922580645161291,
1949-08,433.0,,,,5.0,1.367741935483871,0.45161290322580644,,0.0,4.054838709677419,13.029032258064515,1012.5935483870968,19.0,60.096774193548384,24.287096774193547,13.59032258064516,11.464516129032257,
