STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        555;19400101;-999;-999;-999;    5;   0.0;   0;    5.800;   6;   1.0;   4.0; 1013.40;   -4.2;   85.00;    1.6;   -5.7;   -7.5;eor
        555;19400102;-999;-999;-999;    5;   0.0;   0;    5.400;   6;   2.3;   2.7; 1009.50;   -7.0;   76.00;   -3.2;  -11.9;  -12.6;eor
        555;19400103;-999;-999;-999;    5;   0.0;   0;    4.000;   6;   1.7;   2.9;  999.20;   -5.1;   71.00;   -0.8;  -10.3;  -12.5;eor
        555;19400104;-999;-999;-999;    5;   0.0;   0;    5.500;   6;   0.7;   3.5;  998.40;   -5.9;   85.00;   -2.6;   -8.4;   -9.4;eor
        555;19400105;-999;-999;-999;    5;   0.0;   0;    4.900;   6;   4.3;   3.3; 1002.30;   -5.2;   80.00;   -1.2;   -9.4;  -10.9;eor
        555;19400106;-999;-999;-999;    5;   0.0;   0;    6.700;   6;   2.0;   4.1; 1008.00;   -2.1;   77.00;    2.8;   -6.9;   -8.9;eor
        555;19400107;-999;-999;-999;    5;   0.2;   1;    3.700;   6;   3.7;   4.4; 1009.20;   -0.6;   78.00;    1.9;   -5.2;   -8.9;eor
        555;19400108;-999;-999;-999;    5;   0.4;   1;    0.000;   5;   8.0;   5.1; 1009.40;   -0.8;   84.00;    1.0;   -2.3;   -2.9;eor
        555;19400109;-999;-999;-999;    5;   0.0;   0;    6.000;   4;   0.3;   2.9; 1023.40;   -6.4;   75.00;   -2.0;   -7.7;   -7.2;eor
        555;19400110;-999;-999;-999;    5;   0.0;   0;    6.300;   4;   0.0;   2.1; 1028.70;   -9.2;   71.00;   -6.0;  -12.4;  -13.3;eor
        555;19400111;-999;-999;-999;    5;   0.0;   0;    6.800;   4;   0.0;   1.7; 1026.20;   -9.2;   57.00;   -5.4;  -11.9;  -13.1;eor
        555;19400112;-999;-999;-999;    5;   0.0;   0;    6.600;   4;   0.3;   2.3; 1023.40;   -7.0;   62.00;   -2.3;  -12.7;  -13.7;eor
        555;19400113;-999;-999;-999;    5;   0.0;   0;    0.000;   4;   4.0;   3.1; 1023.20;   -6.3;   82.00;   -4.5;   -9.9;  -11.6;eor
        555;19400114;-999;-999;-999;    5;   0.2;   1;    0.000;   4;   8.0;   5.3; 1016.40;   -0.4;   90.00;    0.4;   -7.4;  -10.1;eor
