Datum,STATIONS_ID,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK,eor
1947-01,5705.0,,,,5.0,0.7096774193548387,3.193548387096774,2.2,1.5806451612903225,4.816129032258065,4.396774193548388,993.1935483870968,-3.935483870967742,87.09677419354838,,,-7.670967741935484,
1947-02,5705.0,,,,5.0,1.4392857142857143,3.4642857142857144,2.1964285714285716,5.464285714285714,5.853571428571429,3.6142857142857143,982.3535714285715,-5.014285714285714,82.28571428571429,,,-9.460714285714285,
1947-03,5705.0,,,,5.0,2.4096774193548387,1.3870967741935485,3.0870967741935487,0.3225806451612903,6.009677419354839,6.909677419354838,981.8,4.567741935483871,78.54838709677419,,,0.009677419354838668,
1947-04,5705.0,,,,5.0,2.4133333333333336,0.8,6.59,0.0,4.613333333333333,8.336666666666666,993.9733333333334,11.44,64.26666666666667,17.576666666666664,5.823333333333333,4.293333333333334,
1947-05,5705.0,,,,5.0,0.8032258064516129,0.45161290322580644,7.029032258064516,0.0,4.970967741935484,11.019354838709678,990.516129032258,15.758064516129032,65.09677419354838,21.883870967741935,9.438709677419356,8.35483870967742,
1947-06,5705.0,,,,5.0,0.99,0.4,9.313333333333333,0.0,3.93,13.223333333333333,990.6933333333333,19.490000000000002,61.63333333333333,25.93,12.693333333333333,12.053333333333335,
1947-07,5705.0,,,,5.0,1.2838709677419353,0.3870967741935484,8.451612903225806,0.0,3.6322580645161286,14.761290322580646,990.3870967741935,20.687096774193545,63.064516129032256,27.23548387096774,14.393548387096773,13.796774193548387,
1947-08,5705.0,,,,5.0,0.21935483870967745,0.12903225806451613,9.180645161290323,0.0,2.6516129032258067,12.280645161290321,992.1354838709677,20.61935483870968,53.32258064516129,28.396774193548385,13.616129032258065,12.812903225806451,
1947-09,5705.0,,,,5.0,0.38333333333333336,0.23333333333333334,6.123333333333333,0.0,3.3633333333333337,11.843333333333334,992.8566666666667,17.886666666666667,62.1,25.616666666666667,11.036666666666667,10.143333333333334,
1947-10,5705.0,,,,5.0,0.12258064516129032,0.41935483870967744,5.241935483870968,0.0,3.0935483870967744,7.458064516129032,996.5612903225807,8.219354838709679,68.29032258064517,15.719354838709679,1.7129032258064516,0.5580645161290324,
1947-11,5705.0,,,,5.0,2.0833333333333335,2.3,1.1400000000000001,0.13333333333333333,6.1433333333333335,7.953333333333333,987.9866666666666,6.016666666666667,81.9,8.78,3.243333333333333,2.5766666666666667,
1947-12,5705.0,,,,5.0,3.7451612903225806,2.838709677419355,0.8129032258064516,1.3225806451612903,6.783870967741936,6.083870967741936,987.558064516129,1.6516129032258065,85.58064516129032,3.745161290322581,-0.6967741935483871,-1.2354838709677418,
1948-01,5705.0,,,,5.0,3.670967741935484,2.3548387096774195,1.1064516129032258,0.0,6.819354838709677,7.135483870967741,979.4387096774193,4.283870967741936,83.45161290322581,6.800000000000001,1.4870967741935484,0.7516129032258064,
1948-02,5705.0,,,,5.0,1.4827586206896552,2.0,2.806896551724138,1.1724137931034482,5.306896551724138,5.7620689655172415,995.1793103448276,1.5689655172413792,77.0,5.037931034482758,-1.1655172413793105,-2.1965517241379313,
1948-03,5705.0,,,,5.0,0.6451612903225806,0.9032258064516129,4.909677419354838,0.0,4.1,6.896774193548388,1002.1612903225806,7.116129032258065,69.38709677419355,13.44516129032258,1.5225806451612902,0.3258064516129033,
1948-04,5705.0,,,,5.0,0.85,0.5,5.993333333333334,0.0,4.493333333333334,8.18,987.5466666666667,11.543333333333333,61.9,17.57,5.956666666666666,4.45,
1948-05,5705.0,,,,5.0,1.2677419354838708,0.4838709677419355,7.841935483870968,0.0,4.335483870967742,11.416129032258064,988.3258064516128,15.212903225806452,66.25806451612904,21.574193548387097,9.329032258064515,8.164516129032258,
1948-06,5705.0,,,,5.0,2.7133333333333334,0.6666666666666666,7.069999999999999,0.0,4.776666666666667,12.416666666666666,988.9766666666667,16.583333333333332,67.53333333333333,22.5,11.113333333333333,10.193333333333333,
1948-07,5705.0,,,,5.0,3.416129032258065,0.6129032258064516,5.806451612903226,0.0,5.151612903225806,14.496774193548386,989.9677419354839,16.838709677419356,75.35483870967742,22.164516129032258,12.358064516129033,11.493548387096775,
1948-08,5705.0,,,,5.0,1.6096774193548387,0.6774193548387096,6.170967741935484,0.0,4.838709677419355,14.748387096774193,989.2096774193549,17.151612903225807,75.41935483870968,22.825806451612905,12.54516129032258,11.77741935483871,
