STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3939;19500101;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.0;   4.7;    -999;   -3.6;   95.00;    0.2;   -5.6;   -8.0;eor
       3939;19500102;-999;-999;-999;    5;   6.9;   1;-999;   0;   7.3;   5.2;    -999;   -1.8;   97.00;    0.4;   -7.1;   -9.5;eor
       3939;19500103;-999;-999;-999;    5;   2.3;   8;-999;   0;   8.0;   6.7;    -999;    1.4;   98.00;    2.3;   -0.7;   -1.8;eor
       3939;19500104;-999;-999;-999;    5;   7.4;   8;-999;   0;   8.0;   6.7;    -999;    1.4;   98.00;    2.2;    0.8;   -0.5;eor
       3939;19500105;-999;-999;-999;    5;   6.0;   1;-999;   0;   8.0;   8.4;    -999;    5.0;   97.00;    5.3;    0.0;   -0.8;eor
       3939;19500106;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   7.7;    -999;    3.4;   97.00;    5.6;    1.9;    2.0;eor
       3939;19500107;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;   7.1;    -999;    3.2;   90.00;    5.9;    1.4;   -1.8;eor
       3939;19500108;-999;-999;-999;    5;   0.0;   0;-999;   0;   2.7;   6.1;    -999;    0.8;   89.00;    7.4;   -2.9;   -5.1;eor
       3939;19500109;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.3;   7.2;    -999;    3.3;   89.00;    7.2;   -2.7;   -5.4;eor
       3939;19500110;-999;-999;-999;    5;   0.9;   1;-999;   0;   8.0;   9.2;    -999;    5.8;  100.00;    6.6;    3.6;   -0.5;eor
       3939;19500111;-999;-999;-999;    5;   0.3;   1;-999;   0;   8.0;   9.7;    -999;    6.6;  100.00;    7.3;    5.7;    4.1;eor
       3939;19500112;-999;-999;-999;    5;   0.5;   1;-999;   0;   4.7;   9.2;    -999;    6.0;   97.00;    8.3;    4.7;    5.0;eor
       3939;19500113;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;   6.1;    -999;    0.5;   97.00;    4.8;   -3.0;   -5.4;eor
       3939;19500114;-999;-999;-999;    5;   1.6;   1;-999;   0;   8.0;   6.5;    -999;    1.6;   97.00;    2.5;   -2.3;   -4.0;eor
       3939;19500115;-999;-999;-999;    5;   0.8;   1;-999;   0;   8.0;   7.5;    -999;    3.0;   99.00;    3.6;    1.6;    0.6;eor
       3939;19500116;-999;-999;-999;    5;  12.0;   8;-999;   0;   8.0;   7.5;    -999;    2.8;   97.00;    4.0;    1.4;    0.6;eor
       3939;19500117;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   6.1;    -999;    0.0;   97.00;    2.3;   -1.3;   -2.0;eor
       3939;19500118;-999;-999;-999;    5;   0.0;   7;-999;   0;   8.0;   5.9;    -999;   -1.1;  100.00;    0.7;   -2.5;   -4.0;eor
       3939;19500119;-999;-999;-999;    5;   0.0;   7;-999;   0;   7.0;   3.5;    -999;   -7.0;   96.00;   -1.6;   -8.0;   -9.4;eor
       3939;19500120;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   3.7;    -999;   -5.4;   95.00;   -4.0;   -9.2;  -11.2;eor
       3939;19500121;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   4.1;    -999;   -5.8;   99.00;   -2.3;   -7.5;   -6.7;eor
       3939;19500122;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   4.4;    -999;   -4.2;   95.00;    0.3;   -8.7;  -12.4;eor
       3939;19500123;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   4.1;    -999;   -4.3;   92.00;   -1.6;   -5.8;   -9.0;eor
       3939;19500124;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   3.3;    -999;   -7.6;   92.00;   -3.9;   -9.0;  -12.0;eor
       3939;19500125;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   4.3;    -999;   -3.4;   90.00;    1.3;  -11.4;  -14.2;eor
       3939;19500126;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   5.5;    -999;   -1.4;   96.00;    3.7;   -7.5;  -10.6;eor
       3939;19500127;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.0;   5.6;    -999;   -1.2;   96.00;    2.5;   -2.8;   -4.6;eor
       3939;19500128;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   4.7;    -999;   -3.7;   99.00;   -1.5;   -4.7;   -6.7;eor
       3939;19500129;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   3.6;    -999;   -7.6;   96.00;   -3.8;   -9.6;   -9.5;eor
       3939;19500130;-999;-999;-999;    5;   0.0;   7;-999;   0;   8.0;   3.7;    -999;   -5.8;   94.00;   -3.5;  -13.6;  -15.5;eor
       3939;19500131;-999;-999;-999;    5;   1.7;   1;-999;   0;   6.0;   5.9;    -999;   -0.8;  100.00;    2.9;   -4.8;   -6.8;eor
       3939;19500201;-999;-999;-999;    5;   1.5;   8;-999;   0;   6.0;   7.2;    -999;    1.4;  100.00;    5.5;   -2.0;    0.6;eor
       3939;19500202;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.0;   6.8;    -999;    1.4;   98.00;    5.0;   -2.5;   -5.0;eor
