STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       5705;19470101;-999;-999;-999;    5;   2.4;   7;    0.000;   1;   8.0;   4.5;  992.60;   -2.8;   91.00;   -999;   -999;   -4.5;eor
       5705;19470102;-999;-999;-999;    5;   0.4;   7;    0.200;   5;   8.0;   5.2;  996.20;   -0.6;   89.00;   -999;   -999;   -3.0;eor
       5705;19470103;-999;-999;-999;    5;   0.0;   7;    0.000;   6;   8.0;   5.3; 1001.40;   -0.7;   91.00;   -999;   -999;   -2.0;eor
       5705;19470104;-999;-999;-999;    5;   0.0;   0;    2.800;   4;   0.0;   2.7; 1003.90;   -8.2;   79.00;   -999;   -999;  -12.0;eor
       5705;19470105;-999;-999;-999;    5;   0.0;   0;    5.400;   4;   0.0;   1.7;  998.70;  -12.9;   72.00;   -999;   -999;  -17.8;eor
       5705;19470106;-999;-999;-999;    5;   0.0;   0;    6.500;   3;   0.0;   1.7;  991.40;  -13.0;   74.00;   -999;   -999;  -19.1;eor
       5705;19470107;-999;-999;-999;    5;   0.0;   0;    2.800;   3;   3.3;   1.7;  989.80;  -13.8;   80.00;   -999;   -999;  -19.5;eor
       5705;19470108;-999;-999;-999;    5;   0.2;   7;    0.000;   3;   8.0;   2.9;  991.90;   -7.9;   88.00;   -999;   -999;  -11.5;eor
       5705;19470109;-999;-999;-999;    5;   2.8;   8;    0.000;   3;   8.0;   4.8;  988.20;   -2.8;   97.00;   -999;   -999;   -5.5;eor
       5705;19470110;-999;-999;-999;    5;   0.0;   0;    0.000;   3;   7.7;   6.3;  991.20;    1.1;   95.00;   -999;   -999;   -2.6;eor
       5705;19470111;-999;-999;-999;    5;   5.8;   8;    0.000;   3;   7.7;   6.3;  984.30;    0.6;   98.00;   -999;   -999;   -0.9;eor
       5705;19470112;-999;-999;-999;    5;   2.6;   1;    0.200;   2;   4.0;   6.9;  981.10;    4.3;   85.00;   -999;   -999;    2.6;eor
       5705;19470113;-999;-999;-999;    5;   3.0;   1;    0.000;   0;   8.0;   7.6;  979.60;    4.6;   90.00;   -999;   -999;   -1.7;eor
       5705;19470114;-999;-999;-999;    5;   1.6;   1;    1.100;   0;   5.7;   6.4;  991.00;    4.1;   78.00;   -999;   -999;    1.3;eor
       5705;19470115;-999;-999;-999;    5;   0.0;   0;    0.100;   0;   5.3;   8.4;  999.50;    5.0;   89.00;   -999;   -999;    3.1;eor
       5705;19470116;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   5.7; 1002.00;   -1.0;   99.00;   -999;   -999;   -2.4;eor
       5705;19470117;-999;-999;-999;    5;   1.0;   1;    0.000;   0;   8.0;   6.0;  999.50;    0.6;   98.00;   -999;   -999;   -2.5;eor
       5705;19470118;-999;-999;-999;    5;   0.5;   1;    3.800;   0;   6.0;   6.3; 1004.00;    3.3;   81.00;   -999;   -999;   -0.5;eor
       5705;19470119;-999;-999;-999;    5;   0.4;   8;    2.000;   0;   3.3;   6.0;  999.50;    1.4;   85.00;   -999;   -999;    0.5;eor
       5705;19470120;-999;-999;-999;    5;   0.0;   7;    6.500;   0;   2.3;   4.9;  995.00;   -0.4;   83.00;   -999;   -999;   -3.5;eor
       5705;19470121;-999;-999;-999;    5;   0.8;   7;    3.700;   0;   5.3;   4.9;  995.10;   -1.9;   92.00;   -999;   -999;   -6.2;eor
       5705;19470122;-999;-999;-999;    5;   0.3;   7;    3.900;   2;   6.0;   3.6;  995.00;   -5.1;   86.00;   -999;   -999;   -9.6;eor
       5705;19470123;-999;-999;-999;    5;   0.0;   7;    1.800;   1;   7.7;   3.7;  997.60;   -4.7;   84.00;   -999;   -999;   -7.6;eor
       5705;19470124;-999;-999;-999;    5;   0.2;   7;    0.000;   2;   5.0;   3.2; 1000.70;   -7.4;   89.00;   -999;   -999;  -10.8;eor
       5705;19470125;-999;-999;-999;    5;   0.0;   0;    5.400;   2;   0.3;   3.1;  993.00;   -8.4;   92.00;   -999;   -999;  -14.6;eor
       5705;19470126;-999;-999;-999;    5;   0.0;   0;    2.300;   1;   4.3;   2.4;  981.60;   -9.0;   75.00;   -999;   -999;  -12.5;eor
       5705;19470127;-999;-999;-999;    5;   0.0;   7;    0.000;   1;   5.7;   2.4;  986.30;  -11.4;   89.00;   -999;   -999;  -14.9;eor
       5705;19470128;-999;-999;-999;    5;   0.0;   0;    6.300;   0;   0.0;   2.1;  991.00;  -10.8;   78.00;   -999;   -999;  -17.8;eor
       5705;19470129;-999;-999;-999;    5;   0.0;   0;    3.700;   0;   3.7;   3.1;  991.20;   -7.4;   87.00;   -999;   -999;  -16.1;eor
       5705;19470130;-999;-999;-999;    5;   0.0;   0;    5.700;   0;   0.0;   3.6;  988.40;   -7.2;   93.00;   -999;   -999;  -12.1;eor
       5705;19470131;-999;-999;-999;    5;   0.0;   0;    4.000;   0;   2.0;   2.9;  988.30;   -9.6;   93.00;   -999;   -999;  -14.1;eor
       5705;19470201;-999;-999;-999;    5;   0.0;   0;    5.000;   0;   5.0;   2.1;  988.30;   -8.6;   70.00;   -999;   -999;  -15.1;eor
       5705;19470202;-999;-999;-999;    5;   0.0;   1;    5.600;   0;   2.0;   2.4;  983.00;   -8.0;   73.00;   -999;   -999;  -15.8;eor
       5705;19470203;-999;-999;-999;    5;   0.0;   1;    0.200;   0;   7.0;   3.5;  971.50;   -3.7;   75.00;   -999;   -999;   -8.5;eor
       5705;19470204;-999;-999;-999;    5;   3.7;   7;    0.000;   0;   7.7;   3.5;  966.20;   -3.9;   73.00;   -999;   -999;   -8.3;eor
       5705;19470205;-999;-999;-999;    5;   0.5;   7;    0.000;   1;   8.0;   3.9;  974.80;   -4.8;   89.00;   -999;   -999;   -5.8;eor
       5705;19470206;-999;-999;-999;    5;   1.1;   7;    0.100;   3;   7.3;   3.5;  987.80;   -7.1;   93.00;   -999;   -999;   -7.5;eor
       5705;19470207;-999;-999;-999;    5;   0.0;   1;    0.000;   4;   6.0;   2.7;  987.40;   -9.5;   86.00;   -999;   -999;  -15.6;eor
       5705;19470208;-999;-999;-999;    5;   5.3;   7;    3.300;   4;   5.7;   2.9;  978.40;   -6.2;   77.00;   -999;   -999;  -16.4;eor
       5705;19470209;-999;-999;-999;    5;   0.0;   1;    0.000;   8;   5.3;   4.1;  983.00;   -4.6;   92.00;   -999;   -999;   -6.1;eor
       5705;19470210;-999;-999;-999;    5;   0.0;   1;    2.000;   8;   6.3;   4.3;  982.60;   -2.4;   81.00;   -999;   -999;   -9.7;eor
       5705;19470211;-999;-999;-999;    5;   0.3;   7;    0.400;   8;   6.0;   4.1;  983.50;   -2.8;   82.00;   -999;   -999;   -6.5;eor
       5705;19470212;-999;-999;-999;    5;   0.0;   0;    7.100;   7;   2.0;   4.5;  984.00;   -3.0;   90.00;   -999;   -999;  -10.2;eor
       5705;19470213;-999;-999;-999;    5;   0.0;   0;    1.600;   7;   8.0;   4.0;  986.60;   -6.0;   95.00;   -999;   -999;   -8.6;eor
       5705;19470214;-999;-999;-999;    5;   2.2;   7;    0.700;   6;   8.0;   3.2;  990.00;   -6.0;   83.00;   -999;   -999;  -10.2;eor
       5705;19470215;-999;-999;-999;    5;   4.1;   7;    0.000;  10;   8.0;   3.2;  992.60;   -7.4;   88.00;   -999;   -999;   -8.2;eor
       5705;19470216;-999;-999;-999;    5;   1.4;   7;    0.000;  13;   7.3;   3.1;  993.00;   -7.6;   88.00;   -999;   -999;   -9.6;eor
       5705;19470217;-999;-999;-999;    5;   0.0;   0;    4.800;  13;   3.3;   2.9;  990.30;   -6.0;   72.00;   -999;   -999;  -10.0;eor
       5705;19470218;-999;-999;-999;    5;   0.0;   0;    7.200;  11;   0.0;   2.9;  983.50;   -8.2;   83.00;   -999;   -999;  -16.1;eor
       5705;19470219;-999;-999;-999;    5;   0.0;   1;    0.000;  10;   8.0;   3.3;  980.80;   -6.3;   87.00;   -999;   -999;  -14.6;eor
       5705;19470220;-999;-999;-999;    5;   0.0;   1;    0.000;  10;   8.0;   3.2;  982.40;   -6.4;   83.00;   -999;   -999;   -8.1;eor
       5705;19470221;-999;-999;-999;    5;   9.1;   8;    0.500;   9;   7.7;   4.5;  973.40;   -2.5;   90.00;   -999;   -999;   -8.1;eor
       5705;19470222;-999;-999;-999;    5;   7.0;   8;    0.000;   7;   8.0;   8.0;  966.30;    4.4;   93.00;   -999;   -999;   -0.8;eor
       5705;19470223;-999;-999;-999;    5;   0.5;   7;    0.200;   4;   5.3;   3.7;  983.20;   -4.5;   80.00;   -999;   -999;   -2.1;eor
       5705;19470224;-999;-999;-999;    5;   0.0;   1;    8.100;   2;   3.7;   3.1;  988.70;   -5.5;   76.00;   -999;   -999;   -9.0;eor
       5705;19470225;-999;-999;-999;    5;   0.0;   1;    0.000;   2;   7.3;   3.2;  983.60;   -5.6;   79.00;   -999;   -999;   -7.6;eor
       5705;19470226;-999;-999;-999;    5;   0.0;   0;    8.500;   2;   1.0;   2.8;  991.60;   -5.2;   69.00;   -999;   -999;  -11.3;eor
