Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
   555;  112.00; 51.4900;  7.2200;18880101;19130329;Bochum
   555;  120.00; 51.4905;  7.2295;19130330;19220131;Bochum
   555;   83.00; 51.4882;  7.2124;19220201;19510422;Bochum
   555;   81.00; 51.4884;  7.2168;19510423;19611231;Bochum
   555;   79.00; 51.4991;  7.2165;19620101;19701231;Bochum
   555;   77.00; 51.4917;  7.2157;19790101;19940430;Bochum
   555;  101.00; 51.4789;  7.2697;20070319;20190331;Bochum
   555;  110.00; 51.5026;  7.2289;20190401;        ;Bochum
