Stations_ID;Stationsname;Geo. Laenge [Grad];Geo. Breite [Grad];Stationshoehe [m];Geberhoehe ueber Grund [m];Von_Datum;Bis_Datum;Geraetetyp Name;Messverfahren;eor;
880;Cottbus;;;;;19370429;19531231;Gerätetyp unbekannt;Sonnenscheinregistrierung, konv.;eor;
880;Cottbus;14.32;51.78;68.66;2.2;19540101;19661031;Sonnenscheinschreiber nach Campbell-Stokes;Sonnenscheinregistrierung, konv.;eor;
880;Cottbus;14.32;51.78;68.66;9.55;19661101;20080623;Sonnenscheinschreiber nach Campbell-Stokes;Sonnenscheinregistrierung, konv.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;19931125;19950606;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;19950608;20030817;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;20030825;20031201;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;20031209;20040815;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;20040818;20050321;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;20050331;20071213;SONIe Sonnenenergie-Sensor;Sonnenscheindauer, elektr.;eor;
880;Cottbus;14.32;51.78;68.66;9.9;20071212;20240328;SCAPP;Sonnenscheind/Strahlungsmessung, elektr.;eor;
generiert: 03.04.2024 --  Deutscher Wetterdienst  --
