Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
5792;Zugspitze;UPM;01.02.1925;01.02.1925;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;14.10.1930;14.10.1930;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;08.01.1931;09.01.1931;2;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;24.12.1931;24.12.1931;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;27.01.1932;27.01.1932;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;19.02.1932;19.02.1932;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;12.03.1933;12.03.1933;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;19.09.1935;19.09.1935;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;01.05.1945;14.08.1945;106;Kriegsjahre;eor;                                                                                                                                           
5792;Zugspitze;UPM;20.07.2013;20.07.2013;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;04.03.2016;04.03.2016;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;11.02.2017;11.02.2017;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;27.06.2017;27.06.2017;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;26.05.2018;29.05.2018;4;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;17.09.2018;17.09.2018;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;27.02.2020;27.02.2020;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;10.01.2022;10.01.2022;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;11.07.2022;11.07.2022;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;31.03.2023;31.03.2023;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;29.11.2023;29.11.2023;1;;eor;                                                                                                                                                        
5792;Zugspitze;UPM;15.02.2024;15.02.2024;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;01.05.1945;14.08.1945;106;Kriegsjahre;eor;                                                                                                                                           
5792;Zugspitze;VPM;20.07.2013;20.07.2013;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;04.03.2016;04.03.2016;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;11.02.2017;11.02.2017;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;27.06.2017;27.06.2017;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;26.05.2018;29.05.2018;4;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;17.09.2018;17.09.2018;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;27.02.2020;27.02.2020;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;10.01.2022;10.01.2022;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;11.07.2022;11.07.2022;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;31.03.2023;31.03.2023;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;29.11.2023;29.11.2023;1;;eor;                                                                                                                                                        
5792;Zugspitze;VPM;15.02.2024;15.02.2024;1;;eor;                                                                                                                                                        
5792;Zugspitze;NM;01.05.1945;14.08.1945;106;Kriegsjahre;eor;                                                                                                                                            
5792;Zugspitze;NM;19.07.2013;19.07.2013;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;22.02.2017;22.02.2017;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;04.06.2018;05.06.2018;2;;eor;                                                                                                                                                         
5792;Zugspitze;NM;14.06.2018;14.06.2018;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;02.07.2018;02.07.2018;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;10.09.2018;14.09.2018;5;;eor;                                                                                                                                                         
5792;Zugspitze;NM;17.09.2018;17.09.2018;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;11.01.2019;11.01.2019;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;11.12.2019;13.12.2019;3;;eor;                                                                                                                                                         
5792;Zugspitze;NM;04.02.2020;06.02.2020;3;;eor;                                                                                                                                                         
5792;Zugspitze;NM;02.03.2020;02.03.2020;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;27.04.2021;28.04.2021;2;;eor;                                                                                                                                                         
5792;Zugspitze;NM;10.01.2022;10.01.2022;1;;eor;                                                                                                                                                         
5792;Zugspitze;NM;01.02.2022;03.02.2022;3;;eor;                                                                                                                                                         
5792;Zugspitze;NM;11.07.2022;12.07.2022;2;;eor;                                                                                                                                                         
5792;Zugspitze;NM;22.12.2023;23.12.2023;2;;eor;                                                                                                                                                         
5792;Zugspitze;SDK;01.05.1945;14.08.1945;106;Kriegsjahre;eor;                                                                                                                                           
5792;Zugspitze;RSK;30.04.1945;14.08.1945;107;Kriegsjahre;eor;                                                                                                                                           
5792;Zugspitze;RSK;09.03.2021;10.03.2021;2;;eor;                                                                                                                                                        
5792;Zugspitze;RSKF;30.04.1945;14.08.1945;107;Kriegsjahre;eor;                                                                                                                                          
5792;Zugspitze;SHK_TAG;13.07.1901;23.07.1901;11;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;25.07.1901;25.07.1901;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.07.1901;06.08.1901;10;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;10.08.1901;15.08.1901;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.08.1901;26.08.1901;8;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;01.09.1901;11.09.1901;11;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;20.09.1901;26.09.1901;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;02.10.1901;04.10.1901;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;09.11.1901;09.11.1901;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;12.11.1901;14.11.1901;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;16.07.1902;19.07.1902;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.07.1902;27.07.1902;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.07.1902;02.08.1902;5;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.08.1902;08.08.1902;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;18.08.1902;20.08.1902;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;23.08.1902;05.09.1902;14;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;09.09.1902;12.09.1902;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;17.09.1902;17.09.1902;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.09.1902;28.09.1902;10;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;01.10.1902;02.10.1902;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;15.07.1903;20.07.1903;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;08.08.1903;10.08.1903;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;12.08.1903;15.08.1903;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;23.08.1903;25.08.1903;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.08.1903;11.09.1903;15;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;23.09.1903;02.10.1903;10;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;06.10.1903;09.10.1903;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;20.06.1904;21.06.1904;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;23.06.1904;26.06.1904;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.06.1904;04.07.1904;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.07.1904;24.07.1904;18;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;26.07.1904;27.07.1904;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;31.07.1904;22.08.1904;23;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;06.07.1905;18.07.1905;13;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;21.07.1905;24.07.1905;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.07.1905;05.08.1905;11;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;17.08.1905;26.08.1905;10;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;06.09.1905;16.09.1905;11;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;18.09.1905;20.09.1905;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;02.07.1906;05.07.1906;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;10.07.1906;11.07.1906;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.07.1906;11.08.1906;24;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;13.08.1906;16.08.1906;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;25.08.1906;27.08.1906;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.08.1906;10.09.1906;13;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;10.10.1906;15.10.1906;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;18.10.1906;26.10.1906;9;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.07.1907;30.07.1907;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;02.08.1907;15.08.1907;14;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;20.08.1907;20.08.1907;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;24.08.1907;24.08.1907;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.08.1907;03.09.1907;9;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.09.1907;14.09.1907;8;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.09.1907;01.10.1907;13;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;08.10.1907;10.10.1907;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;12.10.1907;16.10.1907;5;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.10.1907;26.10.1907;8;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.10.1907;30.10.1907;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;04.11.1907;12.11.1907;9;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;25.06.1908;05.07.1908;11;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;08.07.1908;09.07.1908;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;11.07.1908;13.07.1908;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;23.07.1908;06.08.1908;15;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;19.08.1908;22.08.1908;4;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;24.08.1908;30.08.1908;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;21.09.1908;23.09.1908;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.09.1908;26.09.1908;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.09.1908;14.10.1908;16;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;16.10.1908;18.10.1908;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.10.1908;08.11.1908;14;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;25.07.1909;26.07.1909;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.07.1909;02.08.1909;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.08.1909;18.08.1909;12;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;20.08.1909;22.08.1909;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;25.08.1909;26.08.1909;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;11.09.1909;12.09.1909;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;18.09.1909;18.09.1909;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;22.09.1909;23.09.1909;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;24.10.1909;24.10.1909;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.11.1909;10.11.1909;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;03.07.1910;03.07.1910;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.07.1910;23.07.1910;5;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.07.1910;03.08.1910;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;14.08.1910;22.08.1910;9;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;25.08.1910;30.08.1910;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;11.10.1910;20.10.1910;10;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;24.10.1910;30.10.1910;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;15.07.1911;16.07.1911;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;18.07.1911;26.08.1911;40;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;28.08.1911;15.09.1911;19;;eor;                                                                                                                                                   
5792;Zugspitze;SHK_TAG;20.09.1911;21.09.1911;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;27.09.1911;28.09.1911;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;18.10.1911;23.10.1911;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;04.06.1912;04.06.1912;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;06.06.1912;06.06.1912;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.07.1912;07.07.1912;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;17.08.1912;17.08.1912;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.09.1913;11.09.1913;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;16.09.1913;16.09.1913;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;06.10.1913;06.10.1913;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;06.11.1913;08.11.1913;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;10.11.1913;10.11.1913;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;13.11.1913;14.11.1913;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;16.11.1913;18.11.1913;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;28.11.1913;30.11.1913;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.12.1913;12.12.1913;8;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;14.12.1913;19.12.1913;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.12.1913;31.12.1913;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.01.1914;13.01.1914;7;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;15.02.1914;15.02.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;19.02.1914;21.02.1914;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;03.03.1914;08.03.1914;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;11.03.1914;13.03.1914;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;17.03.1914;17.03.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;22.03.1914;22.03.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.03.1914;27.03.1914;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.03.1914;29.03.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.04.1914;10.04.1914;6;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;16.04.1914;16.04.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.04.1914;26.04.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;07.05.1914;08.05.1914;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;10.05.1914;11.05.1914;2;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;13.05.1914;15.05.1914;3;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;26.05.1914;26.05.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;29.05.1914;29.05.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;09.06.1914;09.06.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;15.06.1914;19.06.1914;5;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;25.06.1914;25.06.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;05.07.1914;05.07.1914;1;;eor;                                                                                                                                                    
5792;Zugspitze;SHK_TAG;08.07.1914;10.07.1914;3;;eor;                                                                                                                                                    
