STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        377;19470101;-999;-999;-999;    5;   0.0;   0;    2.000;   6;   6.3;   5.9;    -999;    0.2;   93.00;    3.7;   -3.9;-999;eor
        377;19470102;-999;-999;-999;    5;   0.1;   7;    0.000;   3;   7.7;   5.6;    -999;    0.2;   90.00;    1.8;   -3.5;-999;eor
        377;19470103;-999;-999;-999;    5;   0.0;   0;    0.000;   3;   6.0;   6.0;    -999;    0.9;   90.00;    2.7;   -1.0;-999;eor
        377;19470104;-999;-999;-999;    5;   0.0;   0;    4.700;   2;   3.7;   3.7;    -999;   -4.7;   81.00;    1.5;   -8.4;-999;eor
        377;19470105;-999;-999;-999;    5;   0.0;   0;    6.600;   1;   0.0;   2.0;    -999;  -10.6;   70.00;   -4.5;  -12.2;-999;eor
        377;19470106;-999;-999;-999;    5;   0.0;   0;    6.600;   1;   0.7;   1.7;    -999;  -11.0;   67.00;   -7.5;  -16.2;-999;eor
        377;19470107;-999;-999;-999;    5;   1.6;   7;    0.000;   1;   8.0;   2.3;    -999;   -9.9;   80.00;   -9.0;  -11.6;-999;eor
        377;19470108;-999;-999;-999;    5;   1.3;   8;    0.000;   3;   8.0;   3.5;    -999;   -5.5;   88.00;   -3.5;  -10.0;-999;eor
        377;19470109;-999;-999;-999;    5;   3.1;   1;    0.000;   3;   7.7;   6.0;    -999;    0.4;   96.00;    2.3;   -5.1;-999;eor
        377;19470110;-999;-999;-999;    5;   1.0;   1;    3.200;   2;   5.7;   6.7;    -999;    2.4;   92.00;    4.8;   -0.2;-999;eor
        377;19470111;-999;-999;-999;    5;  10.3;   8;    0.000;   1;   8.0;   6.8;    -999;    2.7;   95.00;    4.7;   -0.1;-999;eor
        377;19470112;-999;-999;-999;    5;   1.1;   1;    1.700;   0;   4.0;   7.9;    -999;    5.5;   84.00;    8.5;    2.7;-999;eor
