Stations_ID;Stationsname;Von_Datum;Bis_Datum
  1757;Greifswald;18980101;

Stations_ID;Betreibername;Von_Datum;Bis_Datum
  1757;Wetterdienst;18980101;19491231
  1757;Meteorologischer Dienst der DDR;19500101;19901231
  1757;DWD;19910101;
generiert: 03.04.2024 --  Deutscher Wetterdienst  --
