ID,Jahr,Monatscode,Monat,Gastro_Id,Gastro_Description,Umsatz in millionen
780,1999,MONAT11,November,WZ08-55-01,Gastgewerbe,128.6
781,1999,MONAT12,Dezember,WZ08-55,Beherbergung,109.9
782,1999,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.8
783,1999,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.0
784,1999,MONAT12,Dezember,WZ08-553,Campingplätze,42.1
785,1999,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,86.2
786,1999,MONAT12,Dezember,WZ08-56,Gastronomie,157.6
787,1999,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.9
788,1999,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.2
789,1999,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,202.9
790,1999,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,171.8
791,1999,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,138.3
792,2000,MONAT01,Januar,WZ08-55,Beherbergung,92.6
793,2000,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.9
794,2000,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,92.8
795,2000,MONAT01,Januar,WZ08-553,Campingplätze,65.4
796,2000,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,83.5
797,2000,MONAT01,Januar,WZ08-56,Gastronomie,131.3
798,2000,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",136.6
799,2000,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.2
800,2000,MONAT01,Januar,WZ08-563,Ausschank von Getränken,168.7
801,2000,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,141.1
802,2000,MONAT01,Januar,WZ08-55-01,Gastgewerbe,115.6
803,2000,MONAT02,Februar,WZ08-55,Beherbergung,99.7
804,2000,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.4
805,2000,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.5
806,2000,MONAT02,Februar,WZ08-553,Campingplätze,67.9
807,2000,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,85.8
808,2000,MONAT02,Februar,WZ08-56,Gastronomie,130.9
809,2000,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",135.6
810,2000,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.7
811,2000,MONAT02,Februar,WZ08-563,Ausschank von Getränken,167.7
812,2000,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,140.0
813,2000,MONAT02,Februar,WZ08-55-01,Gastgewerbe,118.3
814,2000,MONAT03,März,WZ08-55,Beherbergung,108.7
815,2000,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.0
816,2000,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,94.2
817,2000,MONAT03,März,WZ08-553,Campingplätze,69.4
818,2000,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,80.8
819,2000,MONAT03,März,WZ08-56,Gastronomie,142.3
820,2000,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",147.0
821,2000,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.9
822,2000,MONAT03,März,WZ08-563,Ausschank von Getränken,181.9
823,2000,MONAT03,März,WZ08-561-01,Gaststättengewerbe,151.7
824,2000,MONAT03,März,WZ08-55-01,Gastgewerbe,128.8
825,2000,MONAT04,April,WZ08-55,Beherbergung,112.1
826,2000,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.0
827,2000,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,118.8
828,2000,MONAT04,April,WZ08-553,Campingplätze,143.0
829,2000,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,89.4
830,2000,MONAT04,April,WZ08-56,Gastronomie,147.4
831,2000,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",157.5
832,2000,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.6
833,2000,MONAT04,April,WZ08-563,Ausschank von Getränken,182.8
834,2000,MONAT04,April,WZ08-561-01,Gaststättengewerbe,160.8
835,2000,MONAT04,April,WZ08-55-01,Gastgewerbe,133.1
836,2000,MONAT05,Mai,WZ08-55,Beherbergung,140.3
837,2000,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",140.4
838,2000,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,146.4
839,2000,MONAT05,Mai,WZ08-553,Campingplätze,103.2
840,2000,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,114.4
841,2000,MONAT05,Mai,WZ08-56,Gastronomie,156.4
842,2000,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.0
843,2000,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.8
844,2000,MONAT05,Mai,WZ08-563,Ausschank von Getränken,185.8
845,2000,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,168.5
846,2000,MONAT05,Mai,WZ08-55-01,Gastgewerbe,150.0
847,2000,MONAT06,Juni,WZ08-55,Beherbergung,135.6
848,2000,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",134.3
849,2000,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,164.7
850,2000,MONAT06,Juni,WZ08-553,Campingplätze,99.0
851,2000,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,152.7
852,2000,MONAT06,Juni,WZ08-56,Gastronomie,155.7
853,2000,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",165.0
854,2000,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.5
855,2000,MONAT06,Juni,WZ08-563,Ausschank von Getränken,197.5
856,2000,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,169.5
857,2000,MONAT06,Juni,WZ08-55-01,Gastgewerbe,147.6
858,2000,MONAT07,Juli,WZ08-55,Beherbergung,130.1
859,2000,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",127.6
860,2000,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,171.6
861,2000,MONAT07,Juli,WZ08-553,Campingplätze,110.3
862,2000,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,188.8
863,2000,MONAT07,Juli,WZ08-56,Gastronomie,154.9
864,2000,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",165.5
865,2000,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.6
866,2000,MONAT07,Juli,WZ08-563,Ausschank von Getränken,187.2
867,2000,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,168.3
868,2000,MONAT07,Juli,WZ08-55-01,Gastgewerbe,144.8
869,2000,MONAT08,August,WZ08-55,Beherbergung,134.7
870,2000,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",131.9
871,2000,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,177.3
872,2000,MONAT08,August,WZ08-553,Campingplätze,122.8
873,2000,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,200.1
874,2000,MONAT08,August,WZ08-56,Gastronomie,153.2
875,2000,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",165.3
876,2000,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.1
877,2000,MONAT08,August,WZ08-563,Ausschank von Getränken,180.6
878,2000,MONAT08,August,WZ08-561-01,Gaststättengewerbe,167.2
879,2000,MONAT08,August,WZ08-55-01,Gastgewerbe,145.8
880,2000,MONAT09,September,WZ08-55,Beherbergung,154.2
881,2000,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",153.7
882,2000,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,176.0
883,2000,MONAT09,September,WZ08-553,Campingplätze,92.9
884,2000,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,166.2
885,2000,MONAT09,September,WZ08-56,Gastronomie,153.5
886,2000,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",162.4
887,2000,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,109.0
888,2000,MONAT09,September,WZ08-563,Ausschank von Getränken,178.1
889,2000,MONAT09,September,WZ08-561-01,Gaststättengewerbe,164.6
890,2000,MONAT09,September,WZ08-55-01,Gastgewerbe,153.9
891,2000,MONAT10,Oktober,WZ08-55,Beherbergung,140.4
892,2000,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",141.1
893,2000,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,141.3
894,2000,MONAT10,Oktober,WZ08-553,Campingplätze,74.8
895,2000,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,120.1
896,2000,MONAT10,Oktober,WZ08-56,Gastronomie,149.7
897,2000,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",158.3
898,2000,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.7
899,2000,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,180.6
900,2000,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,161.2
901,2000,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,146.0
902,2000,MONAT11,November,WZ08-55,Beherbergung,110.0
903,2000,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.7
904,2000,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,81.5
905,2000,MONAT11,November,WZ08-553,Campingplätze,42.6
906,2000,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,46.1
907,2000,MONAT11,November,WZ08-56,Gastronomie,136.9
908,2000,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",141.7
909,2000,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.1
910,2000,MONAT11,November,WZ08-563,Ausschank von Getränken,167.0
911,2000,MONAT11,November,WZ08-561-01,Gaststättengewerbe,145.1
912,2000,MONAT11,November,WZ08-55-01,Gastgewerbe,126.0
913,2000,MONAT12,Dezember,WZ08-55,Beherbergung,110.0
914,2000,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.7
915,2000,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.3
916,2000,MONAT12,Dezember,WZ08-553,Campingplätze,40.4
917,2000,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,76.6
918,2000,MONAT12,Dezember,WZ08-56,Gastronomie,153.6
919,2000,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",162.0
920,2000,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.6
921,2000,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,194.2
922,2000,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,166.4
923,2000,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,135.9
924,2001,MONAT01,Januar,WZ08-55,Beherbergung,96.4
925,2001,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",97.5
926,2001,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,82.4
927,2001,MONAT01,Januar,WZ08-553,Campingplätze,67.5
928,2001,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,72.9
929,2001,MONAT01,Januar,WZ08-56,Gastronomie,128.2
930,2001,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",132.2
931,2001,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.5
932,2001,MONAT01,Januar,WZ08-563,Ausschank von Getränken,164.8
933,2001,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,136.6
934,2001,MONAT01,Januar,WZ08-55-01,Gastgewerbe,115.3
935,2001,MONAT02,Februar,WZ08-55,Beherbergung,95.1
936,2001,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",96.2
937,2001,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,84.4
938,2001,MONAT02,Februar,WZ08-553,Campingplätze,57.8
939,2001,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,76.2
940,2001,MONAT02,Februar,WZ08-56,Gastronomie,126.7
941,2001,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",130.1
942,2001,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.7
943,2001,MONAT02,Februar,WZ08-563,Ausschank von Getränken,166.6
944,2001,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,135.2
945,2001,MONAT02,Februar,WZ08-55-01,Gastgewerbe,114.0
946,2001,MONAT03,März,WZ08-55,Beherbergung,111.7
947,2001,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.6
948,2001,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,89.4
949,2001,MONAT03,März,WZ08-553,Campingplätze,64.5
950,2001,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,67.7
951,2001,MONAT03,März,WZ08-56,Gastronomie,140.7
952,2001,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",145.1
953,2001,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.2
954,2001,MONAT03,März,WZ08-563,Ausschank von Getränken,180.7
955,2001,MONAT03,März,WZ08-561-01,Gaststättengewerbe,150.0
956,2001,MONAT03,März,WZ08-55-01,Gastgewerbe,129.0
957,2001,MONAT04,April,WZ08-55,Beherbergung,113.2
958,2001,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.1
959,2001,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,120.8
960,2001,MONAT04,April,WZ08-553,Campingplätze,137.0
961,2001,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,102.6
962,2001,MONAT04,April,WZ08-56,Gastronomie,142.9
963,2001,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",151.7
964,2001,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.8
965,2001,MONAT04,April,WZ08-563,Ausschank von Getränken,176.3
966,2001,MONAT04,April,WZ08-561-01,Gaststättengewerbe,155.1
967,2001,MONAT04,April,WZ08-55-01,Gastgewerbe,130.9
968,2001,MONAT05,Mai,WZ08-55,Beherbergung,137.2
969,2001,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",137.2
970,2001,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,138.5
971,2001,MONAT05,Mai,WZ08-553,Campingplätze,113.6
972,2001,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,120.6
973,2001,MONAT05,Mai,WZ08-56,Gastronomie,155.7
974,2001,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",165.9
975,2001,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.8
976,2001,MONAT05,Mai,WZ08-563,Ausschank von Getränken,186.7
977,2001,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,168.5
978,2001,MONAT05,Mai,WZ08-55-01,Gastgewerbe,148.3
979,2001,MONAT06,Juni,WZ08-55,Beherbergung,132.0
980,2001,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",130.7
981,2001,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,156.0
982,2001,MONAT06,Juni,WZ08-553,Campingplätze,109.6
983,2001,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,149.5
984,2001,MONAT06,Juni,WZ08-56,Gastronomie,152.6
985,2001,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",162.8
986,2001,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.2
987,2001,MONAT06,Juni,WZ08-563,Ausschank von Getränken,182.6
988,2001,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,165.4
989,2001,MONAT06,Juni,WZ08-55-01,Gastgewerbe,144.4
990,2001,MONAT07,Juli,WZ08-55,Beherbergung,130.3
991,2001,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",126.7
992,2001,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,173.6
993,2001,MONAT07,Juli,WZ08-553,Campingplätze,159.8
994,2001,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,192.8
995,2001,MONAT07,Juli,WZ08-56,Gastronomie,155.9
996,2001,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.3
997,2001,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.4
998,2001,MONAT07,Juli,WZ08-563,Ausschank von Getränken,190.1
999,2001,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,169.5
1000,2001,MONAT07,Juli,WZ08-55-01,Gastgewerbe,145.5
1001,2001,MONAT08,August,WZ08-55,Beherbergung,132.5
1002,2001,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",129.3
1003,2001,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,174.7
1004,2001,MONAT08,August,WZ08-553,Campingplätze,146.6
1005,2001,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,188.6
1006,2001,MONAT08,August,WZ08-56,Gastronomie,154.7
1007,2001,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",167.4
1008,2001,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.1
1009,2001,MONAT08,August,WZ08-563,Ausschank von Getränken,177.9
1010,2001,MONAT08,August,WZ08-561-01,Gaststättengewerbe,168.7
1011,2001,MONAT08,August,WZ08-55-01,Gastgewerbe,145.8
1012,2001,MONAT09,September,WZ08-55,Beherbergung,143.4
1013,2001,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",142.9
1014,2001,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,161.6
1015,2001,MONAT09,September,WZ08-553,Campingplätze,89.0
1016,2001,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,141.3
1017,2001,MONAT09,September,WZ08-56,Gastronomie,147.5
1018,2001,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",155.7
1019,2001,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.7
1020,2001,MONAT09,September,WZ08-563,Ausschank von Getränken,175.8
1021,2001,MONAT09,September,WZ08-561-01,Gaststättengewerbe,158.3
1022,2001,MONAT09,September,WZ08-55-01,Gastgewerbe,145.9
1023,2001,MONAT10,Oktober,WZ08-55,Beherbergung,135.2
1024,2001,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",135.8
1025,2001,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,140.2
1026,2001,MONAT10,Oktober,WZ08-553,Campingplätze,74.6
1027,2001,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,103.4
1028,2001,MONAT10,Oktober,WZ08-56,Gastronomie,150.2
1029,2001,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",159.1
1030,2001,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.7
1031,2001,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,184.3
1032,2001,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,162.5
1033,2001,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,144.2
1034,2001,MONAT11,November,WZ08-55,Beherbergung,108.1
1035,2001,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.9
1036,2001,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.8
1037,2001,MONAT11,November,WZ08-553,Campingplätze,45.4
1038,2001,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,56.2
1039,2001,MONAT11,November,WZ08-56,Gastronomie,138.5
1040,2001,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",143.7
1041,2001,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.6
1042,2001,MONAT11,November,WZ08-563,Ausschank von Getränken,176.8
1043,2001,MONAT11,November,WZ08-561-01,Gaststättengewerbe,148.3
1044,2001,MONAT11,November,WZ08-55-01,Gastgewerbe,126.3
1045,2001,MONAT12,Dezember,WZ08-55,Beherbergung,105.3
1046,2001,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.0
1047,2001,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,70.1
1048,2001,MONAT12,Dezember,WZ08-553,Campingplätze,41.3
1049,2001,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,74.4
1050,2001,MONAT12,Dezember,WZ08-56,Gastronomie,153.0
1051,2001,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",162.9
1052,2001,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.5
1053,2001,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,199.3
1054,2001,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,167.8
1055,2001,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,133.5
1056,2002,MONAT01,Januar,WZ08-55,Beherbergung,91.7
1057,2002,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.6
1058,2002,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.5
1059,2002,MONAT01,Januar,WZ08-553,Campingplätze,68.7
1060,2002,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,67.9
1061,2002,MONAT01,Januar,WZ08-56,Gastronomie,121.5
1062,2002,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",125.3
1063,2002,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.1
1064,2002,MONAT01,Januar,WZ08-563,Ausschank von Getränken,159.1
1065,2002,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,130.0
1066,2002,MONAT01,Januar,WZ08-55-01,Gastgewerbe,109.5
1067,2002,MONAT02,Februar,WZ08-55,Beherbergung,92.5
1068,2002,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.7
1069,2002,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,77.2
1070,2002,MONAT02,Februar,WZ08-553,Campingplätze,65.2
1071,2002,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,64.5
1072,2002,MONAT02,Februar,WZ08-56,Gastronomie,118.1
1073,2002,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",120.8
1074,2002,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.4
1075,2002,MONAT02,Februar,WZ08-563,Ausschank von Getränken,155.4
1076,2002,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,125.6
1077,2002,MONAT02,Februar,WZ08-55-01,Gastgewerbe,107.8
1078,2002,MONAT03,März,WZ08-55,Beherbergung,104.7
1079,2002,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.1
1080,2002,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,98.9
1081,2002,MONAT03,März,WZ08-553,Campingplätze,85.3
1082,2002,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,79.0
1083,2002,MONAT03,März,WZ08-56,Gastronomie,134.4
1084,2002,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",140.2
1085,2002,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.3
1086,2002,MONAT03,März,WZ08-563,Ausschank von Getränken,172.7
1087,2002,MONAT03,März,WZ08-561-01,Gaststättengewerbe,144.6
1088,2002,MONAT03,März,WZ08-55-01,Gastgewerbe,122.4
1089,2002,MONAT04,April,WZ08-55,Beherbergung,111.5
1090,2002,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.1
1091,2002,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,108.3
1092,2002,MONAT04,April,WZ08-553,Campingplätze,138.4
1093,2002,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,78.1
1094,2002,MONAT04,April,WZ08-56,Gastronomie,133.6
1095,2002,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",139.1
1096,2002,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.8
1097,2002,MONAT04,April,WZ08-563,Ausschank von Getränken,166.3
1098,2002,MONAT04,April,WZ08-561-01,Gaststättengewerbe,142.7
1099,2002,MONAT04,April,WZ08-55-01,Gastgewerbe,124.7
1100,2002,MONAT05,Mai,WZ08-55,Beherbergung,123.8
1101,2002,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",122.6
1102,2002,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,140.6
1103,2002,MONAT05,Mai,WZ08-553,Campingplätze,121.6
1104,2002,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,125.4
1105,2002,MONAT05,Mai,WZ08-56,Gastronomie,142.9
1106,2002,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",152.8
1107,2002,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.4
1108,2002,MONAT05,Mai,WZ08-563,Ausschank von Getränken,175.6
1109,2002,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,155.8
1110,2002,MONAT05,Mai,WZ08-55-01,Gastgewerbe,135.3
1111,2002,MONAT06,Juni,WZ08-55,Beherbergung,124.6
1112,2002,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",123.1
