ID,Jahr,Monatscode,Monat,Gastro_Id,Gastro_Description,Umsatz in millionen
1900,2008,MONAT05,Mai,WZ08-563,Ausschank von Getränken,142.8
1901,2008,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,124.2
1902,2008,MONAT05,Mai,WZ08-55-01,Gastgewerbe,118.5
1903,2008,MONAT06,Juni,WZ08-55,Beherbergung,113.3
1904,2008,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.0
1905,2008,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,131.5
1906,2008,MONAT06,Juni,WZ08-553,Campingplätze,121.2
1907,2008,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,103.2
1908,2008,MONAT06,Juni,WZ08-56,Gastronomie,112.2
1909,2008,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",113.0
1910,2008,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.1
1911,2008,MONAT06,Juni,WZ08-563,Ausschank von Getränken,126.5
1912,2008,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,114.8
1913,2008,MONAT06,Juni,WZ08-55-01,Gastgewerbe,112.9
1914,2008,MONAT07,Juli,WZ08-55,Beherbergung,111.2
1915,2008,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.0
1916,2008,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,147.7
1917,2008,MONAT07,Juli,WZ08-553,Campingplätze,176.9
1918,2008,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,106.4
1919,2008,MONAT07,Juli,WZ08-56,Gastronomie,115.6
1920,2008,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",119.9
1921,2008,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.9
1922,2008,MONAT07,Juli,WZ08-563,Ausschank von Getränken,128.0
1923,2008,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,120.9
1924,2008,MONAT07,Juli,WZ08-55-01,Gastgewerbe,114.0
1925,2008,MONAT08,August,WZ08-55,Beherbergung,113.2
1926,2008,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.9
1927,2008,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,151.8
1928,2008,MONAT08,August,WZ08-553,Campingplätze,181.3
1929,2008,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,90.6
1930,2008,MONAT08,August,WZ08-56,Gastronomie,116.6
1931,2008,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",121.9
1932,2008,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.2
1933,2008,MONAT08,August,WZ08-563,Ausschank von Getränken,135.7
1934,2008,MONAT08,August,WZ08-561-01,Gaststättengewerbe,123.7
1935,2008,MONAT08,August,WZ08-55-01,Gastgewerbe,115.3
1936,2008,MONAT09,September,WZ08-55,Beherbergung,123.5
1937,2008,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",122.6
1938,2008,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,133.5
1939,2008,MONAT09,September,WZ08-553,Campingplätze,143.2
1940,2008,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,87.1
1941,2008,MONAT09,September,WZ08-56,Gastronomie,111.7
1942,2008,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.3
1943,2008,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.1
1944,2008,MONAT09,September,WZ08-563,Ausschank von Getränken,126.4
1945,2008,MONAT09,September,WZ08-561-01,Gaststättengewerbe,114.1
1946,2008,MONAT09,September,WZ08-55-01,Gastgewerbe,116.7
1947,2008,MONAT10,Oktober,WZ08-55,Beherbergung,115.1
1948,2008,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",115.0
1949,2008,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,121.3
1950,2008,MONAT10,Oktober,WZ08-553,Campingplätze,90.4
1951,2008,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,99.5
1952,2008,MONAT10,Oktober,WZ08-56,Gastronomie,111.7
1953,2008,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",112.1
1954,2008,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.5
1955,2008,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,133.8
1956,2008,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,114.9
1957,2008,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,113.2
1958,2008,MONAT11,November,WZ08-55,Beherbergung,91.3
1959,2008,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.8
1960,2008,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.9
1961,2008,MONAT11,November,WZ08-553,Campingplätze,40.6
1962,2008,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,96.8
1963,2008,MONAT11,November,WZ08-56,Gastronomie,103.8
1964,2008,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",102.8
1965,2008,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.2
1966,2008,MONAT11,November,WZ08-563,Ausschank von Getränken,124.3
1967,2008,MONAT11,November,WZ08-561-01,Gaststättengewerbe,105.8
1968,2008,MONAT11,November,WZ08-55-01,Gastgewerbe,98.8
1969,2008,MONAT12,Dezember,WZ08-55,Beherbergung,91.3
1970,2008,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.2
1971,2008,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,67.8
1972,2008,MONAT12,Dezember,WZ08-553,Campingplätze,40.2
1973,2008,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,94.0
1974,2008,MONAT12,Dezember,WZ08-56,Gastronomie,113.8
1975,2008,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",115.4
1976,2008,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.5
1977,2008,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,142.0
1978,2008,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,119.1
1979,2008,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,104.7
1980,2009,MONAT01,Januar,WZ08-55,Beherbergung,71.5
1981,2009,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",70.6
1982,2009,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,66.2
1983,2009,MONAT01,Januar,WZ08-553,Campingplätze,120.3
1984,2009,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,105.9
1985,2009,MONAT01,Januar,WZ08-56,Gastronomie,88.3
1986,2009,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",88.2
1987,2009,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,80.6
1988,2009,MONAT01,Januar,WZ08-563,Ausschank von Getränken,106.7
1989,2009,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,90.4
1990,2009,MONAT01,Januar,WZ08-55-01,Gastgewerbe,82.1
1991,2009,MONAT02,Februar,WZ08-55,Beherbergung,74.3
1992,2009,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",74.5
1993,2009,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,70.1
1994,2009,MONAT02,Februar,WZ08-553,Campingplätze,60.9
1995,2009,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,95.4
1996,2009,MONAT02,Februar,WZ08-56,Gastronomie,86.2
1997,2009,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",85.5
1998,2009,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,81.0
1999,2009,MONAT02,Februar,WZ08-563,Ausschank von Getränken,105.1
2000,2009,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,87.9
2001,2009,MONAT02,Februar,WZ08-55-01,Gastgewerbe,81.8
2002,2009,MONAT03,März,WZ08-55,Beherbergung,84.5
2003,2009,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",84.5
2004,2009,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,76.9
2005,2009,MONAT03,März,WZ08-553,Campingplätze,104.5
2006,2009,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,99.4
2007,2009,MONAT03,März,WZ08-56,Gastronomie,95.3
2008,2009,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",96.1
2009,2009,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,88.6
2010,2009,MONAT03,März,WZ08-563,Ausschank von Getränken,107.5
2011,2009,MONAT03,März,WZ08-561-01,Gaststättengewerbe,97.5
2012,2009,MONAT03,März,WZ08-55-01,Gastgewerbe,91.3
2013,2009,MONAT04,April,WZ08-55,Beherbergung,87.9
2014,2009,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.3
2015,2009,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,96.0
2016,2009,MONAT04,April,WZ08-553,Campingplätze,134.4
2017,2009,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,104.6
2018,2009,MONAT04,April,WZ08-56,Gastronomie,102.0
2019,2009,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",104.9
2020,2009,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,84.0
2021,2009,MONAT04,April,WZ08-563,Ausschank von Getränken,115.8
2022,2009,MONAT04,April,WZ08-561-01,Gaststättengewerbe,106.4
2023,2009,MONAT04,April,WZ08-55-01,Gastgewerbe,96.8
2024,2009,MONAT05,Mai,WZ08-55,Beherbergung,105.7
2025,2009,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.7
2026,2009,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,119.8
2027,2009,MONAT05,Mai,WZ08-553,Campingplätze,123.3
2028,2009,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,106.9
2029,2009,MONAT05,Mai,WZ08-56,Gastronomie,110.7
2030,2009,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.0
2031,2009,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.3
2032,2009,MONAT05,Mai,WZ08-563,Ausschank von Getränken,126.0
2033,2009,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,115.6
2034,2009,MONAT05,Mai,WZ08-55-01,Gastgewerbe,108.9
2035,2009,MONAT06,Juni,WZ08-55,Beherbergung,102.4
2036,2009,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.0
2037,2009,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,128.9
2038,2009,MONAT06,Juni,WZ08-553,Campingplätze,133.8
2039,2009,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,108.1
2040,2009,MONAT06,Juni,WZ08-56,Gastronomie,104.7
2041,2009,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.2
2042,2009,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.4
2043,2009,MONAT06,Juni,WZ08-563,Ausschank von Getränken,112.6
2044,2009,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,108.1
2045,2009,MONAT06,Juni,WZ08-55-01,Gastgewerbe,103.8
2046,2009,MONAT07,Juli,WZ08-55,Beherbergung,105.4
2047,2009,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",101.0
2048,2009,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,148.5
2049,2009,MONAT07,Juli,WZ08-553,Campingplätze,189.2
2050,2009,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,108.1
2051,2009,MONAT07,Juli,WZ08-56,Gastronomie,110.6
2052,2009,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.8
2053,2009,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.3
2054,2009,MONAT07,Juli,WZ08-563,Ausschank von Getränken,117.2
2055,2009,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,115.4
2056,2009,MONAT07,Juli,WZ08-55-01,Gastgewerbe,108.7
2057,2009,MONAT08,August,WZ08-55,Beherbergung,108.0
2058,2009,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",103.8
2059,2009,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,151.0
2060,2009,MONAT08,August,WZ08-553,Campingplätze,195.9
2061,2009,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,94.3
2062,2009,MONAT08,August,WZ08-56,Gastronomie,111.4
2063,2009,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",116.2
2064,2009,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,85.1
2065,2009,MONAT08,August,WZ08-563,Ausschank von Getränken,124.2
2066,2009,MONAT08,August,WZ08-561-01,Gaststättengewerbe,117.4
2067,2009,MONAT08,August,WZ08-55-01,Gastgewerbe,110.1
2068,2009,MONAT09,September,WZ08-55,Beherbergung,113.2
2069,2009,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",112.3
2070,2009,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,130.6
2071,2009,MONAT09,September,WZ08-553,Campingplätze,111.4
2072,2009,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,99.3
2073,2009,MONAT09,September,WZ08-56,Gastronomie,105.2
2074,2009,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.9
2075,2009,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.7
2076,2009,MONAT09,September,WZ08-563,Ausschank von Getränken,118.7
2077,2009,MONAT09,September,WZ08-561-01,Gaststättengewerbe,108.6
2078,2009,MONAT09,September,WZ08-55-01,Gastgewerbe,108.1
2079,2009,MONAT10,Oktober,WZ08-55,Beherbergung,105.5
2080,2009,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.0
2081,2009,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,116.9
2082,2009,MONAT10,Oktober,WZ08-553,Campingplätze,87.0
2083,2009,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,112.3
2084,2009,MONAT10,Oktober,WZ08-56,Gastronomie,103.2
2085,2009,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",104.3
2086,2009,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,91.7
2087,2009,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,120.2
2088,2009,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,106.5
2089,2009,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,104.0
2090,2009,MONAT11,November,WZ08-55,Beherbergung,85.0
2091,2009,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",86.6
2092,2009,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,68.2
2093,2009,MONAT11,November,WZ08-553,Campingplätze,43.0
2094,2009,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,109.6
2095,2009,MONAT11,November,WZ08-56,Gastronomie,94.7
2096,2009,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",94.3
2097,2009,MONAT11,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.6
2098,2009,MONAT11,November,WZ08-563,Ausschank von Getränken,109.8
2099,2009,MONAT11,November,WZ08-561-01,Gaststättengewerbe,96.4
2100,2009,MONAT11,November,WZ08-55-01,Gastgewerbe,91.2
2101,2009,MONAT12,Dezember,WZ08-55,Beherbergung,87.6
2102,2009,MONAT12,Dezember,WZ08-551,"Hotels, Gasthöfe und Pensionen",89.9
2103,2009,MONAT12,Dezember,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,61.1
2104,2009,MONAT12,Dezember,WZ08-553,Campingplätze,51.5
2105,2009,MONAT12,Dezember,WZ08-559,Sonstige Beherbergungsstätten,102.2
2106,2009,MONAT12,Dezember,WZ08-56,Gastronomie,106.5
2107,2009,MONAT12,Dezember,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.6
2108,2009,MONAT12,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.8
2109,2009,MONAT12,Dezember,WZ08-563,Ausschank von Getränken,130.7
2110,2009,MONAT12,Dezember,WZ08-561-01,Gaststättengewerbe,110.6
2111,2009,MONAT12,Dezember,WZ08-55-01,Gastgewerbe,99.6
2112,2010,MONAT01,Januar,WZ08-55,Beherbergung,69.3
2113,2010,MONAT01,Januar,WZ08-551,"Hotels, Gasthöfe und Pensionen",68.9
2114,2010,MONAT01,Januar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,59.0
2115,2010,MONAT01,Januar,WZ08-553,Campingplätze,103.4
2116,2010,MONAT01,Januar,WZ08-559,Sonstige Beherbergungsstätten,94.2
2117,2010,MONAT01,Januar,WZ08-56,Gastronomie,83.6
2118,2010,MONAT01,Januar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",83.3
2119,2010,MONAT01,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,79.8
2120,2010,MONAT01,Januar,WZ08-563,Ausschank von Getränken,96.8
2121,2010,MONAT01,Januar,WZ08-561-01,Gaststättengewerbe,84.8
2122,2010,MONAT01,Januar,WZ08-55-01,Gastgewerbe,78.1
2123,2010,MONAT02,Februar,WZ08-55,Beherbergung,73.1
2124,2010,MONAT02,Februar,WZ08-551,"Hotels, Gasthöfe und Pensionen",73.7
2125,2010,MONAT02,Februar,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,65.2
2126,2010,MONAT02,Februar,WZ08-553,Campingplätze,56.1
2127,2010,MONAT02,Februar,WZ08-559,Sonstige Beherbergungsstätten,88.9
2128,2010,MONAT02,Februar,WZ08-56,Gastronomie,83.7
2129,2010,MONAT02,Februar,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",82.4
2130,2010,MONAT02,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,82.7
2131,2010,MONAT02,Februar,WZ08-563,Ausschank von Getränken,97.0
2132,2010,MONAT02,Februar,WZ08-561-01,Gaststättengewerbe,84.0
2133,2010,MONAT02,Februar,WZ08-55-01,Gastgewerbe,79.7
2134,2010,MONAT03,März,WZ08-55,Beherbergung,83.0
2135,2010,MONAT03,März,WZ08-551,"Hotels, Gasthöfe und Pensionen",83.1
2136,2010,MONAT03,März,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,75.3
2137,2010,MONAT03,März,WZ08-553,Campingplätze,100.4
2138,2010,MONAT03,März,WZ08-559,Sonstige Beherbergungsstätten,96.5
2139,2010,MONAT03,März,WZ08-56,Gastronomie,95.1
2140,2010,MONAT03,März,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.0
2141,2010,MONAT03,März,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.1
2142,2010,MONAT03,März,WZ08-563,Ausschank von Getränken,100.7
2143,2010,MONAT03,März,WZ08-561-01,Gaststättengewerbe,95.8
2144,2010,MONAT03,März,WZ08-55-01,Gastgewerbe,90.4
2145,2010,MONAT04,April,WZ08-55,Beherbergung,91.1
2146,2010,MONAT04,April,WZ08-551,"Hotels, Gasthöfe und Pensionen",90.5
2147,2010,MONAT04,April,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.4
2148,2010,MONAT04,April,WZ08-553,Campingplätze,121.2
2149,2010,MONAT04,April,WZ08-559,Sonstige Beherbergungsstätten,97.5
2150,2010,MONAT04,April,WZ08-56,Gastronomie,98.2
2151,2010,MONAT04,April,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",100.0
2152,2010,MONAT04,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,86.7
2153,2010,MONAT04,April,WZ08-563,Ausschank von Getränken,112.7
2154,2010,MONAT04,April,WZ08-561-01,Gaststättengewerbe,101.5
2155,2010,MONAT04,April,WZ08-55-01,Gastgewerbe,95.5
2156,2010,MONAT05,Mai,WZ08-55,Beherbergung,101.7
2157,2010,MONAT05,Mai,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.6
2158,2010,MONAT05,Mai,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,114.2
2159,2010,MONAT05,Mai,WZ08-553,Campingplätze,112.0
2160,2010,MONAT05,Mai,WZ08-559,Sonstige Beherbergungsstätten,101.8
2161,2010,MONAT05,Mai,WZ08-56,Gastronomie,104.0
2162,2010,MONAT05,Mai,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.5
2163,2010,MONAT05,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,89.5
2164,2010,MONAT05,Mai,WZ08-563,Ausschank von Getränken,120.5
2165,2010,MONAT05,Mai,WZ08-561-01,Gaststättengewerbe,108.2
2166,2010,MONAT05,Mai,WZ08-55-01,Gastgewerbe,103.1
2167,2010,MONAT06,Juni,WZ08-55,Beherbergung,103.7
2168,2010,MONAT06,Juni,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.0
2169,2010,MONAT06,Juni,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,123.7
2170,2010,MONAT06,Juni,WZ08-553,Campingplätze,122.0
2171,2010,MONAT06,Juni,WZ08-559,Sonstige Beherbergungsstätten,108.2
2172,2010,MONAT06,Juni,WZ08-56,Gastronomie,102.7
2173,2010,MONAT06,Juni,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",103.8
2174,2010,MONAT06,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.3
2175,2010,MONAT06,Juni,WZ08-563,Ausschank von Getränken,109.6
2176,2010,MONAT06,Juni,WZ08-561-01,Gaststättengewerbe,104.6
2177,2010,MONAT06,Juni,WZ08-55-01,Gastgewerbe,103.1
2178,2010,MONAT07,Juli,WZ08-55,Beherbergung,108.0
2179,2010,MONAT07,Juli,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.6
2180,2010,MONAT07,Juli,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,163.2
2181,2010,MONAT07,Juli,WZ08-553,Campingplätze,206.1
2182,2010,MONAT07,Juli,WZ08-559,Sonstige Beherbergungsstätten,101.8
2183,2010,MONAT07,Juli,WZ08-56,Gastronomie,109.5
2184,2010,MONAT07,Juli,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",114.0
2185,2010,MONAT07,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.8
2186,2010,MONAT07,Juli,WZ08-563,Ausschank von Getränken,119.6
2187,2010,MONAT07,Juli,WZ08-561-01,Gaststättengewerbe,114.8
2188,2010,MONAT07,Juli,WZ08-55-01,Gastgewerbe,108.9
2189,2010,MONAT08,August,WZ08-55,Beherbergung,106.8
2190,2010,MONAT08,August,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.3
2191,2010,MONAT08,August,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,154.8
2192,2010,MONAT08,August,WZ08-553,Campingplätze,182.8
2193,2010,MONAT08,August,WZ08-559,Sonstige Beherbergungsstätten,94.7
2194,2010,MONAT08,August,WZ08-56,Gastronomie,106.8
2195,2010,MONAT08,August,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",111.7
2196,2010,MONAT08,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,87.5
2197,2010,MONAT08,August,WZ08-563,Ausschank von Getränken,116.4
2198,2010,MONAT08,August,WZ08-561-01,Gaststättengewerbe,112.4
2199,2010,MONAT08,August,WZ08-55-01,Gastgewerbe,106.8
2200,2010,MONAT09,September,WZ08-55,Beherbergung,116.8
2201,2010,MONAT09,September,WZ08-551,"Hotels, Gasthöfe und Pensionen",116.9
2202,2010,MONAT09,September,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,124.6
2203,2010,MONAT09,September,WZ08-553,Campingplätze,93.5
2204,2010,MONAT09,September,WZ08-559,Sonstige Beherbergungsstätten,98.5
2205,2010,MONAT09,September,WZ08-56,Gastronomie,105.4
2206,2010,MONAT09,September,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",106.6
2207,2010,MONAT09,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.7
2208,2010,MONAT09,September,WZ08-563,Ausschank von Getränken,117.8
2209,2010,MONAT09,September,WZ08-561-01,Gaststättengewerbe,107.9
2210,2010,MONAT09,September,WZ08-55-01,Gastgewerbe,109.8
2211,2010,MONAT10,Oktober,WZ08-55,Beherbergung,110.3
2212,2010,MONAT10,Oktober,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.9
2213,2010,MONAT10,Oktober,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,113.3
2214,2010,MONAT10,Oktober,WZ08-553,Campingplätze,73.1
2215,2010,MONAT10,Oktober,WZ08-559,Sonstige Beherbergungsstätten,105.8
2216,2010,MONAT10,Oktober,WZ08-56,Gastronomie,105.7
2217,2010,MONAT10,Oktober,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",107.3
2218,2010,MONAT10,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.0
2219,2010,MONAT10,Oktober,WZ08-563,Ausschank von Getränken,121.5
2220,2010,MONAT10,Oktober,WZ08-561-01,Gaststättengewerbe,109.0
2221,2010,MONAT10,Oktober,WZ08-55-01,Gastgewerbe,107.5
2222,2010,MONAT11,November,WZ08-55,Beherbergung,88.8
2223,2010,MONAT11,November,WZ08-551,"Hotels, Gasthöfe und Pensionen",91.3
2224,2010,MONAT11,November,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,63.8
2225,2010,MONAT11,November,WZ08-553,Campingplätze,37.9
2226,2010,MONAT11,November,WZ08-559,Sonstige Beherbergungsstätten,108.3
2227,2010,MONAT11,November,WZ08-56,Gastronomie,95.6
2228,2010,MONAT11,November,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",95.2
