,MESS_DATUM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
6687,1958-04-23,0.0,0,11.6,0,1.0,7.1,1007.1,9.4,62.0,13.4,2.5,-2.3
6688,1958-04-24,0.0,0,11.8,0,2.7,7.1,1006.2,13.8,46.0,18.1,6.3,0.5
6689,1958-04-25,5.6,1,0.4,0,5.7,8.7,1003.2,9.6,72.0,16.2,8.0,9.3
6690,1958-04-26,19.9,1,0.0,0,8.0,10.3,995.9,8.8,90.0,10.3,6.8,4.0
6691,1958-04-27,2.3,1,4.2,0,6.7,7.6,997.1,6.8,76.0,9.8,4.2,4.3
6692,1958-04-28,2.7,1,3.8,0,6.0,8.3,1003.4,8.1,77.0,11.1,3.5,1.6
6693,1958-04-29,0.0,0,2.9,0,5.0,9.1,1014.2,10.6,72.0,14.8,5.9,4.3
6694,1958-04-30,0.0,0,3.8,0,4.3,10.3,1020.3,12.5,72.0,16.5,6.7,2.1
6695,1958-05-01,0.0,0,12.6,0,0.3,11.2,1020.6,15.1,65.0,20.0,6.8,1.8
6696,1958-05-02,0.0,0,10.9,0,0.7,10.8,1013.2,16.3,62.0,21.2,8.7,4.5
6697,1958-05-03,0.0,0,8.5,0,3.3,7.2,1011.1,8.7,63.0,16.5,6.9,6.1
6698,1958-05-04,0.0,0,12.8,0,1.7,6.8,1011.2,10.4,56.0,14.1,2.7,-1.8
6699,1958-05-05,6.8,1,7.9,0,6.7,9.5,1003.0,16.4,52.0,23.7,8.5,2.5
6700,1958-05-06,11.1,1,0.7,0,8.0,13.7,1000.7,14.1,84.0,16.9,12.9,12.4
6701,1958-05-07,2.8,1,2.8,0,4.3,11.6,1007.2,14.3,72.0,16.4,10.4,8.3
6702,1958-05-08,2.4,1,4.2,0,7.7,15.7,1004.3,17.0,81.0,22.3,13.9,10.5
6703,1958-05-09,5.7,1,4.9,0,6.0,15.3,1005.0,17.2,75.0,21.3,15.2,13.1
6704,1958-05-10,4.8,1,3.8,0,6.7,14.8,1002.0,17.4,76.0,20.2,14.3,13.5
6705,1958-05-11,2.1,1,0.1,0,8.0,11.9,1001.0,12.3,79.0,17.5,10.9,13.1
6706,1958-05-12,0.0,0,3.4,0,6.0,10.3,1002.2,12.3,71.0,14.7,9.8,8.5
6707,1958-05-13,0.0,0,9.7,0,2.0,8.5,1007.8,13.2,58.0,17.3,7.9,6.3
6708,1958-05-14,3.5,1,2.9,0,6.7,12.5,998.8,15.9,69.0,18.7,11.3,9.0
6709,1958-05-15,3.5,1,0.3,0,7.7,11.5,995.0,12.0,82.0,15.9,10.5,9.6
6710,1958-05-16,5.5,1,0.6,0,7.7,10.5,985.1,9.4,87.0,12.0,8.5,8.5
6711,1958-05-17,0.2,1,4.9,0,7.0,8.5,1007.4,10.8,68.0,14.0,5.7,4.8
6712,1958-05-18,2.7,1,0.1,0,8.0,13.2,1007.9,13.3,87.0,14.7,9.8,9.2
6713,1958-05-19,0.0,0,4.0,0,5.7,13.9,1010.2,15.0,82.0,18.8,12.4,11.4
6714,1958-05-20,9.7,1,10.0,0,3.7,14.3,1001.9,18.2,67.0,24.9,12.2,7.8
6715,1958-05-21,2.7,1,1.8,0,6.0,10.1,1005.9,11.8,73.0,15.1,10.7,9.8
6716,1958-05-22,0.0,0,10.5,0,4.3,9.1,1007.5,14.6,56.0,17.7,9.2,7.8
6717,1958-05-23,0.0,0,5.7,0,4.7,11.1,1000.2,17.2,56.0,21.0,11.2,7.5
6718,1958-05-24,12.3,1,2.8,0,5.7,14.0,1000.0,15.0,79.0,19.2,12.7,9.8
6719,1958-05-25,24.4,1,2.4,0,7.7,13.2,1001.9,14.8,79.0,17.6,11.4,10.9
6720,1958-05-26,0.0,1,8.0,0,3.7,11.3,1003.5,14.7,69.0,18.4,11.9,11.5
6721,1958-05-27,4.3,1,2.2,0,7.0,10.9,1007.6,14.1,67.0,17.4,9.3,7.1
6722,1958-05-28,4.1,1,1.6,0,4.7,12.3,1007.8,11.7,88.0,15.0,10.4,9.7
6723,1958-05-29,0.0,0,10.0,0,2.0,11.3,1007.6,16.2,63.0,21.1,8.3,5.8
6724,1958-05-30,6.8,1,2.4,0,5.0,13.3,1002.3,13.8,81.0,20.7,12.2,10.2
6725,1958-05-31,0.0,0,13.5,0,1.0,11.5,1006.6,17.0,60.0,21.9,9.2,6.3
6726,1958-06-01,0.0,0,13.8,0,1.3,13.2,1005.2,20.6,56.0,25.9,11.9,9.5
6727,1958-06-02,0.0,1,11.2,0,3.7,13.3,1003.1,23.6,46.0,29.1,15.5,11.1
6728,1958-06-03,0.6,1,0.5,0,7.7,13.1,1007.5,16.2,70.0,22.5,15.6,15.5
6729,1958-06-04,5.1,1,0.6,0,7.7,12.7,1008.2,12.9,84.0,15.7,12.0,12.2
6730,1958-06-05,0.0,0,6.9,0,4.0,12.8,1007.5,16.6,70.0,20.9,11.7,10.8
6731,1958-06-06,0.0,0,9.4,0,4.3,12.8,1005.1,16.4,71.0,20.4,11.2,9.1
6732,1958-06-07,1.5,1,5.3,0,6.0,13.6,1005.5,18.8,62.0,23.1,12.3,9.4
6733,1958-06-08,0.8,1,4.6,0,6.7,12.9,1007.1,15.0,76.0,18.7,12.9,12.4
6734,1958-06-09,0.0,0,1.0,0,7.7,12.5,1004.4,14.4,76.0,17.2,12.4,11.1
6735,1958-06-10,0.0,0,7.0,0,5.0,9.7,1003.5,11.7,70.0,15.7,9.8,10.0
6736,1958-06-11,0.0,0,11.1,0,3.3,9.1,1008.2,13.1,60.0,17.1,5.9,3.7
6737,1958-06-12,0.0,0,0.9,0,6.7,8.9,1012.3,11.3,66.0,13.5,9.4,9.5
6738,1958-06-13,0.0,0,3.5,0,5.0,9.7,1015.0,12.6,67.0,17.1,7.7,5.0
6739,1958-06-14,0.0,0,7.9,0,3.3,10.9,1015.2,15.7,64.0,20.7,8.5,6.9
6740,1958-06-15,0.0,0,12.7,0,0.7,10.5,1013.4,19.1,48.0,24.6,9.9,6.1
6741,1958-06-16,0.0,0,14.3,0,1.3,11.7,1007.9,21.6,44.0,27.5,13.1,9.5
6742,1958-06-17,6.9,1,7.4,0,5.7,15.2,1003.0,21.0,60.0,27.1,17.6,14.4
6743,1958-06-18,3.7,1,1.7,0,5.7,13.1,1010.4,13.0,86.0,18.1,12.5,12.8
6744,1958-06-19,2.1,1,6.4,0,5.3,10.7,1005.4,16.8,57.0,19.5,8.3,5.7
6745,1958-06-20,20.1,1,0.0,0,8.0,15.3,990.7,14.1,96.0,17.1,12.9,12.3
6746,1958-06-21,5.1,1,0.0,0,8.0,13.9,990.2,13.4,91.0,14.9,11.8,11.4
6747,1958-06-22,6.3,1,8.3,0,6.7,11.6,993.1,14.4,71.0,19.9,10.5,8.3
6748,1958-06-23,0.6,1,5.2,0,4.7,11.3,996.0,14.4,69.0,17.0,11.5,10.0
6749,1958-06-24,1.5,1,3.0,0,7.3,11.5,998.7,14.4,70.0,19.5,11.4,8.7
6750,1958-06-25,0.9,1,5.0,0,6.7,10.7,1002.0,15.6,64.0,19.6,10.1,8.8
6751,1958-06-26,6.0,1,0.9,0,7.7,15.5,988.8,16.6,81.0,20.5,14.0,12.3
6752,1958-06-27,11.2,1,0.0,0,8.0,14.7,988.7,13.8,91.0,16.6,11.8,14.6
6753,1958-06-28,0.0,0,3.1,0,7.7,13.6,999.9,15.9,75.0,18.4,12.9,12.1
6754,1958-06-29,0.0,0,2.3,0,7.7,14.9,1001.1,17.6,76.0,20.2,14.3,13.6
6755,1958-06-30,0.0,0,6.3,0,5.3,15.7,998.8,20.2,68.0,24.0,12.9,10.5
6756,1958-07-01,3.3,1,8.6,0,4.7,18.1,995.9,21.8,69.0,26.3,15.3,11.9
6757,1958-07-02,8.5,1,0.0,0,7.3,16.8,995.8,16.1,91.0,20.7,15.5,15.0
6758,1958-07-03,3.3,1,1.8,0,7.7,15.3,997.9,15.8,85.0,20.9,13.1,10.3
6759,1958-07-04,3.1,1,0.0,0,6.0,15.7,1000.2,16.6,84.0,18.0,14.5,12.6
6760,1958-07-05,0.0,0,4.6,0,4.7,15.6,1003.5,17.8,77.0,21.9,13.5,11.4
6761,1958-07-06,0.0,1,0.1,0,8.0,14.5,1006.8,16.2,80.0,17.7,13.9,13.3
6762,1958-07-07,0.0,1,0.0,0,8.0,13.9,1013.0,15.8,80.0,17.1,12.7,12.5
6763,1958-07-08,0.0,0,0.5,0,8.0,14.4,1016.6,15.8,79.0,18.4,13.5,13.4
6764,1958-07-09,0.0,0,7.1,0,6.7,16.9,1011.0,20.0,73.0,24.2,12.8,9.5
6765,1958-07-10,0.0,0,9.7,0,5.3,17.3,1005.2,21.8,67.0,26.5,16.4,13.7
6766,1958-07-11,33.1,1,9.0,0,6.0,16.5,1002.3,20.9,67.0,25.1,14.9,12.7
6767,1958-07-12,14.5,1,10.6,0,4.7,18.4,1000.4,21.3,74.0,26.7,15.9,13.7
6768,1958-07-13,1.9,1,6.9,0,5.0,19.9,999.2,22.1,73.0,25.9,18.7,16.3
6769,1958-07-14,0.0,0,10.0,0,4.3,13.3,1007.5,16.9,70.0,21.0,13.1,11.7
6770,1958-07-15,1.1,1,7.1,0,4.7,16.0,1004.6,20.8,66.0,23.7,11.8,9.1
6771,1958-07-16,7.2,1,1.9,0,7.3,18.3,999.9,18.6,82.0,23.8,16.5,17.1
6772,1958-07-17,2.2,1,2.9,0,6.7,13.9,1012.2,15.9,78.0,18.2,11.5,11.1
6773,1958-07-18,0.0,0,9.9,0,3.7,13.5,1013.4,17.7,68.0,21.8,13.3,10.7
6774,1958-07-19,0.0,0,11.6,0,2.0,14.9,1007.4,20.4,64.0,25.3,12.3,9.3
6775,1958-07-20,13.1,1,5.1,0,6.3,18.0,999.2,19.6,75.0,26.8,15.5,13.3
6776,1958-07-21,12.5,1,1.2,0,7.3,15.1,995.2,16.2,82.0,18.2,13.9,12.9
6777,1958-07-22,1.1,1,4.8,0,5.0,14.4,988.3,15.0,84.0,19.3,13.9,12.9
6778,1958-07-23,9.5,1,3.6,0,6.7,12.1,993.9,13.0,79.0,16.4,11.4,12.1
6779,1958-07-24,0.1,1,4.4,0,6.0,11.7,1001.6,14.0,74.0,17.7,10.5,8.6
6780,1958-07-25,2.1,1,6.7,0,4.7,11.5,1010.2,16.0,65.0,19.7,12.1,10.2
6781,1958-07-26,1.7,1,1.2,0,6.0,15.7,1003.4,17.5,80.0,20.8,13.5,11.3
6782,1958-07-27,0.0,1,2.5,0,5.7,14.8,1003.8,17.6,74.0,20.5,14.1,12.5
6783,1958-07-28,2.1,1,2.7,0,7.0,18.4,996.7,20.8,75.0,24.7,16.8,15.5
6784,1958-07-29,0.0,0,4.1,0,4.3,15.5,1001.8,18.4,71.0,20.9,17.2,16.3
6785,1958-07-30,0.9,1,2.9,0,4.0,15.2,1007.2,18.4,72.0,21.7,16.3,13.9
6786,1958-07-31,0.0,0,5.4,0,5.0,14.0,1011.8,16.7,74.0,21.7,12.8,10.8
6787,1958-08-01,9.2,1,7.5,0,3.3,16.5,1004.7,19.5,72.0,27.3,12.4,10.2
6788,1958-08-02,1.6,1,8.7,0,4.7,12.3,1009.2,15.4,72.0,19.6,13.2,12.4
6789,1958-08-03,8.5,1,1.6,0,7.3,13.1,1013.6,14.2,81.0,17.5,12.0,9.8
6790,1958-08-04,0.0,0,4.2,0,5.3,13.9,1012.6,17.5,70.0,20.2,11.8,9.3
6791,1958-08-05,5.2,1,10.1,0,4.3,16.0,1006.6,20.2,68.0,23.9,17.0,16.0
6792,1958-08-06,0.0,1,1.9,0,7.7,15.5,1000.6,18.0,73.0,20.5,16.9,15.6
6793,1958-08-07,0.3,1,6.0,0,5.7,12.4,999.2,15.9,69.0,18.9,11.3,9.0
6794,1958-08-08,2.7,1,4.9,0,6.7,14.9,1001.8,16.6,79.0,21.0,13.5,13.0
6795,1958-08-09,0.0,1,1.3,0,6.7,18.7,1006.2,19.7,81.0,22.7,15.5,14.8
6796,1958-08-10,3.7,1,8.9,0,3.7,20.1,1006.8,24.0,69.0,28.5,17.3,14.6
6797,1958-08-11,20.5,1,4.6,0,3.7,20.3,1002.3,22.1,75.0,25.0,18.8,17.0
6798,1958-08-12,12.8,1,3.7,0,5.0,15.5,1000.6,15.8,84.0,21.1,13.9,15.2
6799,1958-08-13,3.6,1,2.8,0,7.0,15.2,1003.1,17.1,78.0,20.4,14.0,12.4
6800,1958-08-14,1.2,1,0.2,0,8.0,18.3,1000.8,17.8,90.0,19.6,14.4,13.1
6801,1958-08-15,7.8,1,1.1,0,7.3,18.7,1003.4,20.0,81.0,22.4,16.3,15.5
6802,1958-08-16,0.3,1,8.0,0,6.7,15.9,1002.4,18.7,74.0,21.2,16.8,15.5
6803,1958-08-17,0.0,0,6.4,0,3.7,14.4,1005.2,17.8,71.0,21.7,13.9,11.8
6804,1958-08-18,0.1,1,8.5,0,2.0,17.7,997.9,22.6,66.0,27.8,15.2,12.6
6805,1958-08-19,20.9,1,4.7,0,5.0,17.7,993.6,20.8,72.0,26.7,18.6,16.2
6806,1958-08-20,4.4,1,3.4,0,5.7,15.7,992.6,17.6,78.0,21.9,15.5,15.0
6807,1958-08-21,4.5,1,2.4,0,7.0,14.4,991.6,17.4,73.0,20.5,14.5,13.0
6808,1958-08-22,0.3,1,3.3,0,4.7,15.3,989.1,17.8,76.0,22.2,14.0,13.2
6809,1958-08-23,5.5,1,3.0,0,6.7,15.6,998.0,16.6,81.0,20.0,15.0,13.9
6810,1958-08-24,2.5,1,6.2,0,7.0,12.3,1002.6,15.6,70.0,19.5,12.6,12.5
6811,1958-08-25,2.9,1,3.7,0,7.3,13.7,997.4,15.6,78.0,19.7,13.1,11.2
6812,1958-08-26,0.1,1,4.6,0,6.0,14.4,1006.3,15.2,83.0,20.0,13.4,12.5
6813,1958-08-27,0.0,0,9.1,0,2.7,13.3,1005.8,18.2,65.0,23.5,12.3,9.8
6814,1958-08-28,0.0,0,12.1,0,1.3,15.9,1001.4,22.8,58.0,28.7,14.7,9.4
6815,1958-08-29,0.0,0,9.3,0,5.3,19.1,1000.2,24.4,62.0,29.6,19.6,14.1
6816,1958-08-30,0.0,0,6.8,0,5.3,22.0,1001.6,24.4,75.0,30.0,18.3,14.9
6817,1958-08-31,0.0,1,6.3,0,1.7,17.2,1001.2,23.2,61.0,28.9,19.4,15.8
6818,1958-09-01,0.0,0,12.0,0,0.7,15.2,1003.9,21.0,63.0,26.9,16.1,13.3
6819,1958-09-02,0.0,0,11.5,0,0.3,14.9,1004.6,20.1,65.0,26.6,15.1,12.0
6820,1958-09-03,0.0,0,11.6,0,0.0,12.1,1007.6,17.7,61.0,22.9,13.5,10.8
6821,1958-09-04,0.0,0,11.5,0,1.3,12.8,1009.9,19.8,57.0,25.9,12.8,10.5
6822,1958-09-05,0.0,0,11.6,0,0.7,12.9,1010.7,20.7,54.0,27.6,14.0,10.4
6823,1958-09-06,0.0,1,10.5,0,0.3,16.5,1007.0,23.4,59.0,30.4,16.0,12.1
6824,1958-09-07,0.0,1,6.8,0,3.7,17.9,1009.2,21.2,71.0,25.5,17.9,16.3
6825,1958-09-08,0.0,1,7.7,0,4.0,14.4,1008.3,18.4,67.0,22.3,17.0,15.2
6826,1958-09-09,1.7,1,0.9,0,8.0,15.1,1007.2,16.1,82.0,18.0,13.9,12.1
6827,1958-09-10,1.7,1,3.2,0,4.3,14.9,1009.8,15.7,83.0,18.9,13.9,13.8
6828,1958-09-11,0.0,0,2.2,0,7.0,13.2,1012.8,15.2,76.0,18.8,12.8,10.5
6829,1958-09-12,0.0,0,2.3,0,7.0,13.1,1014.6,15.4,75.0,18.4,11.7,8.1
6830,1958-09-13,0.0,0,10.9,0,0.7,12.5,1013.9,16.8,69.0,23.9,9.7,6.1
6831,1958-09-14,0.0,0,11.0,0,0.7,14.4,1009.9,19.8,66.0,28.0,11.6,7.7
6832,1958-09-15,5.3,1,2.8,0,5.7,18.0,1004.6,19.9,74.0,26.7,17.3,14.7
6833,1958-09-16,1.1,1,0.2,0,8.0,16.3,1007.2,16.1,89.0,18.2,15.3,14.9
6834,1958-09-17,0.0,1,1.6,0,7.0,15.6,1010.7,16.0,85.0,19.0,14.9,14.4
6835,1958-09-18,0.0,0,1.2,0,4.0,13.7,1009.6,15.2,80.0,18.2,13.9,12.8
6836,1958-09-19,0.0,0,5.9,0,4.7,13.7,1007.2,16.8,74.0,22.2,10.7,7.2
6837,1958-09-20,0.6,1,2.0,0,6.3,13.7,1002.6,16.2,73.0,20.3,14.3,12.2
6838,1958-09-21,11.8,1,4.0,0,4.3,13.9,1000.6,15.3,79.0,19.9,13.4,11.1
6839,1958-09-22,5.3,1,5.0,0,4.7,12.3,999.8,13.7,77.0,17.8,11.4,9.5
6840,1958-09-23,26.8,1,2.7,0,7.3,13.7,1005.4,14.5,84.0,17.6,11.4,9.3
6841,1958-09-24,1.0,1,3.0,0,6.3,14.4,998.7,16.4,78.0,19.6,12.5,11.8
6842,1958-09-25,2.7,1,1.7,0,4.7,11.9,995.8,12.7,78.0,16.0,11.5,11.2
6843,1958-09-26,0.9,1,1.1,0,6.7,12.7,1004.3,12.8,86.0,14.0,10.9,8.9
6844,1958-09-27,0.0,0,0.5,0,5.3,12.4,1012.4,12.4,84.0,15.5,10.7,11.6
6845,1958-09-28,0.0,0,10.0,0,1.3,11.2,1006.6,14.2,72.0,19.7,7.4,4.8
6846,1958-09-29,0.0,1,5.5,0,3.3,14.9,996.0,19.2,67.0,23.7,13.4,10.7
6847,1958-09-30,2.0,1,0.0,0,8.0,15.7,990.6,16.9,81.0,19.6,16.4,14.3
6848,1958-10-01,1.9,1,0.0,0,5.7,15.1,988.2,14.4,91.0,16.5,13.8,13.0
6849,1958-10-02,2.8,1,7.8,0,3.7,12.7,993.0,14.6,76.0,18.0,11.8,8.1
6850,1958-10-03,0.0,0,8.4,0,2.7,11.3,1001.9,13.8,72.0,18.0,9.8,7.1
6851,1958-10-04,1.1,1,3.1,0,4.7,12.4,996.3,15.7,67.0,19.8,12.8,10.1
6852,1958-10-05,0.6,1,5.6,0,3.0,11.6,1001.5,14.1,71.0,18.1,12.7,10.2
6853,1958-10-06,0.4,1,0.1,0,5.3,11.9,1005.6,11.5,86.0,13.7,10.5,9.9
6854,1958-10-07,0.1,1,7.4,0,3.3,9.5,1011.1,12.4,67.0,16.4,7.1,2.6
6855,1958-10-08,0.0,1,8.4,0,4.0,10.8,1012.2,14.8,65.0,18.5,10.6,8.0
6856,1958-10-09,2.6,1,0.0,0,8.0,16.1,1011.2,15.1,94.0,16.6,13.4,12.7
6857,1958-10-10,3.2,1,4.4,0,6.3,15.5,1004.8,17.6,78.0,21.6,15.3,14.6
6858,1958-10-11,6.7,1,0.0,0,8.0,13.7,1006.7,13.1,91.0,17.0,12.1,11.5
6859,1958-10-12,4.1,1,0.0,0,7.3,12.7,1006.2,11.0,95.0,13.6,9.9,11.1
6860,1958-10-13,5.5,1,4.6,0,7.0,10.5,1004.2,10.5,84.0,13.5,7.4,4.1
6861,1958-10-14,0.6,1,1.8,0,7.7,12.1,1000.2,12.5,82.0,13.9,10.0,9.4
6862,1958-10-15,3.3,1,3.2,0,5.3,10.7,1003.2,12.1,74.0,13.9,11.2,9.7
6863,1958-10-16,17.8,1,2.6,0,7.3,8.9,995.9,7.9,82.0,11.5,6.5,7.1
6864,1958-10-17,2.7,1,3.7,0,7.7,9.7,1002.0,9.3,83.0,12.8,6.4,5.4
6865,1958-10-18,0.0,0,3.9,0,4.7,8.9,1011.6,9.0,77.0,12.5,5.8,2.5
6866,1958-10-19,6.3,1,0.4,0,8.0,9.3,1013.2,8.8,84.0,10.2,5.5,0.7
6867,1958-10-20,5.8,1,1.4,0,7.3,10.4,1010.7,10.3,82.0,12.8,8.9,8.2
6868,1958-10-21,1.6,1,4.4,0,3.7,10.1,1011.9,9.2,82.0,13.4,6.3,8.5
6869,1958-10-22,4.8,1,0.0,0,7.3,10.3,1019.2,9.0,92.0,10.6,4.1,0.4
6870,1958-10-23,0.5,1,2.7,0,4.7,11.7,1025.1,10.8,88.0,14.1,8.8,9.7
6871,1958-10-24,0.0,1,0.0,0,8.0,12.4,1026.3,11.2,94.0,11.9,7.3,3.1
6872,1958-10-25,0.0,1,0.0,0,8.0,11.7,1022.7,11.2,88.0,11.7,10.6,10.3
6873,1958-10-26,0.0,0,0.0,0,7.7,12.1,1023.4,11.2,91.0,11.8,10.4,9.9
6874,1958-10-27,0.0,0,7.9,0,2.7,10.5,1018.8,9.8,87.0,14.5,5.8,1.6
6875,1958-10-28,0.0,0,0.0,0,8.0,11.5,1015.6,9.1,95.0,14.3,7.1,7.0
6876,1958-10-29,0.0,0,0.0,0,5.7,8.8,1011.9,5.9,95.0,7.6,4.4,4.9
6877,1958-10-30,0.0,0,0.0,0,8.0,7.6,1006.2,5.4,84.0,6.1,2.8,-1.3
6878,1958-10-31,3.5,1,0.0,0,7.7,10.0,1001.1,8.4,89.0,12.0,5.1,3.7
6879,1958-11-01,1.2,1,3.3,0,5.0,8.4,1011.5,7.2,82.0,10.6,6.0,5.2
6880,1958-11-02,4.1,1,0.6,0,5.0,7.6,1004.8,7.1,75.0,9.2,4.9,2.1
6881,1958-11-03,0.7,1,0.0,0,8.0,9.5,997.4,7.1,95.0,7.8,5.2,4.1
6882,1958-11-04,2.9,1,0.0,0,7.7,10.8,1002.6,9.5,89.0,11.1,7.5,7.1
6883,1958-11-05,0.0,0,0.2,0,7.7,9.6,1003.9,9.2,84.0,10.7,6.9,4.7
6884,1958-11-06,0.0,0,3.5,0,5.0,9.5,1008.3,9.2,80.0,11.6,8.2,6.6
6885,1958-11-07,7.7,1,4.8,0,5.7,9.3,1005.6,8.4,84.0,11.7,6.5,3.5
6886,1958-11-08,5.8,1,0.0,0,8.0,10.4,999.9,8.8,93.0,9.3,7.7,6.9
6887,1958-11-09,0.2,1,0.3,0,5.3,8.8,1004.2,6.9,87.0,9.0,5.9,1.6
6888,1958-11-10,0.1,1,0.0,0,8.0,7.6,1001.2,5.1,86.0,7.1,4.1,1.8
6889,1958-11-11,0.3,1,0.0,0,8.0,8.0,1001.5,5.4,90.0,6.1,3.3,1.7
6890,1958-11-12,3.0,1,0.0,0,8.0,6.9,1003.2,2.1,97.0,5.6,0.9,1.5
6891,1958-11-13,3.3,1,0.0,0,8.0,7.6,997.4,3.6,97.0,4.6,0.7,0.9
6892,1958-11-14,1.2,1,0.0,0,8.0,10.7,1003.5,8.2,99.0,8.8,4.5,4.3
6893,1958-11-15,0.0,0,0.0,0,7.7,10.1,1014.0,8.8,90.0,9.5,7.9,7.2
6894,1958-11-16,0.0,0,0.0,0,8.0,10.0,1018.4,8.5,89.0,9.3,8.1,7.7
6895,1958-11-17,0.0,0,5.6,0,3.0,8.5,1019.6,7.2,83.0,8.3,5.4,1.7
6896,1958-11-18,0.0,0,6.3,0,3.0,8.7,1017.5,7.4,81.0,10.5,5.8,6.1
6897,1958-11-19,0.0,0,0.0,0,6.7,8.0,1020.3,7.4,78.0,8.8,4.9,1.7
6898,1958-11-20,0.2,1,0.0,0,8.0,7.9,1025.9,5.8,84.0,7.3,4.4,-1.4
6899,1958-11-21,0.0,1,0.0,0,8.0,7.2,1026.0,3.9,89.0,5.0,3.1,3.1
6900,1958-11-22,0.0,0,0.2,0,4.7,7.2,1020.8,3.7,87.0,6.3,2.1,3.1
6901,1958-11-23,0.0,0,5.4,0,0.0,6.4,1017.0,1.8,91.0,5.2,-1.9,-4.9
6902,1958-11-24,0.0,0,0.0,0,8.0,6.3,1015.0,3.3,82.0,3.8,0.2,-4.2
6903,1958-11-25,0.0,0,0.0,0,8.0,6.0,1012.3,2.3,83.0,3.5,2.0,2.0
6904,1958-11-26,0.8,1,0.0,0,8.0,7.5,1010.8,4.5,89.0,5.6,1.5,1.5
6905,1958-11-27,2.4,1,0.0,0,8.0,9.2,1014.2,6.4,97.0,6.7,5.0,4.5
6906,1958-11-28,0.0,0,0.0,0,7.7,6.8,1015.1,4.5,78.0,6.7,3.5,4.6
6907,1958-11-29,0.0,0,0.0,0,7.7,5.2,1011.9,2.3,72.0,3.6,2.0,1.6
6908,1958-11-30,0.1,1,0.0,0,8.0,5.7,1008.2,1.6,83.0,2.0,0.8,0.8
6909,1958-12-01,0.0,0,3.3,0,3.3,5.9,1015.0,2.3,78.0,6.4,-0.2,1.4
6910,1958-12-02,2.1,1,5.0,0,4.0,5.2,1016.0,2.2,75.0,4.9,-2.5,-7.0
6911,1958-12-03,0.0,0,0.0,0,7.7,6.9,1014.6,2.8,92.0,3.6,1.7,0.5
6912,1958-12-04,0.0,1,0.0,0,8.0,5.6,1012.8,3.1,73.0,3.8,1.2,0.3
6913,1958-12-05,0.3,1,0.0,0,7.3,7.1,1005.9,5.2,80.0,6.6,3.1,1.1
6914,1958-12-06,0.0,0,3.2,0,0.7,6.8,1003.9,3.3,85.0,6.7,1.6,1.1
6915,1958-12-07,0.0,0,0.0,0,8.0,6.4,1004.8,2.6,87.0,3.6,-0.2,-5.2
6916,1958-12-08,7.5,8,3.7,0,6.0,4.5,1001.5,-1.3,82.0,2.4,-3.1,-5.7
6917,1958-12-09,6.9,8,0.1,2,7.7,7.1,993.0,3.6,90.0,4.7,-1.2,-1.5
6918,1958-12-10,3.1,1,0.0,0,7.7,6.8,988.0,2.9,91.0,4.6,0.6,-0.1
6919,1958-12-11,5.6,1,0.2,0,7.7,7.5,976.7,4.9,85.0,6.4,2.4,0.6
6920,1958-12-12,2.9,1,0.0,0,8.0,7.6,980.8,5.1,87.0,5.8,3.7,-0.4
6921,1958-12-13,7.3,1,3.3,0,7.7,8.4,970.3,6.4,86.0,8.1,4.3,3.2
6922,1958-12-14,0.4,1,1.9,0,7.0,7.1,970.8,5.8,75.0,7.6,4.7,1.8
6923,1958-12-15,0.8,1,1.4,0,3.7,7.9,971.1,6.6,81.0,7.5,3.4,0.9
6924,1958-12-16,2.4,1,0.2,0,8.0,8.9,968.6,8.0,83.0,8.8,6.0,3.3
6925,1958-12-17,0.5,1,0.0,0,6.7,8.9,977.9,7.4,87.0,8.1,6.5,4.4
6926,1958-12-18,0.9,1,1.6,0,5.7,8.5,987.2,7.4,83.0,8.6,5.8,2.5
6927,1958-12-19,1.5,1,0.4,0,7.7,8.7,982.6,10.2,70.0,12.3,6.7,4.1
6928,1958-12-20,2.7,1,1.0,0,7.3,10.3,983.4,9.8,82.0,12.1,8.2,8.7
6929,1958-12-21,1.0,1,0.0,0,5.0,9.6,988.0,7.6,89.0,9.3,6.7,3.9
6930,1958-12-22,0.0,0,2.9,0,0.7,7.9,996.7,4.8,89.0,8.9,3.3,-0.8
6931,1958-12-23,0.1,1,0.0,0,8.0,7.3,1001.4,3.4,97.0,5.1,-0.2,-1.7
6932,1958-12-24,0.0,1,0.0,0,8.0,7.9,1003.9,4.2,95.0,5.1,4.0,4.0
6933,1958-12-25,0.3,1,0.0,0,8.0,7.2,1005.9,3.7,89.0,4.1,2.8,3.1
6934,1958-12-26,3.7,1,0.0,0,8.0,6.7,1008.4,3.7,84.0,4.1,2.9,2.3
6935,1958-12-27,8.9,1,0.0,0,8.0,8.3,994.7,6.6,89.0,9.7,2.5,1.6
6936,1958-12-28,11.0,1,0.0,0,8.0,9.2,1003.0,7.3,94.0,9.6,3.5,3.8
6937,1958-12-29,3.3,1,1.3,0,6.7,8.3,1009.9,7.1,80.0,10.1,5.9,5.7
6938,1958-12-30,0.0,0,0.0,0,2.3,8.8,1007.9,7.7,83.0,9.6,5.7,4.4
6939,1958-12-31,6.3,1,0.1,0,7.7,8.8,998.8,8.4,80.0,9.1,6.5,4.7
6940,1959-01-01,0.5,1,4.2,0,4.7,7.5,1004.2,6.0,81.0,8.6,3.9,2.3
