,MESS_DATUM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
0,1940-01-01,0.0,0,5.8,6,1.0,4.0,1013.4,-4.2,85.0,1.6,-5.7,-7.5
1,1940-01-02,0.0,0,5.4,6,2.3,2.7,1009.5,-7.0,76.0,-3.2,-11.9,-12.6
2,1940-01-03,0.0,0,4.0,6,1.7,2.9,999.2,-5.1,71.0,-0.8,-10.3,-12.5
3,1940-01-04,0.0,0,5.5,6,0.7,3.5,998.4,-5.9,85.0,-2.6,-8.4,-9.4
4,1940-01-05,0.0,0,4.9,6,4.3,3.3,1002.3,-5.2,80.0,-1.2,-9.4,-10.9
5,1940-01-06,0.0,0,6.7,6,2.0,4.1,1008.0,-2.1,77.0,2.8,-6.9,-8.9
6,1940-01-07,0.2,1,3.7,6,3.7,4.4,1009.2,-0.6,78.0,1.9,-5.2,-8.9
7,1940-01-08,0.4,1,0.0,5,8.0,5.1,1009.4,-0.8,84.0,1.0,-2.3,-2.9
8,1940-01-09,0.0,0,6.0,4,0.3,2.9,1023.4,-6.4,75.0,-2.0,-7.7,-7.2
9,1940-01-10,0.0,0,6.3,4,0.0,2.1,1028.7,-9.2,71.0,-6.0,-12.4,-13.3
10,1940-01-11,0.0,0,6.8,4,0.0,1.7,1026.2,-9.2,57.0,-5.4,-11.9,-13.1
11,1940-01-12,0.0,0,6.6,4,0.3,2.3,1023.4,-7.0,62.0,-2.3,-12.7,-13.7
12,1940-01-13,0.0,0,0.0,4,4.0,3.1,1023.2,-6.3,82.0,-4.5,-9.9,-11.6
13,1940-01-14,0.2,1,0.0,4,8.0,5.3,1016.4,-0.4,90.0,0.4,-7.4,-10.1
14,1940-01-15,3.3,7,0.0,2,8.0,5.9,1001.4,0.7,91.0,1.8,-0.4,-0.8
15,1940-01-16,4.5,7,0.0,5,8.0,4.3,990.0,-5.6,90.0,0.6,-9.7,-0.2
16,1940-01-17,1.8,7,6.7,11,1.7,1.7,1003.5,-10.8,66.0,-9.7,-13.9,-9.1
17,1940-01-18,0.0,0,3.9,12,3.7,1.9,1006.3,-9.4,62.0,-7.6,-11.9,-14.5
18,1940-01-19,0.1,7,7.3,12,0.7,1.7,1010.2,-11.0,64.0,-7.0,-12.5,-13.1
19,1940-01-20,18.7,7,0.0,10,8.0,3.1,1002.4,-6.8,85.0,-5.5,-14.1,-14.9
20,1940-01-21,0.1,7,4.3,28,5.7,2.5,993.6,-10.1,83.0,-5.5,-12.4,-6.7
21,1940-01-22,1.1,7,0.0,28,6.7,1.6,997.8,-14.9,83.0,-7.4,-16.9,-16.1
22,1940-01-23,0.9,7,0.0,20,8.0,4.1,1006.2,-3.0,86.0,0.8,-15.2,-16.1
23,1940-01-24,0.0,0,1.4,20,6.0,4.1,1014.6,-4.1,87.0,0.8,-6.2,-5.3
24,1940-01-25,0.0,1,2.3,20,6.0,3.1,1012.2,-7.7,86.0,-2.0,-11.4,-11.4
25,1940-01-26,3.2,7,0.0,20,8.0,3.7,1009.9,-1.1,67.0,-0.3,-9.7,-10.7
26,1940-01-27,0.0,0,4.1,22,4.0,4.0,1005.6,-4.0,86.0,-0.5,-5.6,-2.5
27,1940-01-28,0.0,1,4.7,21,3.3,3.9,1010.6,-3.9,84.0,-2.5,-7.4,-8.4
28,1940-01-29,0.0,1,1.8,19,5.0,3.5,1009.1,-5.7,84.0,-3.2,-8.2,-9.1
29,1940-01-30,0.0,0,2.9,18,6.7,2.8,1001.2,-6.2,72.0,-3.5,-8.9,-10.1
30,1940-01-31,0.0,1,0.0,17,7.3,3.6,991.6,-4.0,81.0,-2.2,-7.8,-8.0
31,1940-02-01,6.2,7,0.0,17,8.0,3.6,987.1,-5.1,85.0,-3.2,-5.9,-5.2
32,1940-02-02,0.6,7,0.0,25,8.0,4.1,996.6,-3.8,90.0,-3.0,-7.2,-5.9
33,1940-02-03,0.0,0,0.0,25,7.3,5.2,999.5,0.2,87.0,1.3,-3.3,-2.9
34,1940-02-04,0.5,1,0.1,20,6.7,5.1,994.4,1.1,80.0,3.7,-4.4,-7.7
35,1940-02-05,0.9,1,0.0,11,8.0,8.4,1000.0,5.6,92.0,6.7,2.1,-0.1
36,1940-02-06,0.3,1,0.0,0,8.0,8.0,1006.6,4.6,95.0,5.2,3.4,1.5
37,1940-02-07,4.1,1,0.0,0,7.7,7.7,1001.5,5.6,87.0,6.4,3.1,0.5
38,1940-02-08,1.7,1,0.0,0,8.0,7.5,999.4,2.4,95.0,7.4,-0.7,3.1
39,1940-02-09,0.1,8,0.0,0,8.0,4.0,1002.0,-3.5,84.0,-0.4,-4.6,-2.5
40,1940-02-10,0.0,0,7.8,0,0.3,2.4,1007.8,-7.5,70.0,-4.6,-10.1,-10.3
41,1940-02-11,0.5,7,0.2,0,7.3,2.7,1004.2,-5.2,63.0,-2.0,-9.9,-10.8
42,1940-02-12,1.1,7,4.3,1,6.7,2.0,1007.5,-11.3,78.0,-6.3,-14.2,-14.3
43,1940-02-13,0.7,7,0.0,3,8.0,1.9,1008.4,-12.4,79.0,-11.0,-15.4,-16.7
44,1940-02-14,4.6,7,0.0,4,8.0,2.8,1001.0,-8.5,86.0,-5.7,-13.7,-14.5
45,1940-02-15,1.7,7,0.0,10,8.0,3.5,1002.2,-6.0,88.0,-3.5,-8.6,-7.9
46,1940-02-16,1.9,8,0.2,14,7.7,4.5,1001.9,-1.7,85.0,-0.6,-6.6,-6.9
47,1940-02-17,0.0,0,2.7,15,3.7,3.2,988.8,-4.6,73.0,-2.5,-6.5,-9.8
48,1940-02-18,1.8,7,1.5,15,7.7,3.1,1003.8,-4.6,75.0,-0.5,-12.1,-15.1
49,1940-02-19,0.6,7,0.2,17,7.0,4.4,998.3,-2.1,82.0,-0.3,-3.9,-4.3
50,1940-02-20,0.0,0,7.3,13,3.7,2.3,1016.3,-1.3,50.0,3.4,-10.4,-12.1
51,1940-02-21,0.0,0,8.8,11,3.0,2.1,1013.9,4.0,27.0,7.2,-0.4,-5.1
52,1940-02-22,0.0,0,8.0,8,3.7,6.0,1006.3,7.7,56.0,11.5,2.6,-1.9
53,1940-02-23,4.8,1,4.8,0,4.7,9.2,1001.9,9.8,75.0,12.8,6.6,3.1
54,1940-02-24,0.1,1,1.7,0,7.7,8.7,998.8,7.6,81.0,9.5,6.6,6.1
55,1940-02-25,0.0,0,7.4,0,2.0,5.7,1008.4,3.0,76.0,7.4,0.8,-0.9
56,1940-02-26,0.0,0,3.2,0,5.7,6.8,1004.0,5.3,77.0,9.1,-0.3,-2.3
57,1940-02-27,1.2,1,4.7,0,5.0,8.7,998.2,8.6,79.0,12.0,4.1,2.4
58,1940-02-28,0.0,0,8.9,0,3.0,9.7,999.6,12.1,70.0,15.6,8.2,6.5
59,1940-02-29,0.0,0,0.6,0,8.0,8.1,1011.5,4.1,93.0,11.6,1.5,7.1
60,1940-03-01,0.0,0,10.2,0,0.3,4.9,1022.3,1.3,74.0,4.5,-1.7,-2.4
61,1940-03-02,0.0,0,10.2,0,0.0,3.5,1022.7,-0.4,60.0,2.1,-3.2,-3.9
62,1940-03-03,0.3,1,7.8,0,2.3,4.1,1017.8,1.8,63.0,6.0,-3.8,-5.4
63,1940-03-04,0.4,8,3.8,0,6.7,6.3,1005.9,4.6,75.0,8.0,-0.9,-1.5
64,1940-03-05,1.8,7,0.7,1,6.7,5.3,1000.8,1.8,76.0,4.7,-0.7,-2.1
65,1940-03-06,0.2,7,3.9,2,7.3,5.6,1006.6,1.4,85.0,4.2,-1.7,-3.0
66,1940-03-07,0.9,7,1.0,1,7.7,5.7,1007.2,1.4,85.0,3.6,-0.6,-2.0
67,1940-03-08,0.0,0,1.7,1,3.7,4.8,1011.6,0.6,77.0,3.4,-2.2,-3.3
68,1940-03-09,0.9,1,1.3,0,8.0,6.4,1009.4,5.7,70.0,7.4,-0.1,-1.5
69,1940-03-10,3.8,1,0.0,0,8.0,7.1,1007.8,3.7,88.0,6.2,1.6,1.6
70,1940-03-11,0.0,0,1.6,0,4.7,7.5,999.1,10.2,60.0,12.7,4.1,2.9
71,1940-03-12,3.1,1,8.2,0,2.7,8.5,986.4,11.9,61.0,16.9,8.4,6.0
72,1940-03-13,11.9,1,0.1,0,8.0,11.3,976.4,10.2,90.0,11.9,9.6,8.2
73,1940-03-14,23.7,8,0.0,0,8.0,8.9,976.6,4.0,91.0,12.4,-2.7,7.6
74,1940-03-15,0.2,8,6.5,9,5.0,5.7,1000.4,3.4,75.0,5.6,-2.9,-3.9
75,1940-03-16,0.0,0,1.8,0,4.3,6.5,1008.7,4.6,76.0,6.9,3.6,2.3
76,1940-03-17,15.0,1,0.0,0,8.0,7.1,1009.2,5.6,78.0,9.2,1.4,-1.1
77,1940-03-18,2.9,1,1.4,0,6.0,11.3,1000.4,12.7,80.0,15.4,4.9,3.8
78,1940-03-19,7.9,1,1.1,0,3.3,10.5,993.9,10.3,79.0,15.4,8.3,10.3
79,1940-03-20,6.1,1,2.4,0,7.7,7.9,1000.2,7.8,74.0,10.4,5.5,4.1
80,1940-03-21,5.4,1,0.4,0,8.0,9.1,1003.6,8.0,85.0,10.0,6.9,5.3
81,1940-03-22,2.7,1,2.1,0,6.0,9.9,1002.6,10.4,78.0,13.9,7.0,6.2
82,1940-03-23,1.5,1,0.3,0,8.0,10.0,1000.2,8.5,89.0,11.5,7.9,6.7
83,1940-03-24,0.0,0,1.9,0,5.7,9.5,998.6,9.4,79.0,12.4,7.2,5.1
84,1940-03-25,6.0,1,3.9,0,5.3,10.0,988.0,12.9,70.0,17.4,4.8,3.3
85,1940-03-26,1.5,1,2.8,0,5.3,11.1,980.3,12.0,77.0,16.0,10.0,9.1
86,1940-03-27,4.2,1,0.7,0,7.7,7.5,986.6,4.6,85.0,11.4,2.3,4.3
87,1940-03-28,2.1,7,6.2,0,6.0,5.2,994.8,1.6,75.0,4.7,0.1,0.0
88,1940-03-29,1.1,8,6.0,0,4.0,6.0,1003.5,2.7,82.0,5.9,-1.0,-1.9
89,1940-03-30,0.5,1,0.0,0,8.0,7.3,1004.4,4.1,90.0,5.5,1.3,0.5
90,1940-03-31,0.0,0,8.9,0,4.0,7.6,1014.2,9.4,69.0,12.6,3.0,2.9
91,1940-04-01,0.0,0,10.5,0,1.7,7.6,1006.6,13.6,52.0,18.4,6.8,4.9
92,1940-04-02,8.8,1,0.0,0,7.0,9.3,1000.6,8.4,82.0,14.7,6.5,8.3
93,1940-04-03,2.8,1,1.2,0,6.3,8.7,994.2,8.2,80.0,10.2,6.1,4.5
94,1940-04-04,4.7,1,3.1,0,7.3,8.8,992.4,8.4,80.0,11.4,6.3,5.5
95,1940-04-05,0.3,1,0.7,0,7.3,7.6,999.2,6.0,80.0,9.3,4.3,5.2
96,1940-04-06,0.0,0,6.4,0,6.3,5.6,1016.6,5.0,65.0,7.9,2.0,2.1
97,1940-04-07,0.0,0,11.6,0,0.3,5.3,1015.1,7.6,57.0,12.7,0.3,-2.7
98,1940-04-08,2.5,1,5.2,0,5.7,6.8,1005.4,7.4,65.0,10.0,4.3,0.1
99,1940-04-09,1.2,1,0.0,0,8.0,7.7,1006.0,5.3,87.0,7.6,4.3,4.1
100,1940-04-10,0.0,1,1.0,0,7.3,6.7,1012.0,5.3,75.0,6.5,2.6,1.9
101,1940-04-11,0.0,0,0.5,0,5.7,5.6,1015.2,4.3,70.0,6.3,0.5,-0.3
102,1940-04-12,5.4,1,0.2,0,6.3,6.3,1003.4,3.8,81.0,5.0,-0.7,-3.5
103,1940-04-13,0.0,1,11.2,0,2.3,4.4,1003.1,5.0,53.0,8.2,1.7,0.9
104,1940-04-14,4.3,1,0.1,0,7.7,8.0,997.4,6.6,83.0,8.9,3.0,1.2
105,1940-04-15,7.5,1,0.0,0,7.7,7.2,986.4,4.6,84.0,8.4,3.0,5.8
106,1940-04-16,1.5,1,7.4,0,3.3,6.9,988.0,5.8,77.0,8.6,2.3,1.7
107,1940-04-17,0.7,1,4.4,0,6.0,8.4,992.7,9.0,73.0,12.1,5.0,2.7
108,1940-04-18,1.0,1,0.3,0,8.0,11.2,991.9,11.4,86.0,15.0,7.0,6.7
109,1940-04-19,0.2,1,7.5,0,3.7,7.2,999.8,11.2,55.0,14.4,7.5,6.7
110,1940-04-20,0.0,0,12.5,0,1.3,7.6,1007.4,14.3,48.0,19.5,9.1,6.9
111,1940-04-21,0.0,0,13.0,0,0.0,8.7,1007.4,17.4,47.0,22.5,8.4,3.8
112,1940-04-22,0.0,0,12.7,0,0.7,11.5,1005.8,16.2,65.0,22.9,9.4,6.6
113,1940-04-23,0.0,0,12.1,0,3.7,9.7,998.3,19.5,49.0,26.1,10.6,6.3
114,1940-04-24,0.0,1,1.8,0,7.0,13.9,991.1,19.5,63.0,24.9,14.3,12.3
115,1940-04-25,2.0,1,1.0,0,7.3,11.7,998.8,12.7,78.0,19.5,10.7,12.3
116,1940-04-26,0.1,1,2.9,0,6.7,10.3,1000.8,14.0,66.0,17.4,9.3,8.3
117,1940-04-27,0.1,1,1.3,0,7.0,11.9,1000.2,13.8,75.0,17.4,9.1,8.1
118,1940-04-28,0.0,0,0.4,0,7.0,11.6,1002.8,11.6,88.0,14.9,8.8,7.9
119,1940-04-29,0.0,1,1.6,0,5.0,12.1,1002.0,13.8,77.0,17.6,10.8,8.3
120,1940-04-30,0.0,0,11.5,0,2.7,11.3,997.2,14.2,72.0,19.4,7.4,5.7
121,1940-05-01,0.0,0,12.8,0,0.0,11.5,993.4,13.9,73.0,19.6,7.8,6.5
122,1940-05-02,0.0,0,12.0,0,1.7,11.3,994.6,15.2,68.0,20.4,8.4,6.2
123,1940-05-03,0.0,0,9.9,0,3.0,11.9,992.0,16.7,64.0,22.6,10.3,7.5
124,1940-05-04,0.6,1,0.6,0,8.0,12.7,995.1,12.4,86.0,16.0,11.5,10.7
125,1940-05-05,0.4,1,0.0,0,7.0,10.4,1004.0,11.6,78.0,13.3,9.3,8.7
126,1940-05-06,0.3,1,7.5,0,3.3,9.1,1007.5,12.5,67.0,17.4,5.3,2.4
127,1940-05-07,0.3,1,2.0,0,7.7,10.8,1008.0,11.2,82.0,13.6,9.3,7.5
128,1940-05-08,0.0,1,3.3,0,6.7,11.1,1007.9,12.7,78.0,16.1,7.9,6.1
129,1940-05-09,0.0,0,12.5,0,2.0,9.3,1009.1,15.0,58.0,19.6,9.5,8.1
130,1940-05-10,0.0,0,11.6,0,1.3,9.7,1008.2,14.6,62.0,19.4,8.1,6.1
131,1940-05-11,0.1,1,3.7,0,5.3,7.6,1010.8,10.5,59.0,15.1,8.0,8.9
132,1940-05-12,0.2,1,6.9,0,3.0,6.9,1014.0,7.6,69.0,12.4,2.4,0.2
133,1940-05-13,0.8,1,0.9,0,7.0,7.5,1011.6,7.5,74.0,12.1,2.6,-0.2
134,1940-05-14,0.8,1,8.9,0,3.7,11.9,1002.3,15.2,70.0,19.4,7.3,6.4
135,1940-05-15,0.0,0,12.5,0,3.7,11.1,994.6,15.7,62.0,21.6,9.8,9.0
136,1940-05-16,0.0,1,6.9,0,3.7,6.8,996.7,9.3,58.0,14.9,5.6,4.3
137,1940-05-17,0.0,1,7.0,0,5.7,7.7,1004.3,11.2,61.0,15.6,4.5,3.2
138,1940-05-18,0.0,0,13.2,0,1.3,7.7,1007.5,14.5,50.0,18.8,9.4,8.1
139,1940-05-19,0.0,0,14.8,0,0.7,6.7,1009.6,13.0,49.0,17.4,6.4,5.3
140,1940-05-20,0.0,1,12.9,0,2.7,7.6,1006.0,15.4,46.0,21.0,6.4,3.1
141,1940-05-21,0.0,0,13.2,0,0.7,9.3,1004.6,16.1,56.0,21.6,8.5,6.1
142,1940-05-22,0.0,1,10.7,0,1.7,10.5,1000.0,18.6,53.0,25.9,9.3,7.5
143,1940-05-23,12.4,1,3.3,0,6.0,13.9,1000.0,15.8,77.0,21.9,12.3,11.7
144,1940-05-24,0.0,0,7.8,0,3.7,12.3,1005.2,17.1,66.0,20.8,12.8,11.5
145,1940-05-25,0.0,0,10.9,0,4.3,12.7,1006.3,19.5,59.0,25.9,11.2,9.7
146,1940-05-26,12.5,1,2.7,0,7.7,15.5,1000.8,19.6,67.0,24.3,16.1,14.0
147,1940-05-27,1.0,1,7.2,0,3.3,14.4,1002.4,17.4,74.0,21.1,14.0,12.6
148,1940-05-28,13.6,1,4.9,0,8.0,14.1,999.5,16.0,78.0,21.7,11.8,10.5
149,1940-05-29,1.7,1,0.6,0,7.0,13.3,1000.3,14.0,84.0,15.8,12.3,11.8
150,1940-05-30,0.5,1,0.6,0,7.7,13.2,1004.6,13.6,85.0,16.7,11.6,11.2
151,1940-05-31,1.9,1,1.3,0,8.0,12.4,1009.8,12.7,85.0,16.4,10.4,10.7
152,1940-06-01,0.0,1,8.4,0,5.0,9.9,1013.6,15.0,61.0,17.9,9.8,9.5
153,1940-06-02,0.0,0,5.0,0,5.3,12.5,1013.9,16.4,68.0,19.4,12.8,12.3
154,1940-06-03,0.0,0,8.3,0,4.3,14.0,1015.1,17.4,72.0,21.6,11.1,9.1
155,1940-06-04,0.0,0,10.4,0,3.3,13.7,1015.1,18.4,69.0,22.4,12.0,10.6
156,1940-06-05,0.0,0,14.8,0,0.7,12.3,1012.8,19.8,57.0,24.9,11.1,8.9
157,1940-06-06,0.0,0,13.3,0,0.3,12.1,1010.8,20.6,53.0,25.9,12.1,9.1
158,1940-06-07,0.0,0,14.7,0,1.3,13.1,1009.2,19.6,59.0,25.9,13.3,11.1
159,1940-06-08,0.0,0,12.6,0,3.0,12.5,1009.1,18.4,64.0,23.8,10.5,10.5
160,1940-06-09,0.0,0,13.8,0,0.7,13.6,1005.6,19.9,62.0,26.4,12.2,9.7
161,1940-06-10,0.0,0,12.5,0,3.7,13.3,1003.5,22.0,55.0,27.9,13.6,11.7
162,1940-06-11,0.0,0,8.4,0,4.3,14.8,1002.8,20.8,61.0,26.9,15.3,12.7
163,1940-06-12,10.7,1,0.0,0,7.7,16.8,999.4,17.8,82.0,19.9,16.2,13.7
164,1940-06-13,5.3,1,0.6,0,7.3,15.2,998.7,14.9,90.0,17.7,12.8,13.9
165,1940-06-14,0.0,0,0.6,0,7.0,12.7,1004.4,14.6,75.0,16.4,13.5,12.1
166,1940-06-15,25.5,1,0.0,0,7.7,13.7,1005.6,12.8,93.0,14.2,10.5,8.7
167,1940-06-16,0.0,0,1.2,0,7.0,14.7,1007.1,16.6,79.0,19.4,12.8,11.9
168,1940-06-17,0.0,0,8.7,0,4.3,14.8,1007.8,19.4,68.0,23.6,14.2,12.3
169,1940-06-18,0.0,0,15.6,0,1.0,9.7,1009.4,19.3,46.0,24.4,11.5,9.9
170,1940-06-19,0.0,0,12.3,0,2.3,12.3,1007.4,18.6,62.0,21.6,11.3,9.9
171,1940-06-20,0.0,0,12.8,0,3.0,13.5,1006.7,19.8,64.0,24.9,12.0,10.7
172,1940-06-21,0.0,0,8.4,0,4.7,13.3,1003.5,17.4,71.0,21.0,11.7,11.9
173,1940-06-22,0.7,1,6.3,0,3.3,14.4,989.1,17.8,73.0,23.9,10.6,8.8
174,1940-06-23,0.5,1,8.3,0,3.3,16.5,986.4,19.7,72.0,24.4,15.3,13.2
175,1940-06-24,4.4,1,8.9,0,5.7,16.5,987.4,19.8,74.0,24.6,14.1,12.3
176,1940-06-25,31.3,1,0.8,0,7.7,17.3,988.3,18.0,82.0,22.4,16.2,14.9
177,1940-06-26,4.7,1,6.2,0,5.3,11.5,1000.3,13.7,73.0,18.4,11.9,11.7
178,1940-06-27,5.0,1,5.5,0,5.3,11.3,1009.9,12.0,80.0,17.0,9.8,8.9
179,1940-06-28,0.0,0,11.7,0,2.0,11.5,1015.8,15.3,69.0,19.4,8.6,6.7
180,1940-06-29,0.0,0,15.0,0,1.0,12.1,1015.1,17.7,64.0,24.4,8.3,8.1
181,1940-06-30,0.0,0,2.5,0,5.3,15.7,1014.8,18.4,74.0,24.1,14.0,11.7
182,1940-07-01,0.0,0,10.9,0,4.0,14.8,1011.9,20.1,67.0,24.7,13.4,11.6
183,1940-07-02,0.1,1,7.5,0,5.0,15.9,1005.0,20.7,68.0,25.7,14.3,12.7
184,1940-07-03,0.5,1,1.0,0,7.0,14.5,997.6,17.8,69.0,24.0,16.3,15.1
185,1940-07-04,0.9,1,2.0,0,7.3,12.9,995.8,15.9,71.0,19.7,14.3,14.5
186,1940-07-05,0.4,1,4.1,0,4.0,12.9,999.8,15.5,74.0,20.5,11.7,10.3
187,1940-07-06,1.1,1,5.2,0,4.7,15.9,996.7,20.5,68.0,24.5,14.1,12.7
188,1940-07-07,5.8,1,1.3,0,5.7,15.2,993.9,18.0,72.0,21.6,15.2,16.6
189,1940-07-08,0.5,1,2.7,0,6.7,14.1,999.9,16.3,76.0,22.7,13.0,11.5
190,1940-07-09,0.0,0,12.6,0,3.0,13.7,1010.3,18.2,68.0,23.7,13.0,11.7
191,1940-07-10,0.0,0,11.8,0,2.7,14.4,1005.1,20.1,64.0,26.3,13.1,11.7
192,1940-07-11,22.6,1,2.7,0,5.7,16.3,1001.0,18.6,74.0,21.7,15.5,13.7
193,1940-07-12,2.1,1,2.1,0,6.7,13.5,1003.0,14.5,82.0,17.8,11.9,10.9
194,1940-07-13,0.3,1,5.8,0,3.0,10.9,1003.6,16.5,60.0,19.5,11.8,10.2
195,1940-07-14,0.0,1,4.0,0,5.3,14.8,1002.4,18.5,72.0,21.9,11.7,9.7
196,1940-07-15,7.3,1,3.4,0,3.7,17.3,998.6,19.4,78.0,24.2,14.5,12.0
197,1940-07-16,2.8,1,0.4,0,7.3,15.6,996.8,16.9,82.0,18.7,15.4,14.7
198,1940-07-17,3.1,1,1.8,0,8.0,15.1,997.1,16.6,80.0,19.9,14.4,12.7
199,1940-07-18,4.5,1,6.6,0,7.3,13.6,1000.0,14.8,82.0,18.4,12.8,11.6
200,1940-07-19,0.0,1,4.2,0,7.0,14.9,1003.0,18.0,75.0,20.7,13.4,12.3
201,1940-07-20,0.0,1,6.4,0,6.0,14.0,1004.2,19.3,64.0,23.1,14.3,12.7
202,1940-07-21,5.7,1,5.0,0,7.0,12.4,1003.8,15.4,70.0,20.0,12.7,12.5
203,1940-07-22,0.0,0,7.4,0,4.7,13.3,1000.8,16.6,71.0,20.1,12.7,11.1
204,1940-07-23,1.5,1,5.4,0,6.0,13.3,1003.0,16.6,72.0,19.6,12.3,10.2
205,1940-07-24,11.9,1,3.4,0,7.0,14.1,1002.4,17.8,70.0,20.7,13.4,12.3
206,1940-07-25,3.3,1,7.9,0,6.7,13.2,1001.0,17.8,68.0,20.4,13.9,13.1
207,1940-07-26,4.3,1,0.4,0,8.0,13.6,998.8,14.1,85.0,18.4,13.0,12.0
208,1940-07-27,4.6,1,1.3,0,7.3,12.9,1004.3,13.6,83.0,17.7,12.0,9.8
209,1940-07-28,0.0,1,8.5,0,4.3,11.5,1010.3,14.4,70.0,18.0,10.8,9.0
210,1940-07-29,11.8,1,7.5,0,7.7,12.4,1009.9,14.4,77.0,18.3,11.1,9.1
211,1940-07-30,1.2,1,4.6,0,6.3,14.4,1010.6,16.7,77.0,19.7,11.8,9.3
212,1940-07-31,0.4,1,0.4,0,6.7,15.7,1011.2,16.8,83.0,19.6,14.3,13.1
213,1940-08-01,0.0,1,3.2,0,5.3,15.1,1011.9,16.6,81.0,19.3,14.0,13.3
214,1940-08-02,0.0,0,9.0,0,2.7,15.3,1013.0,17.8,79.0,21.6,11.3,10.7
215,1940-08-03,0.0,0,13.9,0,0.3,13.9,1013.8,19.8,65.0,24.8,12.1,9.7
216,1940-08-04,0.0,0,13.9,0,1.0,15.9,1010.3,21.6,66.0,27.7,13.5,11.5
217,1940-08-05,0.0,1,9.7,0,4.0,17.6,1003.8,23.4,62.0,28.8,16.8,13.5
218,1940-08-06,0.0,0,9.7,0,4.3,16.1,999.6,20.3,69.0,24.8,16.9,14.7
219,1940-08-07,0.0,1,0.0,0,7.3,15.1,1002.7,17.0,80.0,19.6,13.8,12.7
220,1940-08-08,0.0,1,5.0,0,4.0,14.4,1004.8,19.4,65.0,22.8,16.1,14.1
221,1940-08-09,0.0,0,4.6,0,4.7,15.6,1006.4,19.6,71.0,22.6,15.2,13.8
222,1940-08-10,0.0,1,12.0,0,2.3,16.0,1000.7,20.7,66.0,25.7,16.1,14.1
223,1940-08-11,0.0,1,9.2,0,6.7,12.4,1006.0,14.9,74.0,20.0,13.8,12.5
224,1940-08-12,0.0,1,4.7,0,4.7,11.5,1011.2,13.9,72.0,17.3,11.9,10.1
225,1940-08-13,0.0,1,1.4,0,6.7,11.5,1010.0,14.5,70.0,16.2,11.5,9.5
226,1940-08-14,1.9,1,0.0,0,7.0,14.9,1007.9,15.4,88.0,17.3,11.5,9.3
227,1940-08-15,0.6,1,3.6,0,5.7,13.9,1009.1,16.7,73.0,20.0,14.3,13.1
228,1940-08-16,0.0,0,4.5,0,6.0,11.6,1015.4,14.6,71.0,17.7,11.3,9.5
229,1940-08-17,0.0,0,2.6,0,6.7,14.8,1018.6,17.0,78.0,18.9,13.3,11.1
230,1940-08-18,1.0,1,8.9,0,6.3,15.1,1011.5,20.0,68.0,24.1,14.2,12.3
231,1940-08-19,2.1,1,0.7,0,7.3,14.3,1001.8,14.8,82.0,20.7,13.2,14.4
232,1940-08-20,17.1,1,5.3,0,6.0,11.1,1001.4,13.1,75.0,16.3,10.0,8.1
233,1940-08-21,9.5,1,0.8,0,8.0,12.9,986.6,12.6,85.0,16.7,10.0,11.1
234,1940-08-22,3.8,1,6.0,0,7.0,11.6,990.7,12.9,80.0,15.6,9.3,8.2
235,1940-08-23,8.7,1,1.8,0,5.3,10.4,995.9,10.3,80.0,13.1,9.3,9.5
236,1940-08-24,0.4,1,0.6,0,8.0,10.3,1005.1,11.9,75.0,13.5,9.1,7.5
237,1940-08-25,0.0,1,0.0,0,8.0,13.5,1014.6,15.3,78.0,16.9,11.6,9.5
238,1940-08-26,0.0,0,6.4,0,6.3,14.7,1013.5,17.8,72.0,21.6,14.1,12.8
239,1940-08-27,0.0,0,0.5,0,7.3,14.7,1011.9,18.2,70.0,20.5,15.8,14.1
240,1940-08-28,0.0,0,7.4,0,2.7,10.4,1015.8,12.7,71.0,18.0,11.3,10.9
241,1940-08-29,3.6,1,0.9,0,7.7,12.7,1005.9,13.0,85.0,16.2,8.8,6.8
242,1940-08-30,0.0,0,9.3,0,2.3,9.5,1015.1,12.2,67.0,16.5,8.4,6.3
243,1940-08-31,0.0,0,1.9,0,6.7,12.9,1018.0,16.4,73.0,19.5,9.0,6.3
244,1940-09-01,0.0,1,2.7,0,5.3,13.7,1013.4,18.1,67.0,21.7,15.0,12.9
245,1940-09-02,0.0,0,2.4,0,6.3,13.7,1010.2,16.6,71.0,20.8,15.0,12.7
246,1940-09-03,0.0,0,8.1,0,3.3,12.8,1012.8,15.3,75.0,19.5,11.4,9.1
247,1940-09-04,0.0,0,8.5,0,2.0,14.7,1012.4,18.0,74.0,24.4,10.8,9.1
248,1940-09-05,0.0,0,11.6,0,0.7,14.1,1010.6,21.6,59.0,27.9,14.9,12.5
249,1940-09-06,0.0,1,6.3,0,4.0,16.5,1009.4,19.0,76.0,23.5,15.8,13.4
250,1940-09-07,0.0,0,10.9,0,2.0,12.7,1005.2,18.0,64.0,22.6,11.8,9.1
251,1940-09-08,1.5,1,2.6,0,7.0,13.9,997.1,16.1,75.0,19.7,12.5,11.8
252,1940-09-09,0.6,1,0.0,0,7.7,11.2,1000.3,12.6,78.0,15.7,10.3,10.1
253,1940-09-10,2.1,1,7.9,0,5.0,9.7,1004.8,13.1,69.0,16.6,7.3,5.3
254,1940-09-11,1.9,1,6.1,0,3.0,9.7,1006.8,11.2,72.0,14.2,9.8,10.1
