,MESS_DATUM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,TMK,UPM,TXK,TNK,TGK
0,1947-01-01,0.0,0,2.0,6,6.3,5.9,0.2,93.0,3.7,-3.9,-999.0
1,1947-01-02,0.1,7,0.0,3,7.7,5.6,0.2,90.0,1.8,-3.5,-999.0
2,1947-01-03,0.0,0,0.0,3,6.0,6.0,0.9,90.0,2.7,-1.0,-999.0
3,1947-01-04,0.0,0,4.7,2,3.7,3.7,-4.7,81.0,1.5,-8.4,-999.0
4,1947-01-05,0.0,0,6.6,1,0.0,2.0,-10.6,70.0,-4.5,-12.2,-999.0
5,1947-01-06,0.0,0,6.6,1,0.7,1.7,-11.0,67.0,-7.5,-16.2,-999.0
6,1947-01-07,1.6,7,0.0,1,8.0,2.3,-9.9,80.0,-9.0,-11.6,-999.0
7,1947-01-08,1.3,8,0.0,3,8.0,3.5,-5.5,88.0,-3.5,-10.0,-999.0
8,1947-01-09,3.1,1,0.0,3,7.7,6.0,0.4,96.0,2.3,-5.1,-999.0
9,1947-01-10,1.0,1,3.2,2,5.7,6.7,2.4,92.0,4.8,-0.2,-999.0
10,1947-01-11,10.3,8,0.0,1,8.0,6.8,2.7,95.0,4.7,-0.1,-999.0
11,1947-01-12,1.1,1,1.7,0,4.0,7.9,5.5,84.0,8.5,2.7,-999.0
12,1947-01-13,9.9,1,0.3,0,6.7,8.8,6.6,88.0,8.7,4.2,-999.0
13,1947-01-14,6.9,1,0.5,0,7.0,7.2,4.7,85.0,6.0,2.9,-999.0
14,1947-01-15,0.0,1,0.4,0,5.0,8.5,4.6,91.0,10.0,0.5,-999.0
15,1947-01-16,0.0,0,7.2,0,0.7,6.5,1.7,90.0,8.8,-1.7,-999.0
16,1947-01-17,0.5,1,3.3,0,5.7,7.2,5.2,81.0,11.2,-1.4,-999.0
17,1947-01-18,0.1,1,2.8,0,1.0,6.3,2.8,81.0,6.3,-1.0,-999.0
18,1947-01-19,0.0,0,0.0,0,5.3,6.3,1.2,91.0,4.0,-1.0,-999.0
19,1947-01-20,0.0,0,0.0,0,5.3,5.1,-2.5,99.0,-0.4,-4.8,-999.0
20,1947-01-21,0.6,7,6.0,0,5.3,4.3,-0.4,73.0,2.7,-4.1,-999.0
21,1947-01-22,0.1,7,4.1,1,6.7,3.5,-3.2,71.0,-0.2,-5.3,-999.0
22,1947-01-23,0.1,7,1.2,1,6.7,3.5,-4.0,77.0,-2.2,-5.5,-999.0
23,1947-01-24,0.0,1,4.1,1,5.3,2.9,-5.9,75.0,-4.0,-8.2,-999.0
24,1947-01-25,0.0,0,7.5,1,0.3,2.5,-7.5,74.0,-4.2,-10.8,-999.0
25,1947-01-26,0.0,1,0.0,0,4.7,2.4,-7.8,70.0,-4.5,-10.2,-999.0
26,1947-01-27,0.1,7,0.5,0,2.7,2.3,-9.1,75.0,-6.5,-11.4,-999.0
27,1947-01-28,0.0,1,5.5,1,2.7,2.3,-10.3,80.0,-7.5,-15.2,-999.0
28,1947-01-29,0.0,0,7.6,0,0.7,2.4,-8.8,76.0,-5.9,-12.7,-999.0
29,1947-01-30,0.0,0,0.0,0,2.7,2.9,-8.0,87.0,-5.7,-11.7,-999.0
30,1947-01-31,0.0,0,4.8,0,0.7,2.8,-7.5,80.0,-3.8,-13.6,-999.0
31,1947-02-01,0.0,0,6.0,0,3.0,2.9,-6.2,77.0,-2.8,-11.0,-999.0
32,1947-02-02,0.0,7,4.9,0,5.3,2.8,-5.9,74.0,-4.0,-10.6,-999.0
33,1947-02-03,0.0,7,0.4,0,7.3,4.1,-2.0,79.0,-0.2,-5.2,-999.0
34,1947-02-04,0.7,7,2.6,0,7.3,3.6,-2.6,71.0,-1.1,-5.5,-999.0
35,1947-02-05,1.6,7,0.0,1,6.7,4.0,-4.4,89.0,-2.4,-5.7,-999.0
36,1947-02-06,1.3,7,0.0,2,7.3,3.6,-5.7,88.0,-3.5,-7.4,-999.0
37,1947-02-07,0.0,0,2.2,3,6.3,3.3,-5.8,82.0,-3.5,-8.4,-999.0
38,1947-02-08,4.7,8,0.3,3,7.7,3.6,-4.3,82.0,-1.9,-9.0,-999.0
39,1947-02-09,0.0,0,6.5,3,4.0,5.5,0.1,88.0,2.6,-3.9,-999.0
40,1947-02-10,1.2,7,0.2,3,8.0,5.5,0.7,84.0,2.0,-1.1,-999.0
41,1947-02-11,0.0,0,0.0,2,5.0,5.1,-1.5,89.0,1.2,-3.3,-999.0
42,1947-02-12,0.0,0,6.5,2,0.0,4.7,-0.3,81.0,2.4,-6.4,-999.0
43,1947-02-13,0.0,0,5.3,2,4.7,4.5,-2.5,90.0,1.2,-6.1,-999.0
44,1947-02-14,0.0,0,0.0,2,8.0,4.1,-2.8,84.0,-1.0,-4.5,-999.0
45,1947-02-15,0.0,0,0.0,1,7.3,3.3,-5.1,80.0,-3.5,-6.8,-999.0
46,1947-02-16,0.6,7,0.0,1,7.7,3.3,-6.1,86.0,-5.0,-7.4,-999.0
47,1947-02-17,0.0,0,0.0,2,7.7,3.5,-4.4,81.0,-3.0,-8.1,-999.0
48,1947-02-18,0.0,0,1.9,2,5.0,3.2,-4.9,77.0,-3.0,-7.6,-999.0
49,1947-02-19,0.0,0,0.0,2,8.0,3.3,-5.0,83.0,-3.4,-9.1,-999.0
50,1947-02-20,0.1,7,0.0,2,6.7,3.7,-4.8,87.0,-3.4,-6.1,-999.0
51,1947-02-21,22.4,8,0.0,5,8.0,5.3,-0.4,94.0,2.4,-6.0,-999.0
52,1947-02-22,6.3,1,0.0,0,8.0,8.7,5.1,93.0,8.5,2.0,-999.0
53,1947-02-23,0.0,0,6.8,0,3.7,3.9,-2.9,75.0,2.9,-5.2,-999.0
54,1947-02-24,0.0,0,6.9,0,4.3,3.3,-4.7,78.0,-2.5,-8.6,-999.0
55,1947-02-25,0.0,7,0.0,0,5.3,3.1,-3.9,68.0,-2.0,-5.8,-999.0
56,1947-02-26,0.0,0,7.9,0,0.3,3.5,-3.5,74.0,0.2,-9.4,-999.0
57,1947-02-27,5.2,8,3.2,0,7.3,3.9,-2.2,76.0,0.2,-7.5,-999.0
58,1947-02-28,3.2,7,1.1,0,7.3,5.5,0.6,85.0,4.0,-1.3,-999.0
59,1947-03-01,0.5,7,5.4,3,6.3,3.9,-0.8,68.0,1.5,-3.0,-999.0
60,1947-03-02,0.0,0,8.3,2,1.0,3.6,-2.0,69.0,3.0,-6.8,-999.0
61,1947-03-03,0.0,0,7.0,1,4.0,3.7,-1.6,72.0,3.0,-9.0,-999.0
62,1947-03-04,9.1,1,0.0,0,8.0,4.5,0.6,72.0,1.7,-3.1,-999.0
63,1947-03-05,17.1,1,0.0,0,8.0,7.2,2.3,98.0,4.9,0.5,-999.0
64,1947-03-06,2.5,1,7.0,0,5.3,8.7,8.5,77.0,14.0,1.3,-999.0
65,1947-03-07,0.8,8,0.0,0,5.7,5.9,0.6,82.0,8.5,-2.5,-999.0
66,1947-03-08,0.0,0,8.9,0,0.7,4.1,-1.6,75.0,2.5,-6.0,-999.0
67,1947-03-09,0.0,0,4.6,0,2.3,4.1,0.0,72.0,6.0,-5.7,-999.0
68,1947-03-10,21.7,8,0.0,0,8.0,6.1,1.4,89.0,2.5,-2.2,-999.0
69,1947-03-11,11.3,1,1.7,0,7.7,8.5,5.7,88.0,11.0,1.5,-999.0
70,1947-03-12,0.3,1,0.0,0,8.0,5.9,0.3,93.0,3.7,-0.5,-999.0
71,1947-03-13,0.5,1,0.2,0,5.7,7.6,7.0,84.0,11.7,-0.2,-999.0
72,1947-03-14,6.1,1,1.1,0,7.3,9.5,10.4,73.0,13.0,9.1,-999.0
73,1947-03-15,0.0,0,5.9,0,5.0,4.1,0.7,64.0,9.0,-1.0,-999.0
74,1947-03-16,0.0,0,4.5,0,5.0,6.0,3.3,79.0,7.6,-1.2,-999.0
75,1947-03-17,0.0,0,4.4,0,6.3,9.1,11.9,65.0,15.0,3.5,-999.0
76,1947-03-18,11.5,1,4.6,0,5.3,9.2,9.1,77.0,16.0,5.7,-999.0
77,1947-03-19,3.0,1,1.1,0,6.0,9.3,8.6,83.0,12.0,6.7,-999.0
78,1947-03-20,7.6,1,3.2,0,7.3,8.9,6.8,90.0,10.5,6.1,-999.0
79,1947-03-21,2.1,1,3.0,0,7.3,9.1,12.4,66.0,16.2,6.3,-999.0
80,1947-03-22,13.3,1,0.0,0,7.7,12.0,11.0,90.0,14.5,9.7,-999.0
81,1947-03-23,8.2,1,3.3,0,6.7,9.9,8.8,86.0,13.3,6.2,-999.0
82,1947-03-24,4.1,1,4.7,0,5.0,8.9,8.8,78.0,12.5,7.0,-999.0
83,1947-03-25,0.0,0,5.3,0,3.7,5.6,3.4,70.0,8.3,0.5,-999.0
84,1947-03-26,0.0,0,3.7,0,5.7,5.7,4.4,70.0,7.0,-2.0,-999.0
85,1947-03-27,0.1,1,1.6,0,4.0,7.7,6.9,79.0,12.9,-0.2,-999.0
86,1947-03-28,0.0,0,7.7,0,5.0,8.9,11.1,70.0,20.0,4.6,-999.0
87,1947-03-29,2.3,1,1.0,0,7.3,8.9,11.6,63.0,18.0,8.3,-999.0
88,1947-03-30,0.1,1,0.0,0,6.3,8.0,8.0,74.0,12.8,6.2,-999.0
89,1947-03-31,2.0,1,7.5,0,3.7,8.7,10.6,67.0,15.6,5.9,-999.0
90,1947-04-01,0.7,1,3.5,0,5.3,8.8,7.6,81.0,11.3,5.6,-999.0
91,1947-04-02,2.8,1,0.0,0,8.0,8.9,7.4,86.0,8.5,5.2,-999.0
92,1947-04-03,7.2,1,5.3,0,7.3,8.8,8.6,79.0,13.7,6.1,-999.0
93,1947-04-04,3.0,1,4.2,0,6.0,7.6,9.2,66.0,12.9,6.7,-999.0
94,1947-04-05,0.0,1,1.7,0,5.0,6.1,4.3,72.0,8.7,2.4,-999.0
95,1947-04-06,5.7,1,0.0,0,8.0,8.7,10.3,75.0,13.5,3.2,-999.0
96,1947-04-07,7.4,1,1.9,0,5.7,11.2,12.8,77.0,15.0,11.7,-999.0
97,1947-04-08,5.6,1,5.0,0,7.0,10.5,11.1,73.0,19.4,6.5,-999.0
98,1947-04-09,2.4,1,6.0,0,7.0,6.4,7.3,60.0,12.0,5.0,-999.0
99,1947-04-10,0.0,0,10.6,0,0.3,5.2,6.4,58.0,11.2,0.0,-999.0
100,1947-04-11,0.0,0,10.7,0,0.0,5.7,7.6,56.0,12.3,2.9,-999.0
101,1947-04-12,0.0,0,10.8,0,0.0,5.7,10.3,49.0,16.0,3.9,-999.0
102,1947-04-13,0.0,0,10.8,0,0.7,6.0,10.9,49.0,18.5,5.5,-999.0
103,1947-04-14,0.0,0,10.8,0,4.0,7.5,13.2,53.0,23.2,2.9,-999.0
104,1947-04-15,0.0,0,11.6,0,1.0,8.1,15.0,51.0,24.1,7.0,-999.0
105,1947-04-16,0.0,0,11.6,0,0.3,9.6,15.2,59.0,24.7,7.0,-999.0
106,1947-04-17,0.0,0,11.2,0,1.0,9.2,16.4,55.0,25.6,7.4,-999.0
107,1947-04-18,0.2,1,4.2,0,3.7,10.4,12.8,71.0,17.4,9.8,-999.0
108,1947-04-19,14.5,1,3.9,0,4.0,10.9,13.4,74.0,22.0,8.5,-999.0
109,1947-04-20,0.5,1,10.0,0,1.0,10.9,13.6,73.0,20.6,8.4,-999.0
110,1947-04-21,1.6,1,7.5,0,4.3,9.3,12.4,64.0,17.7,7.8,-999.0
111,1947-04-22,5.6,1,9.4,0,6.7,8.5,16.0,55.0,24.3,3.5,-999.0
112,1947-04-23,0.3,1,5.7,0,6.3,9.2,12.1,67.0,18.6,9.0,-999.0
113,1947-04-24,0.0,0,10.2,0,4.3,7.2,11.4,54.0,16.4,7.7,-999.0
114,1947-04-25,0.0,0,10.8,0,1.3,8.5,13.0,63.0,21.1,4.5,-999.0
115,1947-04-26,0.8,1,4.8,0,3.3,12.4,15.4,70.0,22.9,8.1,-999.0
116,1947-04-27,0.0,0,10.3,0,4.0,11.7,16.2,64.0,22.5,6.9,-999.0
117,1947-04-28,0.3,1,2.2,0,7.0,9.5,13.2,61.0,17.4,12.0,-999.0
118,1947-04-29,0.0,0,9.5,0,4.0,7.5,11.0,58.0,16.0,8.4,-999.0
119,1947-04-30,1.6,1,8.3,0,5.3,7.9,10.3,63.0,14.4,4.4,-999.0
120,1947-05-01,0.1,1,3.7,0,4.3,7.2,9.4,63.0,12.7,5.7,-999.0
121,1947-05-02,0.0,1,1.4,0,7.7,8.8,13.1,61.0,16.0,6.8,-999.0
122,1947-05-03,0.0,0,0.3,0,7.3,10.7,14.5,65.0,17.9,10.6,-999.0
123,1947-05-04,5.2,1,1.0,0,5.7,10.5,11.4,75.0,15.2,9.9,-999.0
124,1947-05-05,2.1,1,0.0,0,8.0,10.5,8.9,93.0,10.2,8.0,-999.0
125,1947-05-06,0.2,1,0.0,0,8.0,10.8,10.6,86.0,13.0,7.6,-999.0
126,1947-05-07,0.0,0,11.8,0,2.0,10.8,13.8,73.0,21.0,4.9,-999.0
127,1947-05-08,0.0,0,11.9,0,0.7,12.1,17.0,67.0,25.7,7.3,-999.0
128,1947-05-09,0.0,1,11.8,0,0.7,11.7,19.1,56.0,27.0,10.5,-999.0
129,1947-05-10,18.1,1,0.0,0,6.3,14.3,14.7,85.0,20.0,12.4,-999.0
130,1947-05-11,0.0,0,9.7,0,4.7,14.1,17.8,72.0,23.9,10.4,-999.0
131,1947-05-12,0.0,0,11.9,0,3.0,13.5,19.0,65.0,26.5,11.2,-999.0
132,1947-05-13,0.0,0,10.2,0,3.3,11.6,19.6,54.0,25.3,11.4,-999.0
133,1947-05-14,3.5,1,11.7,0,3.3,13.9,19.7,60.0,26.3,12.5,-999.0
134,1947-05-15,2.1,1,0.0,0,7.7,14.7,13.8,88.0,18.6,11.4,-999.0
135,1947-05-16,0.1,1,0.0,0,8.0,10.3,9.9,84.0,12.0,8.0,-999.0
136,1947-05-17,2.9,1,5.5,0,5.3,10.0,11.8,74.0,17.0,6.0,-999.0
137,1947-05-18,0.1,1,0.0,0,6.0,10.4,12.6,73.0,17.3,8.6,-999.0
138,1947-05-19,0.0,0,0.0,0,5.0,12.0,13.1,79.0,18.7,9.1,-999.0
139,1947-05-20,0.0,0,0.0,0,7.0,11.2,14.7,69.0,19.0,7.2,-999.0
140,1947-05-21,0.0,0,0.0,0,4.7,10.4,16.2,58.0,20.4,11.4,-999.0
141,1947-05-22,0.0,1,0.0,0,8.0,11.2,16.6,60.0,20.5,14.0,-999.0
142,1947-05-23,4.3,1,0.0,0,7.7,14.8,15.8,83.0,19.8,13.7,-999.0
143,1947-05-24,3.7,1,0.0,0,3.7,14.7,15.8,81.0,21.4,12.9,-999.0
144,1947-05-25,0.0,0,0.0,0,4.3,15.1,17.4,76.0,24.0,11.0,-999.0
145,1947-05-26,0.0,0,0.0,0,1.3,15.2,20.4,66.0,28.0,10.9,-999.0
146,1947-05-27,0.0,0,0.0,0,5.0,15.9,21.8,63.0,28.7,15.8,-999.0
147,1947-05-28,0.0,0,0.0,0,1.0,12.9,21.0,52.0,25.5,15.9,-999.0
148,1947-05-29,0.0,0,0.0,0,0.7,11.7,21.1,48.0,26.4,15.2,-999.0
149,1947-05-30,0.0,0,0.0,0,0.0,13.1,21.0,53.0,27.0,15.3,-999.0
150,1947-05-31,0.0,0,0.0,0,0.0,16.1,22.1,63.0,30.0,12.3,-999.0
151,1947-06-01,0.0,0,0.0,0,5.7,17.3,24.0,59.0,30.7,16.5,-999.0
152,1947-06-02,0.0,0,0.0,0,1.3,15.9,24.3,56.0,32.4,15.3,-999.0
153,1947-06-03,2.4,1,0.0,0,2.3,17.3,23.7,60.0,33.0,17.2,-999.0
154,1947-06-04,4.7,1,0.0,0,2.7,16.7,22.1,63.0,30.5,18.2,-999.0
155,1947-06-05,1.7,1,0.0,0,2.3,12.0,17.0,62.0,20.8,15.0,-999.0
156,1947-06-06,15.7,1,0.0,0,7.7,11.3,11.9,79.0,16.8,10.1,-999.0
157,1947-06-07,10.7,1,0.0,0,7.3,10.9,12.1,77.0,16.4,9.3,-999.0
158,1947-06-08,1.7,1,0.0,0,6.3,11.5,14.9,69.0,18.3,11.2,-999.0
159,1947-06-09,1.1,1,8.4,0,6.0,10.7,14.2,68.0,17.5,11.4,-999.0
160,1947-06-10,0.0,0,6.3,0,4.7,9.9,13.8,64.0,19.0,9.4,-999.0
161,1947-06-11,0.0,0,12.9,0,0.7,9.7,14.8,61.0,21.0,6.5,-999.0
162,1947-06-12,0.0,0,12.1,0,0.7,10.0,16.4,54.0,21.5,8.7,-999.0
163,1947-06-13,0.0,1,9.6,0,5.0,13.3,17.6,65.0,21.9,9.4,-999.0
164,1947-06-14,4.9,1,10.9,0,4.0,12.4,19.4,56.0,24.1,15.0,-999.0
165,1947-06-15,16.0,1,2.4,0,7.0,13.3,13.4,86.0,19.5,11.0,-999.0
166,1947-06-16,0.0,0,10.8,0,1.7,11.3,14.5,70.0,19.8,8.5,-999.0
167,1947-06-17,0.0,0,12.5,0,0.7,10.5,15.5,61.0,23.0,8.4,-999.0
168,1947-06-18,0.0,0,13.1,0,0.0,10.3,18.8,48.0,26.1,9.6,-999.0
169,1947-06-19,0.2,1,3.9,0,5.3,14.8,18.3,72.0,25.1,11.6,-999.0
170,1947-06-20,0.0,0,4.5,0,6.0,17.5,20.5,73.0,25.5,16.8,-999.0
171,1947-06-21,1.0,1,4.9,0,6.0,16.7,20.9,67.0,25.0,16.5,-999.0
172,1947-06-22,1.9,1,3.3,0,7.3,14.4,15.3,80.0,21.4,13.2,-999.0
173,1947-06-23,0.0,0,6.1,0,3.0,12.4,15.5,72.0,20.0,11.5,-999.0
174,1947-06-24,0.0,0,12.2,0,0.3,13.2,19.9,61.0,25.7,9.2,-999.0
175,1947-06-25,0.0,0,12.8,0,0.0,17.3,23.6,64.0,33.0,12.7,-999.0
176,1947-06-26,0.0,0,12.7,0,0.3,18.3,26.7,55.0,35.0,18.0,-999.0
177,1947-06-27,0.0,0,13.0,0,0.0,18.4,26.6,56.0,35.7,19.1,-999.0
178,1947-06-28,0.0,0,12.3,0,1.0,17.2,27.7,46.0,33.8,19.9,-999.0
179,1947-06-29,0.0,0,11.3,0,3.0,19.2,26.2,56.0,31.5,17.5,-999.0
180,1947-06-30,4.1,1,1.8,0,8.0,20.4,21.9,79.0,25.4,18.7,-999.0
181,1947-07-01,2.1,1,0.0,0,8.0,18.8,18.8,86.0,23.0,18.1,-999.0
182,1947-07-02,0.0,0,8.2,0,3.7,15.5,18.4,74.0,23.9,14.4,-999.0
183,1947-07-03,0.0,0,12.5,0,0.3,13.6,21.8,56.0,27.5,12.4,-999.0
184,1947-07-04,0.0,0,11.4,0,1.7,16.8,23.6,60.0,30.5,13.7,-999.0
185,1947-07-05,1.7,1,3.6,0,6.0,15.9,19.7,67.0,26.0,18.1,-999.0
186,1947-07-06,0.0,0,10.8,0,3.3,11.2,17.6,58.0,22.5,10.0,-999.0
187,1947-07-07,4.1,1,11.5,0,4.3,14.5,22.1,58.0,29.2,13.2,-999.0
188,1947-07-08,3.4,1,8.6,0,4.3,13.6,18.2,64.0,23.6,16.7,-999.0
189,1947-07-09,1.8,1,5.9,0,5.7,11.6,14.0,72.0,18.6,12.0,-999.0
190,1947-07-10,1.3,1,0.0,0,6.3,11.3,13.7,73.0,16.4,12.6,-999.0
191,1947-07-11,8.7,1,3.6,0,6.7,14.5,16.1,81.0,19.9,12.9,-999.0
192,1947-07-12,0.0,0,10.0,0,4.3,13.1,15.5,74.0,21.5,13.8,-999.0
193,1947-07-13,0.0,0,11.1,0,0.7,12.5,17.9,64.0,24.5,10.2,-999.0
194,1947-07-14,0.0,0,12.6,0,0.7,13.9,20.8,60.0,26.5,11.3,-999.0
195,1947-07-15,0.0,0,11.7,0,0.7,14.9,22.5,57.0,28.0,16.6,-999.0
196,1947-07-16,0.0,0,13.0,0,1.3,13.2,22.8,50.0,28.4,16.0,-999.0
197,1947-07-17,0.0,0,9.3,0,4.0,14.9,21.3,60.0,27.6,13.5,-999.0
198,1947-07-18,0.5,1,6.4,0,5.3,16.4,19.5,72.0,27.6,14.4,-999.0
199,1947-07-19,9.3,1,3.2,0,4.7,17.6,17.5,89.0,23.8,13.9,-999.0
200,1947-07-20,7.9,1,2.1,0,7.0,16.4,17.3,83.0,19.7,15.5,-999.0
201,1947-07-21,0.0,0,8.8,0,2.0,14.9,18.4,73.0,24.7,13.0,-999.0
202,1947-07-22,0.0,0,12.4,0,0.0,15.7,22.2,61.0,29.2,12.6,-999.0
203,1947-07-23,0.0,0,12.2,0,0.3,14.4,23.2,52.0,31.5,14.0,-999.0
204,1947-07-24,0.0,0,11.2,0,3.0,16.5,25.6,55.0,33.5,16.4,-999.0
205,1947-07-25,0.0,0,11.9,0,2.0,17.7,25.9,57.0,34.9,17.7,-999.0
206,1947-07-26,0.0,0,11.9,0,2.3,19.7,27.4,55.0,35.0,21.7,-999.0
207,1947-07-27,0.0,0,7.2,0,5.0,19.3,25.3,62.0,31.0,19.4,-999.0
208,1947-07-28,0.0,0,12.4,0,0.7,18.5,26.8,56.0,34.4,18.7,-999.0
209,1947-07-29,0.0,0,12.4,0,2.3,17.5,29.4,49.0,37.0,17.7,-999.0
210,1947-07-30,0.9,1,11.3,0,2.0,18.1,26.8,52.0,31.9,22.3,-999.0
211,1947-07-31,0.5,1,9.2,0,3.3,20.0,25.8,64.0,32.6,18.5,-999.0
212,1947-08-01,0.0,0,11.7,0,0.7,14.4,23.8,51.0,29.9,17.9,-999.0
213,1947-08-02,0.0,0,7.8,0,6.7,14.7,24.5,48.0,31.5,15.5,-999.0
214,1947-08-03,0.0,0,11.8,0,1.7,16.7,25.8,52.0,33.0,18.1,-999.0
215,1947-08-04,0.9,1,11.3,0,3.0,16.7,24.7,56.0,34.0,17.5,-999.0
216,1947-08-05,12.6,1,2.0,0,5.0,17.6,17.8,81.0,24.1,14.8,-999.0
217,1947-08-06,0.4,1,5.9,0,6.0,14.9,18.0,73.0,22.0,14.2,-999.0
218,1947-08-07,0.0,0,2.2,0,6.7,15.1,17.6,74.0,20.9,15.7,-999.0
219,1947-08-08,0.0,0,3.8,0,4.3,12.4,16.9,65.0,21.3,14.6,-999.0
220,1947-08-09,0.0,0,11.7,0,0.3,11.6,19.3,57.0,25.3,8.8,-999.0
221,1947-08-10,0.0,0,11.0,0,1.0,15.3,22.0,62.0,28.0,13.8,-999.0
222,1947-08-11,1.4,1,8.0,0,4.7,17.6,21.3,71.0,27.7,18.0,-999.0
223,1947-08-12,0.0,0,11.6,0,0.3,14.0,23.3,51.0,28.2,14.5,-999.0
224,1947-08-13,0.0,0,11.5,0,0.3,13.2,24.4,45.0,29.5,18.8,-999.0
225,1947-08-14,0.0,0,11.9,0,0.3,12.1,25.6,38.0,30.9,18.8,-999.0
226,1947-08-15,0.0,0,11.7,0,0.0,13.2,27.4,38.0,33.0,17.8,-999.0
227,1947-08-16,0.0,0,11.9,0,0.0,13.5,26.0,41.0,33.0,17.2,-999.0
228,1947-08-17,0.0,0,11.9,0,0.0,12.4,26.8,36.0,32.3,20.9,-999.0
229,1947-08-18,0.0,0,11.9,0,0.0,12.3,24.6,41.0,32.4,15.7,-999.0
230,1947-08-19,0.0,0,9.7,0,2.3,12.8,24.8,45.0,33.4,15.0,-999.0
231,1947-08-20,0.0,0,9.5,0,1.0,14.5,24.1,51.0,32.0,17.4,-999.0
232,1947-08-21,3.7,1,1.3,0,7.3,16.1,19.0,72.0,21.4,17.4,-999.0
233,1947-08-22,0.0,0,2.4,0,6.0,12.5,20.4,54.0,25.4,16.8,-999.0
234,1947-08-23,0.0,0,11.2,0,0.3,10.7,20.6,47.0,26.1,14.8,-999.0
235,1947-08-24,0.0,0,9.1,0,3.0,12.9,19.8,58.0,25.6,12.4,-999.0
236,1947-08-25,0.0,0,9.1,0,3.0,14.0,20.2,60.0,24.7,13.6,-999.0
237,1947-08-26,0.0,0,11.2,0,4.0,13.3,20.1,58.0,25.5,16.1,-999.0
238,1947-08-27,0.0,0,11.2,0,0.7,11.2,20.9,47.0,26.0,15.8,-999.0
239,1947-08-28,0.0,0,11.2,0,1.3,10.1,21.9,43.0,29.2,13.0,-999.0
240,1947-08-29,0.0,0,11.3,0,2.0,10.4,19.7,46.0,24.4,15.4,-999.0
241,1947-08-30,0.0,0,10.9,0,0.0,8.4,16.6,46.0,22.5,12.0,-999.0
242,1947-08-31,0.0,0,11.1,0,0.3,8.3,14.8,53.0,22.4,7.6,-999.0
243,1947-09-01,0.0,0,11.0,0,0.0,8.8,17.8,49.0,24.4,8.4,-999.0
244,1947-09-02,0.0,0,8.8,0,2.7,10.0,18.6,48.0,24.9,11.1,-999.0
245,1947-09-03,0.0,0,8.8,0,0.3,10.9,18.3,56.0,24.3,11.7,-999.0
246,1947-09-04,0.0,0,10.2,0,0.7,11.6,17.7,58.0,25.4,12.5,-999.0
247,1947-09-05,0.0,0,10.7,0,0.0,10.3,17.2,57.0,26.2,9.8,-999.0
248,1947-09-06,0.0,0,9.8,0,0.7,9.6,18.4,51.0,28.0,9.8,-999.0
249,1947-09-07,0.0,0,10.3,0,1.7,11.7,17.6,58.0,24.2,14.2,-999.0
250,1947-09-08,18.9,1,5.0,0,6.3,14.7,18.2,71.0,24.4,12.5,-999.0
251,1947-09-09,2.2,1,6.6,0,3.3,15.9,17.1,79.0,22.5,15.2,-999.0
252,1947-09-10,0.0,0,10.5,0,1.0,12.5,16.6,70.0,25.7,9.8,-999.0
253,1947-09-11,0.0,0,10.4,0,0.3,15.6,20.2,69.0,29.7,10.5,-999.0
254,1947-09-12,0.0,0,9.6,0,1.0,17.2,23.9,61.0,32.1,16.1,-999.0
255,1947-09-13,0.0,0,10.1,0,0.0,15.7,22.6,61.0,32.4,15.9,-999.0
256,1947-09-14,0.0,0,10.0,0,3.0,13.6,23.5,50.0,31.0,15.9,-999.0
257,1947-09-15,0.0,0,10.3,0,0.3,12.0,22.4,49.0,31.5,14.8,-999.0
258,1947-09-16,0.0,0,10.4,0,0.0,11.9,22.5,48.0,31.6,14.8,-999.0
259,1947-09-17,0.0,0,10.2,0,0.7,13.1,22.5,51.0,31.8,13.4,-999.0
260,1947-09-18,0.0,0,9.7,0,0.0,15.2,20.6,66.0,30.9,14.1,-999.0
261,1947-09-19,0.0,0,10.1,0,0.7,12.9,21.2,55.0,31.0,14.0,-999.0
262,1947-09-20,0.0,0,10.2,0,0.3,12.7,21.2,54.0,30.0,13.4,-999.0
263,1947-09-21,3.3,1,6.7,0,5.3,14.0,17.9,69.0,22.5,15.1,-999.0
264,1947-09-22,0.0,0,5.8,0,2.7,10.1,12.8,67.0,19.0,10.4,-999.0
265,1947-09-23,2.7,1,0.3,0,8.0,10.7,11.3,81.0,15.0,6.4,-999.0
266,1947-09-24,0.5,1,0.6,0,8.0,9.2,9.6,78.0,12.0,7.0,-999.0
267,1947-09-25,0.1,1,0.0,0,8.0,11.9,12.6,84.0,14.3,8.9,-999.0
268,1947-09-26,0.0,0,2.6,0,6.7,14.8,18.0,73.0,23.5,13.0,-999.0
269,1947-09-27,0.0,0,2.8,0,4.7,14.8,15.4,83.0,20.4,14.0,-999.0
270,1947-09-28,0.0,0,8.8,0,0.7,12.0,15.8,69.0,24.5,10.4,-999.0
271,1947-09-29,1.6,1,5.3,0,5.7,12.5,16.6,67.0,20.5,10.9,-999.0
272,1947-09-30,0.0,0,7.9,0,1.3,8.5,10.3,67.0,17.0,7.3,-999.0
273,1947-10-01,0.0,0,9.0,0,0.7,6.8,8.3,66.0,16.0,2.5,-999.0
274,1947-10-02,0.0,0,9.4,0,0.3,8.4,10.7,68.0,17.8,2.5,-999.0
