,MESS_DATUM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,TMK,UPM,TXK,TNK,TGK
4211,1958-07-13,1.4,1,-999.0,0,2.7,17.5,23.0,61.0,27.7,16.0,-999.0
4212,1958-07-14,0.0,0,-999.0,0,1.3,13.3,18.8,60.0,25.0,13.9,-999.0
4213,1958-07-15,0.0,0,-999.0,0,3.3,17.9,23.1,62.0,30.2,13.9,-999.0
4214,1958-07-16,4.6,1,-999.0,0,6.7,19.6,19.2,83.0,25.0,16.5,-999.0
4215,1958-07-17,0.0,0,-999.0,0,1.7,13.3,15.8,72.0,20.3,13.3,-999.0
4216,1958-07-18,0.0,0,-999.0,0,0.3,12.7,18.2,61.0,23.5,11.2,-999.0
4217,1958-07-19,0.0,0,-999.0,0,1.3,15.1,21.2,59.0,28.3,11.6,-999.0
4218,1958-07-20,0.0,1,-999.0,0,5.0,16.5,20.0,69.0,28.0,15.0,-999.0
4219,1958-07-21,4.3,1,-999.0,0,3.3,13.2,16.6,69.0,20.2,14.6,-999.0
4220,1958-07-22,3.4,1,-999.0,0,7.0,13.5,15.3,76.0,19.8,13.3,-999.0
4221,1958-07-23,8.0,1,-999.0,0,3.3,12.5,14.8,73.0,18.8,12.2,-999.0
4222,1958-07-24,0.0,0,-999.0,0,1.7,12.4,14.2,75.0,20.0,12.1,-999.0
4223,1958-07-25,0.0,0,-999.0,0,3.3,12.3,15.3,70.0,21.0,9.2,-999.0
4224,1958-07-26,3.4,1,-999.0,0,5.7,15.7,19.8,68.0,25.0,9.5,-999.0
4225,1958-07-27,1.3,1,-999.0,0,6.3,18.5,20.1,78.0,24.5,16.3,-999.0
4226,1958-07-28,3.8,1,-999.0,0,4.3,20.5,22.5,77.0,27.2,17.1,-999.0
4227,1958-07-29,2.4,1,-999.0,0,5.0,18.9,18.8,83.0,22.7,16.6,-999.0
4228,1958-07-30,0.0,0,-999.0,0,4.7,18.0,20.0,76.0,24.5,14.4,-999.0
4229,1958-07-31,0.0,0,-999.0,0,1.0,17.5,21.4,68.0,27.2,14.0,-999.0
4230,1958-08-01,21.7,1,-999.0,0,3.3,19.7,21.9,72.0,30.9,15.2,-999.0
4231,1958-08-02,0.0,0,-999.0,0,2.7,13.9,16.4,71.0,24.7,13.6,-999.0
4232,1958-08-03,0.0,0,-999.0,0,3.0,12.5,14.8,72.0,19.2,11.9,-999.0
4233,1958-08-04,0.0,0,-999.0,0,0.3,13.1,16.5,70.0,23.2,9.1,-999.0
4234,1958-08-05,0.0,0,-999.0,0,1.7,16.7,20.9,68.0,26.5,12.6,-999.0
4235,1958-08-06,14.7,1,-999.0,0,7.0,19.5,18.7,88.0,23.5,15.4,-999.0
4236,1958-08-07,1.7,1,-999.0,0,7.7,14.3,16.1,78.0,19.8,14.1,-999.0
4237,1958-08-08,0.0,1,-999.0,0,6.0,15.6,18.2,76.0,21.3,12.6,-999.0
4238,1958-08-09,0.0,1,-999.0,0,5.7,20.4,20.7,84.0,23.5,17.4,-999.0
4239,1958-08-10,0.0,0,-999.0,0,0.7,22.4,23.9,75.0,29.8,17.8,-999.0
4240,1958-08-11,11.3,1,-999.0,0,4.3,20.3,21.1,75.0,29.0,16.5,-999.0
4241,1958-08-12,3.9,1,-999.0,0,3.7,15.9,16.4,82.0,22.0,14.4,-999.0
4242,1958-08-13,1.1,1,-999.0,0,3.3,14.4,15.3,81.0,20.3,13.8,-999.0
4243,1958-08-14,10.9,1,-999.0,0,5.3,18.5,18.1,90.0,20.0,12.6,-999.0
4244,1958-08-15,0.7,1,-999.0,0,5.7,19.9,21.2,79.0,25.9,17.5,-999.0
4245,1958-08-16,0.5,1,-999.0,0,4.0,19.5,20.6,79.0,26.0,17.7,-999.0
4246,1958-08-17,6.2,1,-999.0,0,3.0,17.1,20.6,71.0,25.4,15.2,-999.0
4247,1958-08-18,2.0,1,-999.0,0,2.3,20.5,21.3,81.0,27.2,15.9,-999.0
4248,1958-08-19,6.7,1,-999.0,0,7.3,19.2,18.0,92.0,22.5,16.1,-999.0
4249,1958-08-20,4.4,1,-999.0,0,3.7,16.3,16.8,83.0,21.1,14.5,-999.0
4250,1958-08-21,5.0,1,-999.0,0,6.3,15.3,16.0,83.0,21.8,14.0,-999.0
4251,1958-08-22,32.2,1,-999.0,0,6.0,16.0,15.4,90.0,19.8,10.1,-999.0
4252,1958-08-23,4.5,1,-999.0,0,5.0,15.6,15.0,91.0,19.0,14.4,-999.0
4253,1958-08-24,3.8,1,-999.0,0,5.3,13.9,14.2,85.0,18.4,10.1,-999.0
4254,1958-08-25,5.6,1,-999.0,0,5.7,14.7,15.9,81.0,20.6,11.9,-999.0
4255,1958-08-26,0.0,0,-999.0,0,4.3,14.4,14.9,83.0,19.1,13.4,-999.0
4256,1958-08-27,0.0,0,-999.0,0,2.0,14.7,17.7,75.0,23.2,9.3,-999.0
4257,1958-08-28,0.0,0,-999.0,0,2.7,18.0,21.6,72.0,26.2,10.4,-999.0
4258,1958-08-29,0.0,0,-999.0,0,4.3,19.7,22.4,74.0,28.0,14.9,-999.0
4259,1958-08-30,0.0,0,-999.0,0,5.0,21.9,23.6,76.0,27.4,18.2,-999.0
4260,1958-08-31,0.0,0,-999.0,0,2.3,16.7,20.9,66.0,26.0,19.0,-999.0
4261,1958-09-01,0.0,0,-999.0,0,1.7,15.9,19.7,70.0,24.0,14.8,-999.0
4262,1958-09-02,0.0,0,-999.0,0,0.3,16.3,20.2,69.0,24.0,15.0,-999.0
4263,1958-09-03,0.0,0,-999.0,0,0.0,14.9,19.5,66.0,23.9,15.1,-999.0
4264,1958-09-04,0.0,0,-999.0,0,3.7,15.5,18.0,74.0,23.4,14.1,-999.0
4265,1958-09-05,0.0,0,-999.0,0,0.7,14.8,18.8,67.0,25.7,12.5,-999.0
4266,1958-09-06,0.0,0,-999.0,0,0.0,17.9,20.3,74.0,27.0,12.4,-999.0
4267,1958-09-07,7.9,1,-999.0,0,3.3,20.8,20.6,83.0,27.2,17.2,-999.0
4268,1958-09-08,0.0,0,-999.0,0,2.7,16.1,17.0,81.0,23.6,14.8,-999.0
4269,1958-09-09,0.0,0,-999.0,0,1.7,13.5,16.7,71.0,22.4,10.8,-999.0
4270,1958-09-10,0.0,0,-999.0,0,2.7,13.5,15.0,78.0,19.6,13.1,-999.0
4271,1958-09-11,0.0,0,-999.0,0,1.3,12.9,14.9,77.0,20.5,9.4,-999.0
4272,1958-09-12,0.0,0,-999.0,0,0.7,12.1,14.0,75.0,19.0,9.9,-999.0
4273,1958-09-13,0.0,0,-999.0,0,0.3,12.5,15.3,72.0,22.7,10.6,-999.0
4274,1958-09-14,0.0,0,-999.0,0,0.0,14.8,16.7,78.0,24.9,8.6,-999.0
4275,1958-09-15,2.3,1,-999.0,0,4.0,18.0,21.0,76.0,27.7,11.5,-999.0
4276,1958-09-16,0.6,1,-999.0,0,4.0,15.5,17.0,78.0,21.5,15.5,-999.0
4277,1958-09-17,8.2,1,-999.0,0,6.0,15.2,15.8,85.0,19.0,11.0,-999.0
4278,1958-09-18,0.7,1,-999.0,0,4.7,15.7,14.6,92.0,17.7,13.2,-999.0
4279,1958-09-19,0.0,0,-999.0,0,4.0,14.9,14.4,89.0,18.7,11.8,-999.0
4280,1958-09-20,6.9,1,-999.0,0,7.7,16.3,16.3,87.0,21.0,10.3,-999.0
4281,1958-09-21,2.0,1,-999.0,0,7.7,15.3,15.4,89.0,17.3,13.1,-999.0
4282,1958-09-22,7.8,1,-999.0,0,5.0,12.4,12.5,84.0,18.5,9.7,-999.0
4283,1958-09-23,0.0,0,-999.0,0,4.7,12.5,13.2,81.0,17.0,9.9,-999.0
4284,1958-09-24,3.1,1,-999.0,0,8.0,14.1,14.4,87.0,15.8,11.1,-999.0
4285,1958-09-25,2.0,1,-999.0,0,6.7,12.3,14.8,72.0,18.0,13.9,-999.0
4286,1958-09-26,0.0,1,-999.0,0,6.0,11.3,11.5,81.0,15.5,10.0,-999.0
4287,1958-09-27,0.0,0,-999.0,0,2.3,11.2,11.8,78.0,17.7,8.9,-999.0
4288,1958-09-28,0.0,0,-999.0,0,0.3,11.5,12.3,79.0,19.5,8.3,-999.0
4289,1958-09-29,0.0,0,-999.0,0,1.0,13.9,14.6,83.0,22.4,7.2,-999.0
4290,1958-09-30,0.8,1,-999.0,0,7.0,15.3,14.8,91.0,17.2,11.2,-999.0
4291,1958-10-01,4.1,1,-999.0,0,7.7,14.3,13.2,93.0,15.2,12.4,-999.0
4292,1958-10-02,1.4,1,-999.0,0,5.7,12.7,13.7,82.0,18.5,9.1,-999.0
4293,1958-10-03,0.0,0,-999.0,0,2.3,11.7,12.2,81.0,19.4,9.1,-999.0
4294,1958-10-04,0.1,1,-999.0,0,6.7,12.7,13.0,85.0,16.4,6.7,-999.0
4295,1958-10-05,0.0,0,-999.0,0,3.3,12.0,12.4,80.0,19.1,9.1,-999.0
4296,1958-10-06,0.0,0,-999.0,0,4.3,11.6,12.2,79.0,16.6,8.5,-999.0
4297,1958-10-07,0.0,0,-999.0,0,2.7,9.1,8.7,77.0,15.1,5.8,-999.0
4298,1958-10-08,0.0,0,-999.0,0,0.7,9.6,9.3,82.0,18.1,1.7,-999.0
4299,1958-10-09,0.0,0,-999.0,0,1.7,10.9,11.2,82.0,19.7,4.7,-999.0
4300,1958-10-10,5.8,1,-999.0,0,3.7,14.5,15.0,86.0,19.8,4.7,-999.0
4301,1958-10-11,2.5,1,-999.0,0,5.0,14.8,15.3,84.0,21.9,11.0,-999.0
4302,1958-10-12,0.8,1,-999.0,0,5.3,12.5,10.8,90.0,14.1,8.0,-999.0
4303,1958-10-13,4.2,1,-999.0,0,7.0,9.2,9.4,81.0,13.4,4.6,-999.0
4304,1958-10-14,1.9,1,-999.0,0,5.3,12.1,10.4,92.0,13.8,8.8,-999.0
4305,1958-10-15,0.4,1,-999.0,0,6.7,12.5,13.2,79.0,18.1,8.2,-999.0
4306,1958-10-16,3.0,1,-999.0,0,6.3,9.1,8.7,78.0,11.9,7.6,-999.0
4307,1958-10-17,3.7,1,-999.0,0,5.3,9.3,7.9,86.0,10.2,7.2,-999.0
4308,1958-10-18,0.2,1,-999.0,0,4.3,8.5,7.0,83.0,12.6,5.3,-999.0
4309,1958-10-19,4.2,1,-999.0,0,6.7,8.7,8.2,80.0,10.9,4.6,-999.0
4310,1958-10-20,5.2,1,-999.0,0,6.3,9.9,9.2,82.0,11.9,7.7,-999.0
4311,1958-10-21,4.7,1,-999.0,0,5.0,10.1,8.2,91.0,11.3,6.8,-999.0
4312,1958-10-22,0.0,0,-999.0,0,4.3,8.3,5.4,91.0,9.9,1.8,-999.0
4313,1958-10-23,0.0,0,-999.0,0,3.3,7.5,6.2,80.0,9.9,0.9,-999.0
4314,1958-10-24,0.0,0,-999.0,0,5.3,9.3,8.2,87.0,11.2,2.0,-999.0
4315,1958-10-25,0.0,0,-999.0,0,8.0,10.0,8.6,90.0,9.1,7.5,-999.0
4316,1958-10-26,0.0,0,-999.0,0,8.0,10.1,9.4,87.0,10.0,8.3,-999.0
4317,1958-10-27,0.0,0,-999.0,0,2.7,9.3,7.8,82.0,14.5,4.9,-999.0
4318,1958-10-28,0.0,0,-999.0,0,8.0,7.7,4.4,94.0,6.6,0.8,-999.0
4319,1958-10-29,0.1,1,-999.0,0,8.0,8.1,5.3,92.0,5.5,4.9,-999.0
4320,1958-10-30,0.0,0,-999.0,0,3.3,8.0,4.3,91.0,9.2,2.2,-999.0
4321,1958-10-31,2.6,1,-999.0,0,7.7,8.9,8.0,85.0,12.4,0.7,-999.0
4322,1958-11-01,0.1,1,-999.0,0,7.0,7.9,6.3,82.0,9.0,5.2,-999.0
4323,1958-11-02,12.1,1,-999.0,0,7.3,7.9,6.0,85.0,8.5,4.2,-999.0
4324,1958-11-03,8.7,1,-999.0,0,7.7,11.6,10.1,93.0,13.2,5.1,-999.0
4325,1958-11-04,0.0,0,-999.0,0,7.7,10.4,9.0,89.0,11.0,7.9,-999.0
4326,1958-11-05,0.0,0,-999.0,0,7.7,9.9,8.0,92.0,10.1,6.3,-999.0
4327,1958-11-06,0.0,0,-999.0,0,5.0,9.6,7.6,90.0,11.3,6.4,-999.0
4328,1958-11-07,0.0,0,-999.0,0,8.0,8.5,5.4,94.0,7.4,3.5,-999.0
4329,1958-11-08,1.7,1,-999.0,0,8.0,8.8,6.2,94.0,6.8,3.4,-999.0
4330,1958-11-09,0.4,1,-999.0,0,8.0,9.5,7.4,91.0,8.3,6.3,-999.0
4331,1958-11-10,3.9,1,-999.0,0,7.7,8.5,5.8,92.0,7.4,4.2,-999.0
4332,1958-11-11,0.1,1,-999.0,0,8.0,8.1,5.4,91.0,6.1,5.0,-999.0
4333,1958-11-12,4.4,1,-999.0,0,8.0,7.6,5.0,88.0,6.0,3.3,-999.0
4334,1958-11-13,1.1,1,-999.0,0,8.0,7.7,4.2,94.0,5.5,4.0,-999.0
4335,1958-11-14,2.9,1,-999.0,0,8.0,8.3,5.0,94.0,5.5,3.7,-999.0
4336,1958-11-15,0.3,1,-999.0,0,8.0,9.3,6.6,97.0,7.4,5.0,-999.0
4337,1958-11-16,0.0,0,-999.0,0,6.7,10.3,8.9,89.0,11.0,6.6,-999.0
4338,1958-11-17,0.0,0,-999.0,0,6.0,8.8,7.7,85.0,8.6,5.7,-999.0
4339,1958-11-18,0.0,0,-999.0,0,7.7,8.8,7.7,83.0,8.7,7.1,-999.0
4340,1958-11-19,0.0,0,-999.0,0,5.3,7.3,5.1,85.0,7.5,0.9,-999.0
4341,1958-11-20,0.0,0,-999.0,0,8.0,8.0,5.6,87.0,6.5,4.7,-999.0
4342,1958-11-21,0.0,0,-999.0,0,8.0,8.1,5.8,87.0,7.0,5.3,-999.0
4343,1958-11-22,0.0,0,-999.0,0,8.0,7.5,5.5,82.0,6.0,4.9,-999.0
4344,1958-11-23,0.0,0,-999.0,0,8.0,6.5,3.5,82.0,5.3,2.9,-999.0
4345,1958-11-24,0.0,1,-999.0,0,8.0,7.2,4.2,87.0,5.2,2.7,-999.0
4346,1958-11-25,0.2,1,-999.0,0,8.0,7.3,3.4,93.0,4.3,2.9,-999.0
4347,1958-11-26,0.2,1,-999.0,0,8.0,6.4,1.6,92.0,3.6,1.0,-999.0
4348,1958-11-27,0.2,1,-999.0,0,8.0,6.4,2.7,87.0,3.6,0.6,-999.0
4349,1958-11-28,0.3,1,-999.0,0,8.0,7.3,3.7,90.0,4.2,3.5,-999.0
4350,1958-11-29,0.2,1,-999.0,0,8.0,6.5,2.1,92.0,3.6,2.0,-999.0
4351,1958-11-30,0.1,1,-999.0,0,8.0,6.0,1.3,88.0,2.2,1.0,-999.0
4352,1958-12-01,0.0,0,-999.0,0,5.0,5.9,0.8,86.0,4.1,-0.9,-999.0
4353,1958-12-02,0.0,0,-999.0,0,2.7,4.4,-2.0,86.0,0.0,-5.1,-999.0
4354,1958-12-03,0.0,0,-999.0,0,2.7,4.4,-0.9,76.0,1.6,-2.8,-999.0
4355,1958-12-04,0.0,0,-999.0,0,0.0,3.5,-3.8,74.0,0.4,-5.3,-999.0
4356,1958-12-05,0.0,0,-999.0,0,5.7,4.0,-1.6,77.0,0.9,-7.8,-999.0
4357,1958-12-06,0.0,0,-999.0,0,2.3,5.3,0.4,82.0,4.5,-1.5,-999.0
4358,1958-12-07,0.0,0,-999.0,0,8.0,4.9,-2.6,96.0,-0.9,-3.8,-999.0
4359,1958-12-08,0.0,0,-999.0,0,4.7,4.5,-2.8,92.0,-0.9,-4.9,-999.0
4360,1958-12-09,9.9,1,-999.0,0,5.7,6.3,2.8,84.0,3.3,-3.4,-999.0
4361,1958-12-10,10.8,1,-999.0,0,8.0,7.3,3.4,91.0,5.8,1.1,-999.0
4362,1958-12-11,3.0,1,-999.0,0,6.7,7.2,5.0,83.0,7.5,0.9,-999.0
4363,1958-12-12,7.5,1,-999.0,0,8.0,8.0,4.9,93.0,5.5,3.6,-999.0
4364,1958-12-13,20.2,1,-999.0,0,6.7,9.3,7.4,89.0,9.2,5.1,-999.0
4365,1958-12-14,8.4,1,-999.0,0,5.7,6.8,4.7,80.0,8.0,1.7,-999.0
4366,1958-12-15,8.6,1,-999.0,0,5.3,7.7,5.8,84.0,7.1,4.2,-999.0
4367,1958-12-16,16.3,1,-999.0,0,7.3,8.5,7.1,82.0,11.0,5.5,-999.0
4368,1958-12-17,3.6,1,-999.0,0,5.3,8.7,5.2,91.0,8.6,2.7,-999.0
4369,1958-12-18,0.9,1,-999.0,0,4.7,7.7,4.8,86.0,9.0,1.7,-999.0
4370,1958-12-19,7.0,1,-999.0,0,7.7,8.0,5.8,88.0,8.0,0.2,-999.0
4371,1958-12-20,1.9,1,-999.0,0,6.0,9.6,7.8,87.0,10.7,5.6,-999.0
4372,1958-12-21,0.0,0,-999.0,0,6.0,8.5,6.6,84.0,10.8,4.2,-999.0
4373,1958-12-22,0.0,0,-999.0,0,5.3,8.4,5.6,90.0,8.2,4.0,-999.0
4374,1958-12-23,0.0,0,-999.0,0,8.0,7.6,4.6,89.0,5.4,3.7,-999.0
4375,1958-12-24,8.0,1,-999.0,0,8.0,7.9,5.1,89.0,5.5,4.4,-999.0
4376,1958-12-25,3.3,1,-999.0,0,8.0,7.5,3.8,92.0,5.6,3.5,-999.0
4377,1958-12-26,1.3,8,-999.0,0,8.0,6.7,2.6,89.0,3.5,2.2,-999.0
4378,1958-12-27,11.9,1,-999.0,0,7.7,8.0,5.8,92.0,9.1,0.5,-999.0
4379,1958-12-28,3.0,1,-999.0,0,8.0,9.6,9.1,83.0,9.7,7.8,-999.0
4380,1958-12-29,0.0,0,-999.0,0,4.3,8.5,6.4,83.0,9.9,3.5,-999.0
4381,1958-12-30,0.0,1,-999.0,0,7.7,9.1,7.6,83.0,9.5,2.9,-999.0
4382,1958-12-31,1.5,1,-999.0,0,4.3,7.3,6.0,81.0,8.7,0.2,-999.0
4383,1959-01-01,0.0,0,-999.0,0,2.7,7.1,5.2,78.0,8.2,3.1,-999.0
4384,1959-01-02,9.0,1,-999.0,0,7.7,6.9,3.2,88.0,6.2,1.7,-999.0
4385,1959-01-03,5.4,8,-999.0,0,3.0,6.3,2.1,87.0,4.4,0.7,-999.0
4386,1959-01-04,0.2,7,-999.0,2,4.7,5.3,0.8,81.0,1.9,-1.0,-999.0
4387,1959-01-05,7.5,8,-999.0,1,7.0,5.6,1.6,81.0,2.4,-0.3,-999.0
4388,1959-01-06,7.7,1,-999.0,4,8.0,8.1,5.3,93.0,7.5,-0.1,-999.0
4389,1959-01-07,14.7,8,-999.0,0,8.0,8.5,5.2,91.0,7.7,3.5,-999.0
4390,1959-01-08,0.3,7,-999.0,2,6.7,5.9,1.1,87.0,3.5,0.7,-999.0
4391,1959-01-09,8.2,7,-999.0,0,7.3,5.3,-0.5,87.0,1.7,-1.9,-999.0
4392,1959-01-10,0.0,0,-999.0,8,6.3,4.8,-0.7,82.0,0.4,-2.4,-999.0
4393,1959-01-11,2.5,7,-999.0,7,4.7,4.0,-3.1,81.0,-1.0,-4.2,-999.0
4394,1959-01-12,5.4,7,-999.0,10,6.3,5.1,-0.3,86.0,0.7,-4.6,-999.0
4395,1959-01-13,1.2,7,-999.0,15,8.0,5.9,0.8,89.0,1.8,-0.7,-999.0
4396,1959-01-14,9.1,7,-999.0,15,6.0,4.9,-1.9,91.0,1.2,-4.7,-999.0
4397,1959-01-15,1.1,7,-999.0,22,7.3,5.5,-0.5,91.0,1.0,-1.7,-999.0
4398,1959-01-16,0.0,7,-999.0,19,2.7,3.9,-4.6,84.0,-0.8,-6.0,-999.0
4399,1959-01-17,0.0,7,-999.0,18,5.3,4.3,-3.6,89.0,-1.5,-9.3,-999.0
4400,1959-01-18,0.4,7,-999.0,16,4.3,4.0,-2.7,83.0,1.0,-9.5,-999.0
4401,1959-01-19,0.0,0,-999.0,14,5.3,5.1,-0.8,89.0,2.8,-4.8,-999.0
4402,1959-01-20,0.4,1,-999.0,12,7.7,6.1,9.6,53.0,13.0,-1.0,-999.0
4403,1959-01-21,0.0,1,-999.0,0,6.7,7.2,5.4,78.0,10.3,3.4,-999.0
4404,1959-01-22,4.3,1,-999.0,0,4.7,8.7,9.1,76.0,13.5,3.0,-999.0
4405,1959-01-23,10.1,1,-999.0,0,6.0,8.9,8.9,78.0,11.9,8.1,-999.0
4406,1959-01-24,0.0,0,-999.0,0,5.7,5.7,1.8,79.0,8.6,0.2,-999.0
4407,1959-01-25,0.0,0,-999.0,0,4.7,5.2,1.4,79.0,4.9,-1.8,-999.0
4408,1959-01-26,0.0,0,-999.0,0,0.7,5.1,0.0,83.0,3.0,-2.8,-999.0
4409,1959-01-27,0.0,0,-999.0,0,0.0,5.7,1.6,81.0,4.7,-1.3,-999.0
4410,1959-01-28,0.0,0,-999.0,0,0.0,5.3,0.0,87.0,2.1,-1.1,-999.0
4411,1959-01-29,0.0,0,-999.0,0,2.7,4.9,-1.9,91.0,1.6,-3.6,-999.0
4412,1959-01-30,0.0,0,-999.0,0,8.0,4.8,-2.6,94.0,-1.6,-3.3,-999.0
4413,1959-01-31,0.0,0,-999.0,0,4.7,4.8,-2.1,92.0,0.4,-4.8,-999.0
4414,1959-02-01,0.0,0,-999.0,0,4.3,4.7,0.2,73.0,1.7,-2.8,-999.0
4415,1959-02-02,0.0,0,-999.0,0,7.0,4.0,0.0,66.0,1.5,-1.9,-999.0
4416,1959-02-03,0.0,0,-999.0,0,3.0,3.7,-1.2,67.0,0.6,-3.8,-999.0
4417,1959-02-04,0.0,0,-999.0,0,0.0,3.6,0.5,58.0,4.0,-3.9,-999.0
4418,1959-02-05,0.0,0,-999.0,0,0.0,4.3,-0.7,72.0,3.7,-2.6,-999.0
4419,1959-02-06,0.0,0,-999.0,0,2.0,4.5,-1.8,84.0,3.0,-5.1,-999.0
4420,1959-02-07,0.0,0,-999.0,0,2.7,4.5,-2.2,86.0,2.9,-5.9,-999.0
4421,1959-02-08,0.0,0,-999.0,0,2.7,4.7,-0.9,83.0,3.5,-4.9,-999.0
4422,1959-02-09,0.0,0,-999.0,0,7.3,5.3,0.6,84.0,3.4,-4.0,-999.0
4423,1959-02-10,0.0,0,-999.0,0,7.3,6.4,2.4,86.0,5.3,0.1,-999.0
4424,1959-02-11,0.0,0,-999.0,0,1.3,5.9,1.5,81.0,5.8,-0.5,-999.0
4425,1959-02-12,0.0,0,-999.0,0,0.0,4.5,-2.5,86.0,2.5,-4.7,-999.0
4426,1959-02-13,0.0,0,-999.0,0,3.3,4.5,-3.3,91.0,-1.2,-5.8,-999.0
4427,1959-02-14,0.0,0,-999.0,0,5.3,4.1,-3.4,87.0,3.1,-8.8,-999.0
4428,1959-02-15,0.0,0,-999.0,0,8.0,4.5,-3.6,95.0,-1.6,-6.3,-999.0
4429,1959-02-16,0.0,0,-999.0,0,3.0,4.9,-1.8,90.0,3.6,-7.0,-999.0
4430,1959-02-17,0.0,0,-999.0,0,1.7,5.5,0.8,83.0,8.5,-4.3,-999.0
4431,1959-02-18,0.0,0,-999.0,0,2.7,6.0,0.6,89.0,5.9,-1.4,-999.0
4432,1959-02-19,0.0,0,-999.0,0,8.0,5.3,-1.7,98.0,-0.3,-2.7,-999.0
4433,1959-02-20,0.0,0,-999.0,0,2.0,6.0,4.2,79.0,9.0,-5.0,-999.0
4434,1959-02-21,1.5,1,-999.0,0,7.7,7.1,5.6,77.0,8.0,4.7,-999.0
4435,1959-02-22,0.0,0,-999.0,0,7.3,6.3,3.6,76.0,5.5,2.1,-999.0
4436,1959-02-23,0.0,0,-999.0,0,4.0,6.3,3.3,78.0,8.5,0.2,-999.0
4437,1959-02-24,0.0,0,-999.0,0,1.7,6.9,4.6,82.0,10.8,-1.8,-999.0
4438,1959-02-25,0.0,0,-999.0,0,2.7,7.2,3.3,88.0,10.5,-1.3,-999.0
4439,1959-02-26,0.0,0,-999.0,0,2.7,6.4,1.7,91.0,7.0,-2.9,-999.0
4440,1959-02-27,0.0,0,-999.0,0,2.7,7.1,3.5,87.0,12.6,-2.4,-999.0
4441,1959-02-28,0.0,0,-999.0,0,0.0,6.9,3.1,88.0,9.9,-1.5,-999.0
4442,1959-03-01,0.0,0,-999.0,0,0.3,8.0,6.6,80.0,16.0,1.7,-999.0
4443,1959-03-02,0.0,0,-999.0,0,0.0,7.2,6.6,74.0,15.9,0.2,-999.0
4444,1959-03-03,3.4,1,-999.0,0,5.3,8.0,7.4,80.0,13.0,0.2,-999.0
4445,1959-03-04,7.1,1,-999.0,0,5.3,9.9,7.4,94.0,10.1,6.9,-999.0
4446,1959-03-05,3.0,1,-999.0,0,7.3,9.2,8.1,86.0,13.6,1.2,-999.0
4447,1959-03-06,9.9,1,-999.0,0,8.0,10.9,9.4,93.0,15.0,7.6,-999.0
4448,1959-03-07,0.8,1,-999.0,0,7.3,9.7,8.4,87.0,11.5,7.1,-999.0
4449,1959-03-08,0.0,0,-999.0,0,2.7,8.7,7.1,83.0,12.7,4.7,-999.0
4450,1959-03-09,0.0,0,-999.0,0,2.0,8.4,7.4,82.0,12.9,0.8,-999.0
4451,1959-03-10,0.0,0,-999.0,0,5.3,6.9,5.8,74.0,9.0,3.5,-999.0
4452,1959-03-11,0.8,1,-999.0,0,4.0,7.1,6.4,75.0,9.9,1.7,-999.0
4453,1959-03-12,7.6,1,-999.0,0,8.0,8.1,5.6,89.0,6.8,4.2,-999.0
4454,1959-03-13,0.0,0,-999.0,0,8.0,8.0,6.5,81.0,8.7,5.6,-999.0
4455,1959-03-14,0.0,0,-999.0,0,0.0,6.7,3.4,82.0,9.0,1.2,-999.0
4456,1959-03-15,1.1,1,-999.0,0,7.3,6.3,5.1,75.0,11.0,-1.8,-999.0
4457,1959-03-16,0.0,0,-999.0,0,5.7,6.3,5.6,70.0,8.5,3.6,-999.0
4458,1959-03-17,0.0,0,-999.0,0,7.0,6.7,5.7,73.0,9.8,1.8,-999.0
4459,1959-03-18,0.0,0,-999.0,0,5.0,6.4,3.6,79.0,8.5,1.7,-999.0
4460,1959-03-19,0.0,0,-999.0,0,3.7,7.3,7.2,74.0,14.4,-0.9,-999.0
4461,1959-03-20,12.2,1,-999.0,0,6.0,9.6,7.8,92.0,10.3,3.7,-999.0
4462,1959-03-21,0.0,0,-999.0,0,3.3,10.7,11.5,79.0,19.0,5.8,-999.0
4463,1959-03-22,0.2,1,-999.0,0,7.3,11.2,13.2,75.0,17.5,8.6,-999.0
4464,1959-03-23,0.0,0,-999.0,0,2.0,10.5,11.5,75.0,18.6,8.9,-999.0
4465,1959-03-24,7.7,1,-999.0,0,3.7,10.8,13.3,74.0,19.8,4.1,-999.0
4466,1959-03-25,2.2,1,-999.0,0,7.7,10.9,10.0,86.0,14.6,8.9,-999.0
4467,1959-03-26,7.8,1,-999.0,0,1.0,8.8,7.1,86.0,13.0,4.2,-999.0
4468,1959-03-27,6.1,1,-999.0,0,0.7,8.4,8.8,76.0,16.0,1.0,-999.0
4469,1959-03-28,0.0,0,-999.0,0,3.3,9.1,9.0,77.0,13.8,6.9,-999.0
4470,1959-03-29,2.5,1,-999.0,0,1.7,8.0,8.2,74.0,15.6,2.2,-999.0
4471,1959-03-30,1.5,1,-999.0,0,2.3,9.1,7.6,84.0,11.8,6.1,-999.0
4472,1959-03-31,0.0,0,-999.0,0,0.7,8.4,9.6,72.0,15.8,1.4,-999.0
4473,1959-04-01,0.0,0,-999.0,0,0.3,7.3,8.8,68.0,17.1,2.7,-999.0
4474,1959-04-02,0.0,0,-999.0,0,0.0,8.8,11.5,69.0,18.0,2.7,-999.0
4475,1959-04-03,0.0,0,-999.0,0,0.0,9.9,11.6,72.0,18.5,7.8,-999.0
4476,1959-04-04,0.0,0,-999.0,0,0.0,9.6,14.5,63.0,22.7,4.0,-999.0
