,MESS_DATUM,  FX,  FM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK
0,1950-01-01,,,0.0,0.0,,0.0,2.0,4.7,,-3.6,95.0,0.2,-5.6,-8.0
1,1950-01-02,,,6.9,1.0,,0.0,7.3,5.2,,-1.8,97.0,0.4,-7.1,-9.5
2,1950-01-03,,,2.3,8.0,,0.0,8.0,6.7,,1.4,98.0,2.3,-0.7,-1.8
3,1950-01-04,,,7.4,8.0,,0.0,8.0,6.7,,1.4,98.0,2.2,0.8,-0.5
4,1950-01-05,,,6.0,1.0,,0.0,8.0,8.4,,5.0,97.0,5.3,0.0,-0.8
5,1950-01-06,,,0.0,0.0,,0.0,5.3,7.7,,3.4,97.0,5.6,1.9,2.0
6,1950-01-07,,,0.0,0.0,,0.0,5.0,7.1,,3.2,90.0,5.9,1.4,-1.8
7,1950-01-08,,,0.0,0.0,,0.0,2.7,6.1,,0.8,89.0,7.4,-2.9,-5.1
8,1950-01-09,,,0.0,0.0,,0.0,5.3,7.2,,3.3,89.0,7.2,-2.7,-5.4
9,1950-01-10,,,0.9,1.0,,0.0,8.0,9.2,,5.8,100.0,6.6,3.6,-0.5
10,1950-01-11,,,0.3,1.0,,0.0,8.0,9.7,,6.6,100.0,7.3,5.7,4.1
11,1950-01-12,,,0.5,1.0,,0.0,4.7,9.2,,6.0,97.0,8.3,4.7,5.0
12,1950-01-13,,,0.0,0.0,,0.0,3.3,6.1,,0.5,97.0,4.8,-3.0,-5.4
13,1950-01-14,,,1.6,1.0,,0.0,8.0,6.5,,1.6,97.0,2.5,-2.3,-4.0
14,1950-01-15,,,0.8,1.0,,0.0,8.0,7.5,,3.0,99.0,3.6,1.6,0.6
15,1950-01-16,,,12.0,8.0,,0.0,8.0,7.5,,2.8,97.0,4.0,1.4,0.6
16,1950-01-17,,,0.0,0.0,,0.0,8.0,6.1,,0.0,97.0,2.3,-1.3,-2.0
17,1950-01-18,,,0.0,7.0,,0.0,8.0,5.9,,-1.1,100.0,0.7,-2.5,-4.0
18,1950-01-19,,,0.0,7.0,,0.0,7.0,3.5,,-7.0,96.0,-1.6,-8.0,-9.4
19,1950-01-20,,,0.0,0.0,,0.0,8.0,3.7,,-5.4,95.0,-4.0,-9.2,-11.2
20,1950-01-21,,,0.0,0.0,,0.0,3.7,4.1,,-5.8,99.0,-2.3,-7.5,-6.7
21,1950-01-22,,,0.0,0.0,,0.0,0.0,4.4,,-4.2,95.0,0.3,-8.7,-12.4
22,1950-01-23,,,0.0,0.0,,0.0,0.3,4.1,,-4.3,92.0,-1.6,-5.8,-9.0
23,1950-01-24,,,0.0,0.0,,0.0,0.0,3.3,,-7.6,92.0,-3.9,-9.0,-12.0
24,1950-01-25,,,0.0,0.0,,0.0,3.7,4.3,,-3.4,90.0,1.3,-11.4,-14.2
25,1950-01-26,,,0.0,0.0,,0.0,4.7,5.5,,-1.4,96.0,3.7,-7.5,-10.6
26,1950-01-27,,,0.0,0.0,,0.0,5.0,5.6,,-1.2,96.0,2.5,-2.8,-4.6
27,1950-01-28,,,0.0,0.0,,0.0,4.7,4.7,,-3.7,99.0,-1.5,-4.7,-6.7
28,1950-01-29,,,0.0,0.0,,0.0,3.7,3.6,,-7.6,96.0,-3.8,-9.6,-9.5
29,1950-01-30,,,0.0,7.0,,0.0,8.0,3.7,,-5.8,94.0,-3.5,-13.6,-15.5
30,1950-01-31,,,1.7,1.0,,0.0,6.0,5.9,,-0.8,100.0,2.9,-4.8,-6.8
31,1950-02-01,,,1.5,8.0,,0.0,6.0,7.2,,1.4,100.0,5.5,-2.0,0.6
32,1950-02-02,,,0.0,0.0,,0.0,6.0,6.8,,1.4,98.0,5.0,-2.5,-5.0
33,1950-02-03,,,5.6,1.0,,0.0,7.3,8.0,,3.5,99.0,7.6,-0.5,-3.7
34,1950-02-04,,,1.6,1.0,,0.0,8.0,9.3,,6.1,99.0,7.4,2.7,0.0
35,1950-02-05,,,11.4,1.0,,0.0,6.3,9.3,,6.0,99.0,8.5,4.6,1.8
36,1950-02-06,,,4.4,1.0,,0.0,8.0,9.6,,6.2,99.0,8.6,4.0,3.5
37,1950-02-07,,,0.6,1.0,,0.0,8.0,7.2,,2.4,99.0,5.5,1.8,0.2
38,1950-02-08,,,17.5,8.0,,0.0,8.0,7.1,,1.9,99.0,5.3,0.2,-1.2
39,1950-02-09,,,14.9,8.0,,2.0,8.0,6.3,,0.4,100.0,2.0,-0.6,-4.0
40,1950-02-10,,,4.7,1.0,,0.0,8.0,11.3,,9.1,99.0,9.9,0.6,-1.0
41,1950-02-11,,,4.4,1.0,,0.0,7.0,9.3,,5.9,98.0,9.7,4.0,2.4
42,1950-02-12,,,1.0,1.0,,0.0,8.0,8.4,,4.6,100.0,5.9,1.4,-0.6
43,1950-02-13,,,4.2,1.0,,0.0,7.3,9.7,,6.2,100.0,8.9,4.5,0.8
44,1950-02-14,,,3.4,7.0,,0.0,5.3,7.2,,1.6,100.0,5.3,-0.2,1.3
45,1950-02-15,,,0.7,8.0,,4.0,8.0,7.9,,3.9,100.0,6.0,-0.3,-3.6
46,1950-02-16,,,0.0,0.0,,0.0,7.0,8.3,,7.4,78.0,8.5,5.5,2.0
47,1950-02-17,,,0.0,0.0,,0.0,0.0,9.5,,4.4,99.0,14.8,-2.8,-5.0
48,1950-02-18,,,0.0,0.0,,0.0,1.3,11.1,,6.5,99.0,17.7,-0.9,-3.5
49,1950-02-19,,,0.0,0.0,,0.0,4.3,11.2,,7.2,98.0,15.7,2.5,-0.7
50,1950-02-20,,,6.6,1.0,,0.0,6.3,10.5,,8.0,98.0,10.1,3.5,7.2
51,1950-02-21,,,1.5,1.0,,0.0,5.3,8.5,,4.0,99.0,8.0,1.7,3.0
52,1950-02-22,,,0.0,0.0,,0.0,2.7,6.9,,1.1,98.0,5.8,-0.9,-2.5
53,1950-02-23,,,2.3,1.0,,0.0,3.3,8.4,,4.8,99.0,8.1,-3.3,-6.6
54,1950-02-24,,,1.3,1.0,,0.0,8.0,9.9,,7.0,99.0,8.1,5.5,3.6
55,1950-02-25,,,8.8,1.0,,0.0,8.0,9.3,,6.0,100.0,8.0,4.5,2.5
56,1950-02-26,,,6.7,7.0,,0.0,8.0,6.4,,-0.4,99.0,6.2,-2.9,3.0
57,1950-02-27,,,0.3,7.0,,6.0,5.0,4.5,,-4.4,98.0,-1.5,-6.3,-5.7
58,1950-02-28,,,0.0,0.0,,6.0,2.0,4.4,,-4.5,97.0,1.0,-9.2,-16.4
59,1950-03-01,,,0.0,0.0,,4.0,3.3,4.7,,-3.6,96.0,1.5,-10.4,-14.1
60,1950-03-02,,,0.0,0.0,,4.0,1.3,4.8,,-3.8,99.0,2.1,-9.4,-13.3
61,1950-03-03,,,0.0,0.0,,2.0,2.3,6.4,,-0.4,99.0,7.7,-6.6,-9.6
62,1950-03-04,,,0.0,7.0,,1.0,7.3,6.8,,1.6,99.0,4.6,-2.8,-5.6
63,1950-03-05,,,0.0,0.0,,0.0,5.7,7.9,,3.4,97.0,9.4,-2.6,-4.1
64,1950-03-06,,,0.0,0.0,,0.0,1.3,10.0,,6.4,99.0,13.4,1.4,-1.5
65,1950-03-07,,,0.0,0.0,,0.0,2.7,11.3,,6.7,98.0,17.7,-1.3,-3.4
66,1950-03-08,,,0.0,0.0,,0.0,1.3,12.4,,9.6,99.0,16.5,1.0,-1.8
67,1950-03-09,,,1.7,1.0,,0.0,1.3,10.8,,8.0,96.0,14.0,1.1,-2.0
68,1950-03-10,,,2.0,1.0,,0.0,8.0,8.5,,4.7,99.0,8.6,3.4,1.5
69,1950-03-11,,,0.0,0.0,,0.0,6.3,7.5,,2.8,99.0,6.1,-0.1,-2.3
70,1950-03-12,,,4.6,1.0,,0.0,5.3,7.3,,2.7,98.0,4.6,2.0,0.4
71,1950-03-13,,,0.0,0.0,,0.0,1.7,6.9,,1.7,98.0,7.1,-3.0,-5.6
72,1950-03-14,,,0.0,0.0,,0.0,7.3,8.0,,3.8,98.0,7.5,-0.5,-2.2
73,1950-03-15,,,0.0,0.0,,0.0,4.7,11.3,,8.4,99.0,14.0,2.5,0.6
74,1950-03-16,,,0.0,0.0,,0.0,3.3,11.6,,8.8,100.0,15.2,1.7,-1.6
75,1950-03-17,,,1.9,1.0,,0.0,4.0,12.9,,10.2,98.0,16.0,7.0,3.0
76,1950-03-18,,,0.0,0.0,,0.0,4.7,12.3,,10.6,95.0,16.0,4.8,1.5
77,1950-03-19,,,0.0,0.0,,0.0,5.3,11.1,,8.8,95.0,13.4,1.9,-1.0
78,1950-03-20,,,1.4,1.0,,0.0,4.0,10.5,,7.4,98.0,13.9,0.6,-1.1
79,1950-03-21,,,6.7,1.0,,0.0,6.7,9.9,,6.2,100.0,11.7,4.4,3.6
80,1950-03-22,,,0.0,0.0,,0.0,4.7,10.1,,6.6,98.0,13.5,0.6,-1.4
81,1950-03-23,,,0.4,1.0,,0.0,4.0,10.9,,7.6,97.0,14.8,1.5,-1.5
82,1950-03-24,,,1.1,1.0,,0.0,5.3,11.3,,9.0,99.0,13.0,5.4,3.8
83,1950-03-25,,,0.0,0.0,,0.0,4.0,9.7,,6.9,97.0,11.2,2.6,-2.6
84,1950-03-26,,,0.0,0.0,,0.0,3.7,10.3,,7.3,98.0,12.0,2.5,2.3
85,1950-03-27,,,0.0,0.0,,0.0,0.3,11.2,,8.4,97.0,14.1,2.3,-1.0
86,1950-03-28,,,0.0,0.0,,0.0,0.0,12.7,,9.6,98.0,17.2,1.0,-3.0
87,1950-03-29,,,0.0,0.0,,0.0,2.3,8.9,,4.8,96.0,11.5,1.5,-2.2
88,1950-03-30,,,0.0,0.0,,0.0,2.7,7.9,,3.8,97.0,8.1,-1.5,-4.4
89,1950-03-31,,,0.0,0.0,,0.0,1.3,8.9,,4.4,98.0,12.1,-0.7,-4.4
