,MESS_DATUM,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK
5885,1916-09-11,-999.0,-999.0,14.3,8,0.2,-999,8.0,5.9,706.9,-0.6,100.0,1.5,-1.3
5886,1916-09-12,-999.0,-999.0,1.8,7,0.0,-999,5.7,5.2,707.4,-1.6,98.0,-0.5,-4.4
5887,1916-09-13,-999.0,-999.0,3.1,7,8.4,10,4.3,5.6,708.7,-0.9,96.0,0.3,-1.9
5888,1916-09-14,-999.0,-999.0,13.8,7,0.0,-999,8.0,4.5,704.5,-4.7,100.0,-1.1,-7.5
5889,1916-09-15,-999.0,-999.0,0.0,0,8.0,20,4.7,3.6,704.5,-6.4,99.0,-4.3,-8.7
5890,1916-09-16,-999.0,-999.0,8.4,7,1.4,10,7.7,3.7,706.3,-5.8,98.0,-4.5,-7.9
5891,1916-09-17,-999.0,-999.0,0.0,0,0.2,-999,6.0,3.7,709.5,-5.6,97.0,-2.8,-7.9
5892,1916-09-18,-999.0,-999.0,1.0,7,0.3,-999,7.7,4.4,705.8,-2.4,90.0,-0.3,-7.0
5893,1916-09-19,-999.0,-999.0,20.9,7,0.0,-999,8.0,4.7,696.3,-4.2,96.0,0.3,-7.6
5894,1916-09-20,-999.0,-999.0,29.6,7,0.2,-999,8.0,3.2,697.1,-7.4,98.0,-6.8,-9.2
5895,1916-09-21,-999.0,-999.0,21.5,7,0.0,-999,8.0,3.5,701.4,-7.0,100.0,-6.2,-8.0
5896,1916-09-22,-999.0,-999.0,0.0,0,10.3,60,0.0,2.8,709.3,-3.7,66.0,-0.2,-8.0
5897,1916-09-23,-999.0,-999.0,0.0,0,11.2,50,4.0,2.7,712.9,-0.7,47.0,2.0,-2.2
5898,1916-09-24,-999.0,-999.0,0.0,0,11.0,50,0.3,2.8,712.6,0.3,44.0,1.9,-1.8
5899,1916-09-25,-999.0,-999.0,0.0,0,11.3,50,1.0,3.2,713.0,0.8,48.0,3.3,-0.1
5900,1916-09-26,-999.0,-999.0,0.0,0,10.2,40,1.7,5.5,714.2,0.9,85.0,2.1,-1.1
5901,1916-09-27,-999.0,-999.0,0.0,0,8.2,40,5.7,4.9,711.4,2.6,68.0,4.1,0.7
5902,1916-09-28,-999.0,-999.0,0.0,0,5.4,30,6.3,6.0,706.3,2.8,79.0,4.8,1.6
5903,1916-09-29,-999.0,-999.0,5.6,7,2.2,30,8.0,5.7,697.7,-0.2,94.0,2.1,-0.9
5904,1916-09-30,-999.0,-999.0,9.1,7,0.0,-999,8.0,4.5,699.0,-3.8,100.0,-0.9,-4.3
5905,1916-10-01,-999.0,-999.0,0.0,0,2.0,-999,5.0,3.3,706.5,-7.2,95.0,-4.3,-8.2
5906,1916-10-02,-999.0,-999.0,7.8,7,8.0,40,5.7,2.9,707.3,-6.8,81.0,-4.8,-8.2
5907,1916-10-03,-999.0,-999.0,2.6,7,0.0,-999,7.7,4.5,709.8,-3.7,100.0,-2.5,-7.0
5908,1916-10-04,-999.0,-999.0,5.1,7,6.4,20,7.7,5.7,713.4,-0.5,99.0,0.4,-3.8
5909,1916-10-05,-999.0,-999.0,27.4,7,0.0,-999,8.0,5.5,710.5,-1.6,100.0,-0.4,-3.4
5910,1916-10-06,-999.0,-999.0,0.0,0,3.2,20,6.0,6.0,714.6,0.4,97.0,1.0,-3.8
5911,1916-10-07,-999.0,-999.0,17.5,7,9.0,10,4.7,5.5,713.1,1.4,81.0,2.4,0.3
5912,1916-10-08,-999.0,-999.0,0.4,7,2.2,-999,8.0,4.3,710.7,-4.1,100.0,1.4,-5.7
5913,1916-10-09,-999.0,-999.0,0.0,0,10.0,10,1.3,4.3,715.9,-1.6,81.0,-0.6,-4.0
5914,1916-10-10,-999.0,-999.0,0.0,0,9.2,10,5.7,4.4,717.3,0.3,71.0,1.5,-1.2
5915,1916-10-11,-999.0,-999.0,0.0,0,9.3,-999,4.0,4.3,717.4,-1.3,78.0,0.6,-1.8
5916,1916-10-12,-999.0,-999.0,0.0,0,6.2,-999,5.0,5.5,719.3,0.9,86.0,2.0,-2.1
5917,1916-10-13,-999.0,-999.0,0.0,0,10.3,-999,0.3,3.7,719.7,2.2,52.0,3.9,1.0
5918,1916-10-14,-999.0,-999.0,0.0,0,10.4,-999,1.0,3.7,717.7,3.0,50.0,4.7,0.5
5919,1916-10-15,-999.0,-999.0,1.7,7,10.2,-999,1.3,4.8,708.1,1.0,71.0,3.7,-0.2
5920,1916-10-16,-999.0,-999.0,17.3,7,0.0,-999,8.0,2.7,700.9,-10.5,100.0,-0.2,-12.1
5921,1916-10-17,-999.0,-999.0,3.8,7,4.4,40,5.3,2.0,703.5,-12.1,97.0,-11.2,-13.2
5922,1916-10-18,-999.0,-999.0,5.4,7,0.0,30,8.0,3.1,703.4,-7.4,98.0,-5.6,-11.8
5923,1916-10-19,-999.0,-999.0,1.9,7,0.0,-999,7.3,3.2,700.7,-7.4,99.0,-5.6,-8.3
5924,1916-10-20,-999.0,-999.0,1.9,7,0.0,-999,8.0,2.9,695.4,-8.6,97.0,-6.1,-10.7
5925,1916-10-21,-999.0,-999.0,0.4,7,6.0,40,4.3,3.1,694.2,-7.6,96.0,-5.6,-10.2
5926,1916-10-22,-999.0,-999.0,0.0,0,10.0,40,0.3,2.7,703.4,-8.0,85.0,-6.2,-9.3
5927,1916-10-23,-999.0,-999.0,0.2,7,7.4,40,5.7,2.5,708.5,-2.0,49.0,-0.5,-8.4
5928,1916-10-24,-999.0,-999.0,0.0,0,1.0,20,6.7,4.9,703.4,-1.4,90.0,-0.3,-1.8
5929,1916-10-25,-999.0,-999.0,0.1,7,3.3,10,6.7,4.3,699.3,-2.8,87.0,-1.4,-3.2
5930,1916-10-26,-999.0,-999.0,8.0,7,0.0,-999,8.0,3.3,699.1,-8.0,100.0,-2.8,-9.9
5931,1916-10-27,-999.0,-999.0,0.0,0,6.2,10,3.3,2.5,702.6,-6.6,75.0,-4.3,-10.7
5932,1916-10-28,-999.0,-999.0,4.1,7,1.3,10,7.7,4.1,703.3,-4.4,93.0,-2.4,-5.6
5933,1916-10-29,-999.0,-999.0,1.3,7,9.3,20,2.7,3.5,701.3,-4.6,83.0,-3.4,-5.8
5934,1916-10-30,-999.0,-999.0,1.2,7,8.2,20,6.0,3.6,705.1,-5.2,94.0,-3.1,-9.8
5935,1916-10-31,-999.0,-999.0,0.0,0,9.0,10,3.0,4.1,712.6,-1.4,74.0,-0.2,-3.3
5936,1916-11-01,-999.0,-999.0,0.0,0,7.2,10,4.3,3.1,713.3,0.2,54.0,1.6,-3.8
5937,1916-11-02,-999.0,-999.0,0.7,7,8.0,10,5.3,3.7,710.6,0.8,58.0,1.6,-0.4
5938,1916-11-03,-999.0,-999.0,2.8,7,3.3,10,7.0,3.2,706.7,-0.2,60.0,1.8,-3.8
5939,1916-11-04,-999.0,-999.0,0.0,0,7.0,10,4.7,4.4,703.8,0.2,72.0,1.5,-2.1
5940,1916-11-05,-999.0,-999.0,0.6,7,5.4,10,7.0,5.1,696.2,-1.4,91.0,0.6,-2.5
5941,1916-11-06,-999.0,-999.0,2.3,7,0.0,10,7.3,3.6,698.3,-6.6,98.0,-2.4,-7.9
5942,1916-11-07,-999.0,-999.0,0.0,0,9.0,10,3.3,2.7,699.5,-3.2,63.0,-0.6,-8.7
5943,1916-11-08,-999.0,-999.0,25.8,7,3.3,10,7.3,3.9,694.9,-5.0,93.0,-1.6,-6.4
5944,1916-11-09,-999.0,-999.0,27.2,7,0.0,-999,8.0,2.7,697.9,-9.7,100.0,-6.3,-10.0
5945,1916-11-10,-999.0,-999.0,0.0,0,8.2,70,2.0,4.4,710.1,-2.9,89.0,-0.4,-9.6
5946,1916-11-11,-999.0,-999.0,0.0,0,9.0,70,4.0,4.1,715.3,-0.9,73.0,-0.2,-2.5
5947,1916-11-12,-999.0,-999.0,0.0,0,8.3,60,4.7,2.9,713.7,-0.1,45.0,1.9,-1.8
5948,1916-11-13,-999.0,-999.0,9.2,7,6.0,60,6.7,3.3,709.5,-4.0,75.0,-1.1,-5.9
5949,1916-11-14,-999.0,-999.0,7.9,7,3.0,80,5.7,2.7,703.8,-10.4,96.0,-4.0,-13.0
5950,1916-11-15,-999.0,-999.0,1.5,7,3.2,90,6.0,1.6,699.8,-15.6,96.0,-11.7,-17.0
5951,1916-11-16,-999.0,-999.0,1.7,7,0.2,-999,5.0,1.3,694.7,-17.6,96.0,-15.5,-18.8
5952,1916-11-17,-999.0,-999.0,0.0,0,8.4,90,1.0,1.1,689.7,-16.9,85.0,-15.8,-19.2
5953,1916-11-18,-999.0,-999.0,5.8,7,0.0,80,8.0,3.7,680.2,-3.4,84.0,-2.0,-15.8
5954,1916-11-19,-999.0,-999.0,3.3,7,0.0,80,7.7,2.9,680.9,-8.1,97.0,-2.5,-10.2
5955,1916-11-20,-999.0,-999.0,1.0,7,3.4,80,6.0,3.2,691.3,-5.5,83.0,-3.3,-7.2
5956,1916-11-21,-999.0,-999.0,10.0,7,0.0,-999,8.0,2.9,687.0,-9.2,100.0,-4.9,-10.8
5957,1916-11-22,-999.0,-999.0,3.9,7,0.0,-999,5.3,2.0,696.6,-12.8,97.0,-10.8,-13.2
5958,1916-11-23,-999.0,-999.0,0.0,0,7.2,70,1.0,1.9,709.5,-11.4,81.0,-10.2,-14.1
5959,1916-11-24,-999.0,-999.0,0.0,0,8.3,70,0.3,2.9,713.9,-4.8,72.0,-2.9,-10.2
5960,1916-11-25,-999.0,-999.0,0.0,0,7.4,60,4.7,3.3,708.1,-2.2,65.0,-0.4,-5.6
5961,1916-11-26,-999.0,-999.0,8.2,7,0.0,60,8.0,2.8,694.9,-9.7,90.0,-1.4,-13.4
5962,1916-11-27,-999.0,-999.0,0.6,7,1.0,-999,5.7,2.3,696.5,-9.9,92.0,-7.7,-13.5
5963,1916-11-28,-999.0,-999.0,0.2,7,0.0,100,5.3,2.5,707.8,-7.8,82.0,-5.8,-10.8
5964,1916-11-29,-999.0,-999.0,0.0,0,8.0,100,2.7,2.9,711.4,-4.4,69.0,-3.4,-6.3
5965,1916-11-30,-999.0,-999.0,0.0,0,5.4,90,5.3,2.8,710.1,-3.2,59.0,-2.2,-5.5
5966,1916-12-01,-999.0,-999.0,0.1,7,7.0,90,5.0,2.7,707.1,-1.8,50.0,-1.0,-4.1
5967,1916-12-02,-999.0,-999.0,0.0,0,7.2,80,4.0,3.7,704.6,-4.8,87.0,-0.5,-6.2
5968,1916-12-03,-999.0,-999.0,0.0,0,1.4,80,7.0,2.9,702.9,-7.7,90.0,-6.1,-8.2
5969,1916-12-04,-999.0,-999.0,0.1,7,4.3,80,6.0,2.5,696.3,-8.3,82.0,-7.0,-9.0
5970,1916-12-05,-999.0,-999.0,0.0,0,0.2,-999,7.3,2.5,691.4,-9.6,92.0,-8.0,-10.8
5971,1916-12-06,-999.0,-999.0,0.0,0,7.3,70,4.0,2.0,692.7,-11.4,84.0,-8.9,-12.6
5972,1916-12-07,-999.0,-999.0,0.0,0,0.0,70,6.7,2.1,694.3,-10.2,81.0,-8.3,-12.2
5973,1916-12-08,-999.0,-999.0,3.4,7,1.0,70,6.0,1.9,694.1,-12.4,88.0,-9.4,-13.5
5974,1916-12-09,-999.0,-999.0,0.0,0,4.3,70,6.3,2.0,688.2,-11.8,91.0,-9.9,-15.6
5975,1916-12-10,-999.0,-999.0,0.0,0,2.0,70,6.7,2.1,685.8,-10.6,82.0,-9.4,-11.2
5976,1916-12-11,-999.0,-999.0,0.1,7,4.2,60,5.0,2.0,682.2,-10.9,81.0,-9.2,-11.5
5977,1916-12-12,-999.0,-999.0,0.0,0,0.3,60,6.7,2.0,683.3,-9.8,78.0,-8.2,-11.7
5978,1916-12-13,-999.0,-999.0,5.1,7,0.0,60,7.7,3.1,681.4,-8.3,97.0,-7.0,-9.6
5979,1916-12-14,-999.0,-999.0,0.0,0,4.3,70,4.3,2.4,686.7,-8.3,82.0,-5.6,-11.8
5980,1916-12-15,-999.0,-999.0,7.0,7,0.2,60,7.3,2.0,684.9,-12.8,96.0,-6.6,-14.3
5981,1916-12-16,-999.0,-999.0,0.0,0,3.4,70,4.3,1.3,691.9,-16.0,84.0,-14.3,-16.9
5982,1916-12-17,-999.0,-999.0,2.7,7,0.0,70,8.0,1.7,689.4,-13.0,82.0,-11.6,-15.7
5983,1916-12-18,-999.0,-999.0,1.5,7,7.2,70,5.0,2.0,684.6,-10.7,81.0,-7.7,-15.6
5984,1916-12-19,-999.0,-999.0,0.0,0,0.0,-999,5.7,2.0,682.6,-14.6,93.0,-6.4,-17.9
5985,1916-12-20,-999.0,-999.0,0.0,0,5.0,70,6.0,1.6,689.0,-10.7,62.0,-8.5,-18.5
5986,1916-12-21,-999.0,-999.0,0.0,0,6.2,60,5.3,2.3,692.6,-5.3,59.0,-1.8,-10.6
5987,1916-12-22,-999.0,-999.0,0.0,0,4.2,60,6.3,1.9,698.2,-7.1,58.0,-4.3,-9.7
5988,1916-12-23,-999.0,-999.0,4.1,7,0.0,50,6.0,3.5,698.1,-4.3,80.0,-2.9,-7.8
5989,1916-12-24,-999.0,-999.0,0.0,0,5.2,50,3.7,1.7,700.2,-11.5,75.0,-4.4,-14.2
5990,1916-12-25,-999.0,-999.0,4.9,7,0.0,-999,8.0,4.1,699.1,-4.7,100.0,-3.8,-10.7
5991,1916-12-26,-999.0,-999.0,3.2,7,0.0,-999,8.0,4.3,701.8,-4.4,100.0,-3.7,-6.7
5992,1916-12-27,-999.0,-999.0,4.0,7,0.3,-999,5.7,2.7,701.3,-8.7,79.0,-4.4,-11.4
5993,1916-12-28,-999.0,-999.0,0.0,0,6.4,60,3.7,1.3,708.5,-9.4,50.0,-8.7,-11.3
5994,1916-12-29,-999.0,-999.0,1.1,7,0.0,60,7.3,3.5,708.5,-6.4,94.0,-4.0,-10.4
5995,1916-12-30,-999.0,-999.0,3.8,7,0.0,-999,8.0,3.6,702.7,-7.5,100.0,-3.6,-9.8
5996,1916-12-31,-999.0,-999.0,0.9,7,0.0,-999,8.0,2.8,700.7,-9.3,100.0,-7.8,-11.3
5997,1917-01-01,-999.0,-999.0,12.4,7,0.0,-999,8.0,3.7,704.2,-5.6,100.0,-4.1,-8.5
5998,1917-01-02,-999.0,-999.0,0.0,0,0.4,80,7.3,3.1,705.5,-8.2,98.0,-4.3,-8.9
5999,1917-01-03,-999.0,-999.0,0.0,0,0.0,-999,8.0,4.0,701.9,-4.9,100.0,-3.5,-9.6
6000,1917-01-04,-999.0,-999.0,0.7,7,8.3,80,1.3,2.3,701.7,-7.8,69.0,-4.6,-9.1
6001,1917-01-05,-999.0,-999.0,9.4,7,0.0,-999,8.0,1.9,697.8,-14.9,100.0,-9.1,-17.1
6002,1917-01-06,-999.0,-999.0,1.8,7,8.3,90,2.7,1.2,698.1,-15.7,77.0,-14.6,-18.2
6003,1917-01-07,-999.0,-999.0,1.5,7,0.2,-999,8.0,1.5,695.0,-17.1,100.0,-15.0,-18.0
6004,1917-01-08,-999.0,-999.0,0.0,0,0.0,90,7.0,2.3,685.8,-9.9,84.0,-8.7,-17.8
6005,1917-01-09,-999.0,-999.0,15.3,7,0.0,-999,8.0,2.4,682.5,-11.0,99.0,-9.1,-11.6
6006,1917-01-10,-999.0,-999.0,2.2,7,4.4,110,4.3,1.9,685.7,-13.6,96.0,-10.1,-16.2
6007,1917-01-11,-999.0,-999.0,0.1,7,2.0,110,7.7,1.7,690.2,-13.6,96.0,-11.7,-16.0
6008,1917-01-12,-999.0,-999.0,1.8,7,3.2,110,7.7,1.9,686.2,-13.7,95.0,-10.3,-14.5
6009,1917-01-13,-999.0,-999.0,0.5,7,1.2,110,4.7,1.7,681.8,-14.3,89.0,-8.9,-17.3
6010,1917-01-14,-999.0,-999.0,0.0,0,2.4,110,6.0,2.0,683.0,-10.5,80.0,-8.4,-17.3
6011,1917-01-15,-999.0,-999.0,0.0,0,2.2,110,7.7,2.3,685.7,-8.6,79.0,-6.8,-10.4
6012,1917-01-16,-999.0,-999.0,1.2,7,6.2,100,4.3,2.7,682.1,-9.3,90.0,-7.2,-10.4
6013,1917-01-17,-999.0,-999.0,1.0,7,1.0,110,5.7,1.7,684.3,-12.6,92.0,-10.0,-16.7
6014,1917-01-18,-999.0,-999.0,0.6,7,0.0,-999,6.3,1.9,688.6,-12.6,91.0,-10.7,-14.4
6015,1917-01-19,-999.0,-999.0,0.0,0,3.4,110,8.0,2.7,693.8,-9.6,98.0,-9.2,-11.1
6016,1917-01-20,-999.0,-999.0,0.0,0,8.3,110,2.7,2.4,699.0,-10.2,92.0,-8.7,-11.0
6017,1917-01-21,-999.0,-999.0,0.0,7,0.0,110,6.7,2.1,702.9,-12.2,97.0,-10.4,-13.0
6018,1917-01-22,-999.0,-999.0,0.0,0,9.0,110,0.3,1.3,701.0,-13.6,69.0,-12.2,-14.8
6019,1917-01-23,-999.0,-999.0,0.1,7,8.3,110,1.0,1.6,696.7,-12.1,74.0,-10.7,-14.0
6020,1917-01-24,-999.0,-999.0,0.6,7,0.0,100,8.0,2.4,691.7,-10.3,94.0,-9.2,-11.8
6021,1917-01-25,-999.0,-999.0,1.1,7,3.4,100,4.7,1.6,691.8,-14.6,88.0,-9.5,-15.8
6022,1917-01-26,-999.0,-999.0,0.8,7,0.0,100,8.0,1.5,688.2,-17.6,99.0,-14.6,-20.1
6023,1917-01-27,-999.0,-999.0,0.0,0,9.0,100,0.3,0.8,685.7,-18.6,64.0,-17.1,-22.6
6024,1917-01-28,-999.0,-999.0,0.5,7,0.0,100,6.7,1.3,682.3,-16.6,87.0,-14.9,-17.4
6025,1917-01-29,-999.0,-999.0,0.0,0,8.2,100,2.3,0.8,680.3,-22.3,97.0,-17.4,-22.8
6026,1917-01-30,-999.0,-999.0,0.0,0,8.4,100,1.0,1.2,681.0,-15.2,75.0,-13.1,-22.4
6027,1917-01-31,-999.0,-999.0,0.0,0,1.0,100,5.7,1.1,682.3,-14.1,57.0,-13.3,-15.1
6028,1917-02-01,-999.0,-999.0,0.0,0,5.2,100,4.0,1.7,685.9,-13.2,86.0,-11.1,-16.7
6029,1917-02-02,-999.0,-999.0,0.0,0,9.2,100,3.0,1.1,685.5,-17.4,80.0,-11.4,-18.7
6030,1917-02-03,-999.0,-999.0,0.1,7,7.4,90,4.3,1.3,686.1,-18.1,97.0,-14.9,-20.0
6031,1917-02-04,-999.0,-999.0,0.0,0,8.4,90,1.7,0.7,689.8,-18.4,64.0,-17.0,-21.0
6032,1917-02-05,-999.0,-999.0,0.0,0,3.0,90,7.3,1.6,692.6,-12.2,73.0,-9.5,-17.0
6033,1917-02-06,-999.0,-999.0,0.0,0,4.2,90,6.7,2.5,695.1,-8.0,78.0,-6.0,-11.0
6034,1917-02-07,-999.0,-999.0,0.0,0,7.3,90,1.3,1.3,697.1,-11.8,59.0,-8.2,-12.2
6035,1917-02-08,-999.0,-999.0,0.0,0,9.4,90,2.3,0.8,699.1,-11.8,38.0,-10.8,-14.0
6036,1917-02-09,-999.0,-999.0,0.0,0,9.2,80,0.0,1.9,703.0,-7.7,54.0,-6.7,-11.1
6037,1917-02-10,-999.0,-999.0,0.0,0,10.0,80,2.0,1.2,702.3,-6.6,36.0,-5.8,-7.4
6038,1917-02-11,-999.0,-999.0,0.0,0,9.0,80,3.0,1.5,698.2,-6.2,39.0,-5.2,-7.6
6039,1917-02-12,-999.0,-999.0,3.3,7,0.0,-999,8.0,2.1,693.8,-12.9,99.0,-5.2,-14.3
6040,1917-02-13,-999.0,-999.0,0.0,0,7.3,70,2.7,1.9,699.5,-11.6,86.0,-10.8,-14.1
6041,1917-02-14,-999.0,-999.0,0.0,0,9.4,70,0.0,1.2,702.1,-11.0,48.0,-10.3,-11.3
6042,1917-02-15,-999.0,-999.0,0.0,0,10.2,70,0.0,1.3,705.9,-6.2,36.0,-4.8,-11.2
6043,1917-02-16,-999.0,-999.0,0.0,0,9.4,70,0.0,1.2,706.7,-6.3,35.0,-3.9,-7.4
6044,1917-02-17,-999.0,-999.0,0.0,0,1.0,60,5.0,2.5,705.5,-9.1,88.0,-7.4,-11.0
6045,1917-02-18,-999.0,-999.0,1.0,7,7.3,60,6.7,2.8,702.9,-8.2,89.0,-6.0,-9.3
6046,1917-02-19,-999.0,-999.0,3.7,7,1.0,-999,8.0,2.3,701.1,-11.8,99.0,-8.6,-13.1
6047,1917-02-20,-999.0,-999.0,0.0,0,10.2,70,2.3,1.5,699.5,-13.4,77.0,-11.9,-14.6
6048,1917-02-21,-999.0,-999.0,3.2,7,0.0,-999,8.0,2.7,696.6,-10.3,100.0,-9.9,-13.2
6049,1917-02-22,-999.0,-999.0,0.1,7,0.4,-999,5.3,2.1,700.6,-12.2,91.0,-9.2,-14.4
6050,1917-02-23,-999.0,-999.0,0.0,0,10.2,70,0.7,1.1,705.3,-10.8,42.0,-8.7,-14.7
6051,1917-02-24,-999.0,-999.0,0.0,0,10.3,70,0.3,0.9,706.9,-11.8,37.0,-9.0,-12.9
6052,1917-02-25,-999.0,-999.0,0.0,0,10.2,60,0.7,1.3,707.8,-9.2,50.0,-6.7,-12.9
6053,1917-02-26,-999.0,-999.0,2.7,7,10.3,60,2.7,1.9,704.2,-12.3,85.0,-9.0,-14.0
6054,1917-02-27,-999.0,-999.0,3.0,7,0.0,-999,8.0,1.5,698.7,-17.2,100.0,-13.8,-18.2
6055,1917-02-28,-999.0,-999.0,1.6,7,0.4,-999,8.0,1.3,697.8,-17.5,98.0,-15.5,-19.2
6056,1917-03-01,-999.0,-999.0,2.5,7,0.0,-999,8.0,1.6,697.5,-15.8,100.0,-15.0,-18.0
6057,1917-03-02,-999.0,-999.0,0.1,7,5.0,80,6.3,2.4,694.1,-10.2,95.0,-7.5,-15.8
6058,1917-03-03,-999.0,-999.0,0.0,0,8.2,80,5.3,1.7,689.4,-13.4,89.0,-8.4,-15.6
6059,1917-03-04,-999.0,-999.0,0.0,0,9.4,80,2.7,1.1,688.5,-17.1,83.0,-12.8,-18.3
6060,1917-03-05,-999.0,-999.0,2.3,7,0.3,80,7.7,2.1,689.3,-10.3,79.0,-7.3,-16.8
6061,1917-03-06,-999.0,-999.0,0.0,0,9.2,90,4.0,1.3,689.8,-9.8,56.0,-7.9,-13.4
6062,1917-03-07,-999.0,-999.0,0.0,7,4.0,90,7.0,2.5,678.1,-7.0,73.0,-6.0,-8.9
6063,1917-03-08,-999.0,-999.0,1.1,7,3.0,80,6.7,2.0,677.5,-15.4,99.0,-6.3,-20.4
6064,1917-03-09,-999.0,-999.0,0.0,0,10.0,80,4.0,0.8,690.1,-17.5,61.0,-15.0,-23.7
6065,1917-03-10,-999.0,-999.0,0.0,0,1.2,-999,6.3,2.1,698.3,-11.8,95.0,-10.7,-15.0
6066,1917-03-11,-999.0,-999.0,0.0,0,8.2,80,4.3,2.7,699.8,-6.8,77.0,-4.5,-11.4
6067,1917-03-12,-999.0,-999.0,5.4,7,5.0,70,6.7,3.6,696.9,-4.2,83.0,-2.1,-6.7
6068,1917-03-13,-999.0,-999.0,7.8,7,0.0,-999,8.0,2.7,696.5,-10.4,100.0,-4.8,-11.0
6069,1917-03-14,-999.0,-999.0,6.0,7,2.4,80,6.7,2.5,693.5,-9.2,91.0,-6.1,-12.0
6070,1917-03-15,-999.0,-999.0,9.6,7,0.0,-999,8.0,1.9,696.1,-14.6,98.0,-9.1,-16.9
6071,1917-03-16,-999.0,-999.0,0.0,0,10.3,110,0.3,0.4,706.1,-19.0,40.0,-16.9,-21.7
6072,1917-03-17,-999.0,-999.0,3.2,7,0.0,100,8.0,2.0,711.4,-10.6,77.0,-9.2,-17.3
6073,1917-03-18,-999.0,-999.0,3.0,7,9.3,100,7.0,1.9,710.6,-9.5,68.0,-7.3,-10.6
6074,1917-03-19,-999.0,-999.0,0.0,0,7.3,100,6.3,1.9,703.5,-10.7,74.0,-9.2,-11.9
6075,1917-03-20,-999.0,-999.0,3.0,7,1.0,100,8.0,2.0,687.1,-12.3,81.0,-7.3,-16.8
6076,1917-03-21,-999.0,-999.0,5.4,7,3.4,-999,7.3,1.5,682.6,-16.2,100.0,-14.8,-18.6
6077,1917-03-22,-999.0,-999.0,0.2,7,3.2,120,6.7,1.7,685.4,-13.3,92.0,-10.4,-17.3
6078,1917-03-23,-999.0,-999.0,0.0,0,4.0,120,7.7,2.0,693.0,-12.3,90.0,-8.6,-13.6
6079,1917-03-24,-999.0,-999.0,3.0,7,4.2,120,6.7,2.1,693.5,-11.5,94.0,-8.5,-13.6
6080,1917-03-25,-999.0,-999.0,0.0,0,6.3,120,7.0,2.0,693.7,-9.9,73.0,-8.0,-12.3
6081,1917-03-26,-999.0,-999.0,0.3,7,10.3,110,3.0,1.5,688.6,-11.1,61.0,-9.6,-12.6
6082,1917-03-27,-999.0,-999.0,3.5,7,2.2,-999,8.0,2.1,687.8,-11.8,92.0,-8.8,-14.4
6083,1917-03-28,-999.0,-999.0,5.4,7,2.3,-999,8.0,2.1,691.1,-11.8,91.0,-7.3,-13.7
6084,1917-03-29,-999.0,-999.0,0.0,0,8.2,150,6.0,2.0,693.9,-11.9,91.0,-7.7,-13.6
6085,1917-03-30,-999.0,-999.0,0.8,7,9.0,140,6.7,2.3,693.3,-8.6,78.0,-6.9,-11.1
6086,1917-03-31,-999.0,-999.0,0.5,7,1.2,140,7.7,2.9,693.7,-8.2,98.0,-6.7,-12.1
6087,1917-04-01,-999.0,-999.0,11.9,7,0.0,-999,8.0,3.1,691.7,-9.3,99.0,-5.3,-12.0
6088,1917-04-02,-999.0,-999.0,7.6,7,3.0,170,5.3,2.3,691.0,-10.4,90.0,-5.9,-13.1
6089,1917-04-03,-999.0,-999.0,2.9,7,0.3,-999,8.0,2.1,691.4,-12.8,88.0,-7.7,-16.3
6090,1917-04-04,-999.0,-999.0,0.0,0,11.0,180,2.7,1.6,695.3,-11.8,73.0,-8.5,-17.0
6091,1917-04-05,-999.0,-999.0,5.6,7,2.3,170,7.3,2.4,697.5,-7.5,75.0,-6.4,-10.5
6092,1917-04-06,-999.0,-999.0,8.4,7,0.0,-999,8.0,2.3,694.6,-11.7,100.0,-7.0,-13.8
6093,1917-04-07,-999.0,-999.0,0.5,7,6.0,190,7.3,1.9,692.6,-13.5,95.0,-11.5,-16.2
6094,1917-04-08,-999.0,-999.0,2.0,7,7.2,190,5.7,2.1,692.7,-11.0,89.0,-6.9,-13.2
6095,1917-04-09,-999.0,-999.0,4.8,7,9.4,190,6.0,2.4,691.1,-9.8,86.0,-5.9,-13.6
6096,1917-04-10,-999.0,-999.0,3.3,7,1.4,-999,8.0,2.1,693.0,-12.9,100.0,-8.3,-15.5
6097,1917-04-11,-999.0,-999.0,0.0,0,10.2,170,3.7,3.1,697.0,-6.1,86.0,-2.6,-13.9
6098,1917-04-12,-999.0,-999.0,0.1,7,10.2,170,3.7,2.8,698.1,-6.0,76.0,-3.6,-7.9
6099,1917-04-13,-999.0,-999.0,0.8,7,1.0,-999,8.0,3.3,696.7,-5.8,90.0,-3.0,-7.9
6100,1917-04-14,-999.0,-999.0,0.0,0,5.0,150,5.3,3.6,695.4,-4.6,88.0,-2.7,-8.1
6101,1917-04-15,-999.0,-999.0,1.4,7,5.0,150,7.3,3.2,691.1,-7.0,87.0,-2.1,-10.2
6102,1917-04-16,-999.0,-999.0,0.0,0,0.0,-999,8.0,2.0,693.1,-13.0,100.0,-10.2,-13.8
6103,1917-04-17,-999.0,-999.0,2.7,7,1.0,-999,8.0,1.7,690.9,-14.9,100.0,-12.6,-15.8
6104,1917-04-18,-999.0,-999.0,3.0,7,3.0,-999,8.0,1.2,693.7,-18.0,100.0,-15.6,-19.0
