,MESS_DATUM,FX,FM,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK
0,1900-08-01,-999.0,-999.0,-999.0,-999,15.0,-999,0.0,3.9,715.3,2.0,50.0,6.2,-3.6
1,1900-08-02,-999.0,-999.0,-999.0,-999,6.2,-999,5.0,8.3,713.7,5.7,88.0,12.6,2.2
2,1900-08-03,-999.0,-999.0,-999.0,-999,1.3,-999,8.0,7.9,710.6,3.6,96.0,7.9,1.2
3,1900-08-04,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,6.3,706.3,0.6,98.0,5.2,-2.8
4,1900-08-05,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,4.4,705.9,-3.9,95.0,-0.9,-5.4
5,1900-08-06,-999.0,-999.0,-999.0,-999,3.4,-999,5.3,5.5,707.8,-2.0,95.0,0.7,-5.3
6,1900-08-07,-999.0,-999.0,-999.0,-999,10.3,-999,3.0,6.7,712.3,3.0,81.0,6.0,-1.0
7,1900-08-08,-999.0,-999.0,-999.0,-999,0.0,-999,7.7,5.6,710.6,0.6,94.0,4.0,-2.6
8,1900-08-09,-999.0,-999.0,-999.0,-999,5.4,-999,4.7,6.5,712.3,0.4,96.0,4.6,-2.7
9,1900-08-10,-999.0,-999.0,-999.0,-999,1.4,-999,7.3,6.5,712.2,0.8,94.0,6.0,-2.0
10,1900-08-11,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,4.4,713.4,-4.0,94.0,-2.0,-5.2
11,1900-08-12,-999.0,-999.0,-999.0,-999,4.4,-999,5.3,4.0,716.5,-4.2,85.0,-1.9,-6.8
12,1900-08-13,-999.0,-999.0,-999.0,-999,10.4,-999,3.3,3.9,718.3,-2.1,67.0,1.6,-5.9
13,1900-08-14,-999.0,-999.0,-999.0,-999,5.0,-999,5.7,5.6,717.4,0.5,85.0,2.6,-1.7
14,1900-08-15,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,5.9,712.6,-0.7,98.0,0.6,-1.8
15,1900-08-16,-999.0,-999.0,-999.0,-999,2.2,-999,5.0,6.9,713.0,2.0,93.0,4.7,-1.2
16,1900-08-17,-999.0,-999.0,-999.0,-999,5.3,-999,5.7,7.9,713.5,4.2,90.0,8.6,-0.3
17,1900-08-18,-999.0,-999.0,-999.0,-999,1.4,-999,7.0,8.0,715.1,4.7,95.0,8.8,1.7
18,1900-08-19,-999.0,-999.0,-999.0,-999,3.3,-999,6.3,7.1,715.5,4.4,83.0,8.4,1.7
19,1900-08-20,-999.0,-999.0,-999.0,-999,5.3,-999,5.3,7.1,712.6,3.9,86.0,8.5,1.3
20,1900-08-21,-999.0,-999.0,-999.0,-999,5.3,-999,5.7,7.6,710.5,3.6,88.0,7.5,0.0
21,1900-08-22,-999.0,-999.0,-999.0,-999,2.0,-999,7.0,8.1,710.9,3.4,97.0,7.2,-0.1
22,1900-08-23,-999.0,-999.0,-999.0,-999,3.3,-999,6.3,8.1,712.6,4.9,90.0,8.5,1.3
23,1900-08-24,-999.0,-999.0,-999.0,-999,0.4,-999,7.7,8.1,711.1,5.1,91.0,9.5,2.4
24,1900-08-25,-999.0,-999.0,-999.0,-999,3.0,-999,5.0,7.2,711.7,2.4,99.0,5.2,0.4
25,1900-08-26,-999.0,-999.0,-999.0,-999,6.4,-999,3.0,5.2,713.5,3.6,61.0,6.5,-0.4
26,1900-08-27,-999.0,-999.0,-999.0,-999,0.2,-999,6.3,7.6,712.2,4.3,92.0,7.4,2.9
27,1900-08-28,-999.0,-999.0,-999.0,-999,0.0,-999,7.7,6.3,713.3,2.4,94.0,6.7,-0.6
28,1900-08-29,-999.0,-999.0,-999.0,-999,0.2,-999,7.7,5.3,714.9,-1.0,92.0,0.4,-2.0
29,1900-08-30,-999.0,-999.0,-999.0,-999,10.3,-999,0.7,3.1,716.7,-0.8,50.0,0.9,-3.8
30,1900-08-31,-999.0,-999.0,-999.0,-999,10.0,-999,1.7,2.8,716.9,0.0,43.0,1.8,-1.8
31,1900-09-01,-999.0,-999.0,-999.0,-999,6.4,-999,3.3,2.7,716.2,2.3,35.0,7.4,-1.6
32,1900-09-02,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,7.7,714.2,1.8,100.0,4.4,-2.2
33,1900-09-03,-999.0,-999.0,-999.0,-999,0.0,-999,5.3,4.9,714.3,-2.1,92.0,2.6,-5.4
34,1900-09-04,-999.0,-999.0,-999.0,-999,12.0,-999,2.0,2.5,717.5,-1.1,38.0,3.7,-7.8
35,1900-09-05,-999.0,-999.0,-999.0,-999,4.4,-999,3.7,4.9,716.6,-0.4,80.0,3.6,-2.6
36,1900-09-06,-999.0,-999.0,-999.0,-999,12.0,-999,1.7,2.9,715.3,-0.7,48.0,0.4,-2.3
37,1900-09-07,-999.0,-999.0,-999.0,-999,12.3,-999,0.3,1.7,715.8,2.3,22.0,6.6,-1.3
38,1900-09-08,-999.0,-999.0,-999.0,-999,6.2,-999,5.7,5.6,712.9,2.3,74.0,7.1,-0.6
39,1900-09-09,-999.0,-999.0,-999.0,-999,4.3,-999,7.0,5.9,712.6,-0.3,96.0,2.4,-2.2
40,1900-09-10,-999.0,-999.0,-999.0,-999,3.4,-999,5.3,5.5,714.2,-1.1,97.0,3.0,-4.8
41,1900-09-11,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,4.9,714.9,-2.3,96.0,-0.3,-3.4
42,1900-09-12,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,4.4,714.7,-4.5,97.0,-2.8,-5.6
43,1900-09-13,-999.0,-999.0,-999.0,-999,12.3,-999,1.0,3.1,718.5,-1.2,48.0,1.6,-6.8
44,1900-09-14,-999.0,-999.0,-999.0,-999,12.3,-999,0.0,3.7,721.4,3.8,45.0,5.9,1.5
45,1900-09-15,-999.0,-999.0,-999.0,-999,12.3,-999,0.0,4.1,720.6,3.9,50.0,6.0,2.2
46,1900-09-16,-999.0,-999.0,-999.0,-999,12.2,-999,1.0,4.8,720.2,3.3,59.0,5.9,1.8
47,1900-09-17,-999.0,-999.0,-999.0,-999,5.4,-999,4.7,4.1,719.1,5.0,45.0,7.7,2.3
48,1900-09-18,-999.0,-999.0,-999.0,-999,0.4,-999,6.0,7.3,717.0,3.0,96.0,6.7,0.5
49,1900-09-19,-999.0,-999.0,-999.0,-999,6.3,-999,5.0,7.9,716.3,3.4,94.0,6.6,-0.1
50,1900-09-20,-999.0,-999.0,-999.0,-999,4.0,-999,5.7,7.3,719.1,4.1,89.0,8.2,1.2
51,1900-09-21,-999.0,-999.0,-999.0,-999,9.3,-999,1.7,7.1,721.5,4.4,85.0,9.7,1.0
52,1900-09-22,-999.0,-999.0,-999.0,-999,11.2,-999,1.3,4.0,721.5,3.3,51.0,8.0,0.8
53,1900-09-23,-999.0,-999.0,-999.0,-999,9.3,-999,1.3,6.1,720.9,3.1,75.0,7.2,-0.3
54,1900-09-24,-999.0,-999.0,-999.0,-999,1.4,-999,5.3,6.5,717.0,2.4,86.0,4.2,0.2
55,1900-09-25,-999.0,-999.0,-999.0,-999,1.2,-999,7.0,8.1,715.5,3.8,96.0,7.4,0.4
56,1900-09-26,-999.0,-999.0,-999.0,-999,0.4,-999,7.3,7.6,715.9,2.9,100.0,6.2,0.8
57,1900-09-27,-999.0,-999.0,-999.0,-999,6.3,-999,3.3,6.9,714.9,3.2,86.0,6.2,0.0
58,1900-09-28,-999.0,-999.0,-999.0,-999,3.0,-999,7.0,7.5,713.9,3.4,94.0,6.8,1.2
59,1900-09-29,-999.0,-999.0,-999.0,-999,3.3,-999,3.3,7.1,714.1,3.4,86.0,6.4,0.4
60,1900-09-30,-999.0,-999.0,-999.0,-999,3.4,-999,4.7,7.5,714.2,2.9,90.0,5.2,1.2
61,1900-10-01,-999.0,-999.0,-999.0,-999,4.2,-999,4.7,6.7,716.1,2.3,91.0,4.0,-0.6
62,1900-10-02,-999.0,-999.0,-999.0,-999,8.4,-999,3.7,5.3,715.1,3.5,68.0,6.9,0.0
63,1900-10-03,-999.0,-999.0,-999.0,-999,1.0,-999,7.3,6.7,711.8,1.1,95.0,5.1,-2.0
64,1900-10-04,-999.0,-999.0,-999.0,-999,9.0,-999,1.0,3.6,714.6,-0.6,60.0,5.2,-8.0
65,1900-10-05,-999.0,-999.0,-999.0,-999,1.4,-999,7.7,6.4,716.7,0.9,96.0,4.0,-2.0
66,1900-10-06,-999.0,-999.0,-999.0,-999,5.4,-999,5.3,6.3,720.1,0.4,98.0,3.8,-2.6
67,1900-10-07,-999.0,-999.0,-999.0,-999,8.3,-999,1.3,4.9,722.7,0.4,79.0,4.4,-3.3
68,1900-10-08,-999.0,-999.0,-999.0,-999,11.0,-999,0.0,2.8,724.6,3.4,36.0,5.9,-1.0
69,1900-10-09,-999.0,-999.0,-999.0,-999,11.0,-999,0.0,1.9,723.4,5.3,-999.0,7.0,0.6
70,1900-10-10,-999.0,-999.0,-999.0,-999,11.0,-999,0.7,2.9,717.8,2.7,37.0,6.2,0.2
71,1900-10-11,-999.0,-999.0,-999.0,-999,7.3,-999,3.3,3.2,709.8,-5.4,77.0,2.5,-7.6
72,1900-10-12,-999.0,-999.0,-999.0,-999,11.0,-999,0.7,4.8,708.9,-1.4,84.0,0.0,-6.6
73,1900-10-13,-999.0,-999.0,-999.0,-999,9.2,-999,3.3,4.9,709.0,-1.6,88.0,0.7,-4.3
74,1900-10-14,-999.0,-999.0,-999.0,-999,2.0,-999,6.3,4.7,702.5,-2.7,91.0,-0.4,-4.8
75,1900-10-15,-999.0,-999.0,-999.0,-999,1.0,-999,8.0,2.4,699.4,-11.5,93.0,-4.8,-12.6
76,1900-10-16,-999.0,-999.0,-999.0,-999,0.3,-999,4.7,2.1,702.2,-11.7,84.0,-11.5,-14.6
77,1900-10-17,-999.0,-999.0,-999.0,-999,5.2,-999,5.7,3.3,706.1,-5.4,77.0,-3.2,-12.2
78,1900-10-18,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,3.9,704.2,-5.5,92.0,-2.9,-6.3
79,1900-10-19,-999.0,-999.0,-999.0,-999,0.0,-999,7.7,3.5,704.3,-6.8,89.0,-2.9,-9.6
80,1900-10-20,-999.0,-999.0,-999.0,-999,10.3,-999,2.0,3.1,705.9,-5.4,75.0,-3.6,-9.9
81,1900-10-21,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,3.5,704.1,-6.4,89.0,-3.7,-9.1
82,1900-10-22,-999.0,-999.0,-999.0,-999,7.3,-999,5.3,3.3,708.2,-6.5,86.0,-3.5,-12.0
83,1900-10-23,-999.0,-999.0,-999.0,-999,7.0,-999,3.0,3.7,712.5,-4.3,83.0,-2.0,-6.8
84,1900-10-24,-999.0,-999.0,-999.0,-999,0.2,-999,5.0,3.5,712.1,-6.2,90.0,-5.0,-9.3
85,1900-10-25,-999.0,-999.0,-999.0,-999,7.3,-999,2.7,4.1,708.2,-3.0,82.0,-0.3,-6.8
86,1900-10-26,-999.0,-999.0,-999.0,-999,5.4,-999,3.0,3.7,702.1,-3.7,80.0,-2.3,-6.8
87,1900-10-27,-999.0,-999.0,-999.0,-999,1.2,-999,5.0,2.7,698.6,-8.6,81.0,-4.0,-11.4
88,1900-10-28,-999.0,-999.0,-999.0,-999,0.2,-999,6.3,2.4,705.0,-11.0,91.0,-10.0,-13.8
89,1900-10-29,-999.0,-999.0,-999.0,-999,0.2,-999,7.7,3.9,708.1,-4.8,88.0,-3.4,-11.0
90,1900-10-30,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,3.6,709.7,-4.7,81.0,-4.1,-4.9
91,1900-10-31,-999.0,-999.0,-999.0,-999,4.3,-999,3.0,3.1,715.0,-3.0,63.0,-0.5,-5.9
92,1900-11-01,-999.0,-999.0,-999.0,-999,3.0,-999,5.3,4.0,715.5,-0.8,69.0,1.2,-2.0
93,1900-11-02,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,4.1,710.3,-3.4,90.0,-0.7,-4.8
94,1900-11-03,-999.0,-999.0,-999.0,-999,1.3,-999,6.3,4.8,705.9,-2.3,88.0,1.0,-4.3
95,1900-11-04,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,2.7,703.4,-8.5,90.0,-3.2,-9.6
96,1900-11-05,-999.0,-999.0,-999.0,-999,8.3,-999,1.7,2.9,706.7,-7.1,82.0,-5.5,-10.3
97,1900-11-06,-999.0,-999.0,-999.0,-999,3.2,-999,4.0,4.4,707.4,-0.4,74.0,2.0,-5.5
98,1900-11-07,-999.0,-999.0,-999.0,-999,0.2,-999,6.3,4.3,705.9,-1.4,78.0,-0.5,-2.6
99,1900-11-08,-999.0,-999.0,-999.0,-999,1.0,-999,4.3,4.0,710.1,-1.9,73.0,-0.1,-4.3
100,1900-11-09,-999.0,-999.0,-999.0,-999,9.4,-999,1.0,4.1,709.7,-1.5,75.0,-0.1,-2.8
101,1900-11-10,-999.0,-999.0,-999.0,-999,3.3,-999,6.0,4.0,703.5,-3.6,81.0,-0.9,-4.6
102,1900-11-11,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,2.8,697.9,-8.8,88.0,-4.6,-9.8
103,1900-11-12,-999.0,-999.0,-999.0,-999,0.0,-999,5.3,2.8,701.8,-8.3,84.0,-6.1,-10.8
104,1900-11-13,-999.0,-999.0,-999.0,-999,9.4,-999,0.0,4.3,702.9,-3.3,85.0,0.0,-6.1
105,1900-11-14,-999.0,-999.0,-999.0,-999,7.2,-999,1.7,4.1,701.8,-3.4,85.0,-0.2,-5.0
106,1900-11-15,-999.0,-999.0,-999.0,-999,0.0,-999,5.7,3.2,699.9,-5.4,75.0,-2.3,-6.9
107,1900-11-16,-999.0,-999.0,-999.0,-999,1.0,-999,4.3,2.7,696.1,-4.0,56.0,-2.5,-6.2
108,1900-11-17,-999.0,-999.0,-999.0,-999,0.0,-999,6.0,3.5,694.1,-5.2,82.0,-2.4,-7.0
109,1900-11-18,-999.0,-999.0,-999.0,-999,4.3,-999,3.7,3.1,697.9,-7.5,84.0,-4.1,-8.5
110,1900-11-19,-999.0,-999.0,-999.0,-999,2.3,-999,4.0,3.1,701.5,-6.3,76.0,-2.5,-9.3
111,1900-11-20,-999.0,-999.0,-999.0,-999,1.4,-999,4.0,3.2,702.5,-5.4,75.0,-1.2,-7.2
112,1900-11-21,-999.0,-999.0,-999.0,-999,7.4,-999,4.3,3.6,697.1,-5.1,84.0,-4.1,-6.0
113,1900-11-22,-999.0,-999.0,-999.0,-999,4.2,-999,2.7,3.3,701.8,-5.3,81.0,-4.3,-6.6
114,1900-11-23,-999.0,-999.0,-999.0,-999,2.0,-999,5.7,3.1,701.0,-7.1,84.0,-4.1,-8.0
115,1900-11-24,-999.0,-999.0,-999.0,-999,0.2,-999,7.0,2.5,696.9,-9.8,83.0,-7.6,-10.6
116,1900-11-25,-999.0,-999.0,-999.0,-999,5.4,-999,3.3,2.4,696.7,-10.7,85.0,-8.4,-12.6
117,1900-11-26,-999.0,-999.0,-999.0,-999,1.0,-999,6.7,2.5,698.7,-10.4,91.0,-8.6,-11.4
118,1900-11-27,-999.0,-999.0,-999.0,-999,9.2,-999,0.7,2.4,699.9,-9.6,82.0,-8.1,-11.3
119,1900-11-28,-999.0,-999.0,-999.0,-999,3.0,-999,4.7,3.3,694.2,-2.7,65.0,-0.3,-8.4
120,1900-11-29,-999.0,-999.0,-999.0,-999,0.0,-999,7.0,3.3,691.5,-6.2,84.0,-3.4,-6.6
121,1900-11-30,-999.0,-999.0,-999.0,-999,0.3,-999,6.7,3.6,689.5,-5.6,87.0,-3.8,-6.1
122,1900-12-01,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,3.1,692.3,-7.8,88.0,-6.9,-9.0
123,1900-12-02,-999.0,-999.0,-999.0,-999,2.2,-999,2.7,3.1,695.3,-8.2,87.0,-4.5,-10.2
124,1900-12-03,-999.0,-999.0,-999.0,-999,8.4,-999,0.0,3.1,701.5,-8.1,89.0,-5.6,-11.5
125,1900-12-04,-999.0,-999.0,-999.0,-999,0.3,-999,6.0,3.5,703.9,-6.8,87.0,-3.5,-11.3
126,1900-12-05,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,3.9,701.5,-4.9,91.0,-3.4,-5.3
127,1900-12-06,-999.0,-999.0,-999.0,-999,0.0,-999,7.7,4.0,702.5,-4.7,93.0,-2.4,-6.2
128,1900-12-07,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,2.4,698.2,-11.1,91.0,-1.9,-12.0
129,1900-12-08,-999.0,-999.0,-999.0,-999,6.2,-999,3.7,1.9,710.3,-13.0,85.0,-12.0,-14.2
130,1900-12-09,-999.0,-999.0,-999.0,-999,8.3,-999,0.3,3.5,714.2,-5.4,83.0,-4.5,-12.1
131,1900-12-10,-999.0,-999.0,-999.0,-999,1.3,-999,4.7,3.7,713.8,-6.7,77.0,-0.8,-8.5
132,1900-12-11,-999.0,-999.0,-999.0,-999,6.4,-999,1.3,3.9,713.5,-4.9,85.0,-0.9,-8.5
133,1900-12-12,-999.0,-999.0,-999.0,-999,6.0,-999,2.0,2.4,715.0,-5.9,60.0,-4.8,-7.8
134,1900-12-13,-999.0,-999.0,-999.0,-999,6.4,-999,2.0,2.4,715.0,-4.0,52.0,-1.6,-6.4
135,1900-12-14,-999.0,-999.0,-999.0,-999,3.3,-999,2.3,2.3,715.9,-6.6,64.0,-3.9,-8.8
136,1900-12-15,-999.0,-999.0,-999.0,-999,8.3,-999,1.3,2.7,716.3,-3.9,57.0,-1.4,-6.4
137,1900-12-16,-999.0,-999.0,-999.0,-999,8.2,-999,0.7,1.7,715.7,-9.7,60.0,-4.0,-11.2
138,1900-12-17,-999.0,-999.0,-999.0,-999,8.0,-999,1.0,2.0,718.9,-4.6,44.0,-3.2,-9.2
139,1900-12-18,-999.0,-999.0,-999.0,-999,8.2,-999,1.3,3.3,717.3,-0.5,56.0,0.9,-3.2
140,1900-12-19,-999.0,-999.0,-999.0,-999,1.2,-999,4.3,2.4,712.7,-5.4,59.0,0.9,-8.7
141,1900-12-20,-999.0,-999.0,-999.0,-999,8.3,-999,0.3,1.6,713.3,-3.6,34.0,-1.4,-10.8
142,1900-12-21,-999.0,-999.0,-999.0,-999,3.4,-999,4.7,3.1,708.2,-3.0,60.0,-0.5,-6.4
143,1900-12-22,-999.0,-999.0,-999.0,-999,2.4,-999,3.0,2.4,706.3,-10.9,85.0,-5.5,-12.4
144,1900-12-23,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,2.8,703.7,-7.6,81.0,-6.8,-11.2
145,1900-12-24,-999.0,-999.0,-999.0,-999,0.0,-999,5.3,2.9,707.0,-7.6,81.0,-5.1,-8.9
146,1900-12-25,-999.0,-999.0,-999.0,-999,5.3,-999,2.0,2.4,711.8,-9.1,74.0,-5.2,-11.8
147,1900-12-26,-999.0,-999.0,-999.0,-999,6.3,-999,1.7,3.5,712.3,-2.7,67.0,0.6,-8.1
148,1900-12-27,-999.0,-999.0,-999.0,-999,2.4,-999,6.0,3.6,704.3,-1.9,67.0,-0.5,-3.3
149,1900-12-28,-999.0,-999.0,-999.0,-999,0.4,-999,7.7,2.9,696.1,-8.0,81.0,-3.2,-12.4
150,1900-12-29,-999.0,-999.0,-999.0,-999,0.0,-999,8.0,1.6,693.9,-15.4,87.0,-14.8,-16.0
151,1900-12-30,-999.0,-999.0,-999.0,-999,0.0,-999,5.7,2.3,698.1,-11.4,89.0,-9.8,-14.9
152,1900-12-31,-999.0,-999.0,0.6,7,0.0,-999,8.0,3.6,693.1,-4.5,81.0,-2.2,-11.1
153,1901-01-01,-999.0,-999.0,13.6,7,0.0,80,8.0,2.3,697.5,-12.8,92.0,-4.7,-14.5
154,1901-01-02,-999.0,-999.0,0.0,0,8.4,90,0.3,1.2,698.3,-19.0,84.0,-14.5,-20.1
155,1901-01-03,-999.0,-999.0,0.1,7,8.3,90,0.7,0.8,697.3,-23.6,77.0,-19.6,-24.9
156,1901-01-04,-999.0,-999.0,0.0,0,8.0,90,3.3,0.8,697.1,-23.7,83.0,-21.9,-25.1
157,1901-01-05,-999.0,-999.0,0.0,0,2.3,80,4.3,0.9,692.1,-19.3,75.0,-14.9,-26.2
158,1901-01-06,-999.0,-999.0,0.0,0,7.3,80,2.0,1.7,694.7,-12.3,73.0,-10.2,-15.9
159,1901-01-07,-999.0,-999.0,0.0,0,8.3,80,0.0,2.3,699.7,-9.9,78.0,-3.0,-13.2
160,1901-01-08,-999.0,-999.0,0.0,0,8.4,70,0.7,2.4,705.1,-6.1,62.0,-4.0,-11.0
161,1901-01-09,-999.0,-999.0,0.0,0,8.4,70,0.0,2.7,707.1,-6.7,71.0,-3.5,-7.9
162,1901-01-10,-999.0,-999.0,0.2,7,8.4,60,0.0,2.7,704.2,-9.2,81.0,-6.0,-10.7
163,1901-01-11,-999.0,-999.0,19.3,7,0.0,60,8.0,2.3,704.5,-11.4,93.0,-10.0,-13.9
164,1901-01-12,-999.0,-999.0,3.1,7,0.3,80,5.3,2.0,707.8,-13.8,92.0,-11.2,-14.8
165,1901-01-13,-999.0,-999.0,0.0,0,8.4,80,0.0,1.6,711.9,-13.7,77.0,-13.2,-14.9
166,1901-01-14,-999.0,-999.0,0.0,0,9.0,70,0.0,1.7,713.7,-9.3,58.0,-7.4,-13.5
167,1901-01-15,-999.0,-999.0,0.0,0,9.0,70,0.0,1.6,711.9,-6.9,44.0,-5.7,-8.5
168,1901-01-16,-999.0,-999.0,0.0,0,9.0,70,0.0,2.4,710.5,-4.8,57.0,-3.4,-6.8
169,1901-01-17,-999.0,-999.0,0.0,0,9.0,70,0.0,2.3,710.5,-3.2,47.0,-0.8,-5.8
170,1901-01-18,-999.0,-999.0,0.0,0,7.2,70,1.7,2.8,711.3,-3.5,58.0,-1.1,-5.3
171,1901-01-19,-999.0,-999.0,0.0,0,7.4,70,2.0,2.4,709.0,-2.7,50.0,-2.4,-4.2
172,1901-01-20,-999.0,-999.0,1.1,7,0.1,60,6.3,2.0,707.1,-9.0,65.0,-2.3,-10.8
173,1901-01-21,-999.0,-999.0,7.8,7,0.0,60,6.3,2.5,708.5,-12.2,98.0,-9.3,-14.3
174,1901-01-22,-999.0,-999.0,0.0,0,3.2,70,3.3,3.6,716.1,-5.4,89.0,-3.4,-14.7
175,1901-01-23,-999.0,-999.0,0.0,0,9.2,70,0.0,2.7,719.1,-5.3,64.0,-4.3,-7.5
176,1901-01-24,-999.0,-999.0,0.0,0,2.0,60,4.3,2.3,716.3,-3.3,47.0,-2.0,-4.7
177,1901-01-25,-999.0,-999.0,0.4,7,0.3,60,6.3,3.1,710.9,-8.2,88.0,-3.4,-9.5
178,1901-01-26,-999.0,-999.0,2.9,7,0.0,60,7.3,1.9,698.3,-14.2,86.0,-9.3,-16.8
179,1901-01-27,-999.0,-999.0,0.9,7,0.0,60,8.0,2.9,692.2,-8.2,92.0,-6.5,-16.9
180,1901-01-28,-999.0,-999.0,3.9,7,0.0,60,8.0,1.7,688.9,-14.6,87.0,-6.5,-16.7
181,1901-01-29,-999.0,-999.0,3.5,7,0.0,70,8.0,1.3,683.4,-17.5,84.0,-11.7,-18.7
182,1901-01-30,-999.0,-999.0,0.0,0,3.1,70,1.3,1.2,684.9,-17.2,78.0,-11.2,-19.6
183,1901-01-31,-999.0,-999.0,0.1,7,7.0,70,3.0,1.7,689.8,-11.8,71.0,-9.8,-16.5
184,1901-02-01,-999.0,-999.0,0.0,0,0.0,70,6.0,1.6,694.3,-10.3,61.0,-8.6,-14.7
185,1901-02-02,-999.0,-999.0,2.4,7,0.0,70,7.7,1.6,688.6,-15.6,78.0,-9.0,-18.1
186,1901-02-03,-999.0,-999.0,0.0,0,7.4,70,2.7,2.0,691.5,-11.0,77.0,-9.2,-18.3
187,1901-02-04,-999.0,-999.0,0.0,0,0.5,70,5.3,1.7,690.2,-8.7,56.0,-7.1,-12.0
188,1901-02-05,-999.0,-999.0,5.7,7,3.5,60,4.7,2.1,686.5,-8.3,65.0,-6.4,-11.3
189,1901-02-06,-999.0,-999.0,4.2,7,0.1,70,5.3,1.6,689.9,-15.6,83.0,-6.9,-17.5
190,1901-02-07,-999.0,-999.0,2.8,7,3.3,80,5.3,1.6,696.1,-14.9,80.0,-12.7,-15.8
191,1901-02-08,-999.0,-999.0,1.2,7,5.0,80,2.3,1.9,698.9,-13.2,82.0,-9.9,-16.2
192,1901-02-09,-999.0,-999.0,0.5,7,6.3,80,1.7,1.5,702.6,-15.0,80.0,-13.0,-17.6
193,1901-02-10,-999.0,-999.0,2.2,7,0.1,80,5.3,1.3,703.3,-17.2,82.0,-14.4,-19.6
194,1901-02-11,-999.0,-999.0,6.9,7,0.0,80,7.3,1.2,696.5,-18.5,81.0,-16.7,-19.0
195,1901-02-12,-999.0,-999.0,0.1,7,9.3,90,1.0,0.8,692.3,-23.4,77.0,-18.1,-25.2
196,1901-02-13,-999.0,-999.0,6.7,7,0.0,90,6.0,0.8,691.7,-23.2,79.0,-22.3,-25.3
197,1901-02-14,-999.0,-999.0,0.0,0,8.5,100,2.0,0.8,692.7,-21.6,74.0,-18.6,-25.3
198,1901-02-15,-999.0,-999.0,0.0,0,10.1,100,0.0,0.5,693.5,-26.6,74.0,-20.2,-28.8
199,1901-02-16,-999.0,-999.0,20.4,7,0.2,90,6.3,0.8,695.1,-22.0,82.0,-19.9,-29.4
200,1901-02-17,-999.0,-999.0,6.2,7,0.0,110,5.3,1.5,692.1,-15.9,85.0,-14.6,-19.9
201,1901-02-18,-999.0,-999.0,2.9,7,0.4,110,7.0,0.9,692.9,-21.3,81.0,-14.8,-23.7
202,1901-02-19,-999.0,-999.0,1.0,7,0.2,110,5.7,0.8,692.6,-23.3,78.0,-19.6,-24.9
203,1901-02-20,-999.0,-999.0,0.2,7,10.2,110,0.3,0.9,692.6,-21.6,77.0,-18.0,-25.0
204,1901-02-21,-999.0,-999.0,0.0,0,7.0,110,0.3,1.2,695.7,-18.6,81.0,-17.2,-22.2
205,1901-02-22,-999.0,-999.0,0.0,0,10.4,100,0.0,2.0,700.1,-11.7,78.0,-8.8,-18.2
206,1901-02-23,-999.0,-999.0,1.5,7,10.4,100,0.3,1.6,699.5,-15.4,79.0,-9.6,-17.2
207,1901-02-24,-999.0,-999.0,0.9,7,5.1,100,4.0,1.7,696.9,-14.1,85.0,-12.1,-18.1
208,1901-02-25,-999.0,-999.0,1.4,7,0.0,100,6.0,2.0,695.5,-13.0,87.0,-11.1,-17.4
209,1901-02-26,-999.0,-999.0,0.0,0,10.5,100,1.7,2.9,699.7,-6.5,80.0,-4.0,-11.9
210,1901-02-27,-999.0,-999.0,0.1,7,10.1,90,2.7,2.4,699.1,-7.0,63.0,-4.0,-9.1
211,1901-02-28,-999.0,-999.0,0.0,0,7.4,90,5.0,2.4,698.3,-6.8,69.0,-4.8,-12.0
212,1901-03-01,-999.0,-999.0,0.6,7,0.5,80,7.3,2.5,696.2,-6.6,71.0,-4.8,-10.7
213,1901-03-02,-999.0,-999.0,0.3,7,4.2,80,5.7,2.5,696.2,-5.8,66.0,-5.2,-7.0
214,1901-03-03,-999.0,-999.0,33.0,7,0.0,80,7.7,2.9,694.3,-8.6,83.0,-4.1,-12.0
215,1901-03-04,-999.0,-999.0,12.8,7,0.0,100,8.0,1.7,699.3,-15.0,87.0,-12.0,-15.2
216,1901-03-05,-999.0,-999.0,7.7,7,0.0,110,8.0,2.7,702.7,-9.7,94.0,-7.8,-15.4
217,1901-03-06,-999.0,-999.0,4.1,7,7.2,120,5.3,2.5,699.1,-7.8,81.0,-3.9,-13.0
218,1901-03-07,-999.0,-999.0,9.7,7,0.0,120,8.0,1.7,687.4,-13.8,83.0,-3.0,-15.1
