Stations_ID;Stationsname;Geo. Laenge [Grad];Geo. Breite [Grad];Stationshoehe [m];Geberhoehe ueber Grund [m];Von_Datum;Bis_Datum;Geraetetyp Name;Messverfahren;eor;
3927;Pfullendorf;9.26;47.93;678;1;19580101;19650905;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.26;47.93;676;1;19650906;19710831;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.25;47.92;657;1;19710901;19720331;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.27;47.91;672;1;19720401;19750930;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.27;47.91;675;1;19751001;19790904;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.27;47.92;668;1;19790905;19840930;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf-Brunnhausen;9.29;47.92;638;1;19841001;20030630;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.29;47.93;629.5;1;20031101;20040630;Hellmann;Niederschlagsmenge, konv.;eor;
3927;Pfullendorf;9.29;47.93;629.5;1.5;20040701;20200331;PLUVIO;Niederschlagsmenge, elektr.;eor;
3927;Pfullendorf;9.29;47.93;629.5;1.5;20200401;20240328;rain[e]H3, Wägetechnologie;Niederschlagsmenge, elektr.;eor;
generiert: 03.04.2024 --  Deutscher Wetterdienst  --
