STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       4763;19610101;-999;-999;-999;    5;   0.0;   0;-999;   4;   7.7;   6.3;    -999;    1.3;   93.00;    2.0;    0.7;   -0.1;eor
       4763;19610102;-999;-999;-999;    5;   8.6;   1;-999;   4;   7.3;   5.9;    -999;    2.0;   82.00;    2.5;    0.6;   -0.2;eor
       4763;19610103;-999;-999;-999;    5;   1.3;   1;-999;   2;   7.3;   6.5;    -999;    2.6;   86.00;    6.5;    0.8;    0.5;eor
       4763;19610104;-999;-999;-999;    5;   1.2;   8;-999;   2;   7.3;   6.1;    -999;    1.4;   92.00;    2.9;   -2.0;   -3.2;eor
       4763;19610105;-999;-999;-999;    5;   1.4;   8;-999;   0;   6.0;   5.9;    -999;    2.0;   82.00;    3.4;    1.0;   -0.7;eor
       4763;19610106;-999;-999;-999;    5;   2.3;   8;-999;   0;   7.0;   5.9;    -999;    1.2;   89.00;    2.2;    0.2;   -1.5;eor
       4763;19610107;-999;-999;-999;    5;   3.1;   8;-999;   0;   8.0;   6.3;    -999;    1.6;   92.00;    2.5;    1.0;    0.5;eor
       4763;19610108;-999;-999;-999;    5;   0.9;   8;-999;   0;   8.0;   6.5;    -999;    2.7;   90.00;    3.8;    0.8;   -1.0;eor
       4763;19610109;-999;-999;-999;    5;   3.5;   1;-999;   0;   7.3;   6.7;    -999;    1.9;   92.00;    3.8;    0.6;   -2.0;eor
       4763;19610110;-999;-999;-999;    5;   6.2;   8;-999;   0;   8.0;   6.4;    -999;    2.5;   88.00;    4.0;    0.6;   -1.2;eor
       4763;19610111;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.3;   5.3;    -999;   -2.0;   93.00;    2.2;   -4.5;    0.0;eor
       4763;19610112;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   4.3;    -999;   -4.8;   94.00;    0.2;   -6.8;   -7.5;eor
       4763;19610113;-999;-999;-999;    5;   6.5;   8;-999;   0;   7.3;   4.7;    -999;   -0.6;   81.00;    1.0;   -7.3;   -7.7;eor
       4763;19610114;-999;-999;-999;    5;   3.0;   7;-999;   6;   8.0;   5.9;    -999;    0.4;   94.00;    1.2;   -1.7;   -0.9;eor
       4763;19610115;-999;-999;-999;    5;   0.0;   1;-999;   9;   7.0;   4.7;    -999;   -2.4;   89.00;    1.0;   -3.3;   -4.3;eor
       4763;19610116;-999;-999;-999;    5;   0.0;   7;-999;   8;   5.3;   3.7;    -999;   -5.4;   88.00;   -2.4;   -6.2;   -8.1;eor
       4763;19610117;-999;-999;-999;    5;   0.0;   0;-999;   7;   4.7;   4.1;    -999;   -4.0;   89.00;   -2.2;   -6.1;   -6.2;eor
       4763;19610118;-999;-999;-999;    5;   0.0;   0;-999;   7;   2.7;   2.1;    -999;  -11.8;   76.00;   -4.8;  -15.5;  -12.0;eor
       4763;19610119;-999;-999;-999;    5;   0.0;   0;-999;   7;   0.3;   1.9;    -999;  -10.8;   68.00;   -3.8;  -16.2;  -15.4;eor
       4763;19610120;-999;-999;-999;    5;   0.2;   7;-999;   6;   7.3;   3.1;    -999;   -5.8;   80.00;   -3.2;  -13.5;  -14.0;eor
       4763;19610121;-999;-999;-999;    5;   4.2;   7;-999;   7;   8.0;   5.6;    -999;   -0.1;   95.00;    0.7;   -3.9;   -8.7;eor
       4763;19610122;-999;-999;-999;    5;   0.4;   7;-999;   8;   8.0;   6.3;    -999;    1.0;   93.00;    1.7;    0.4;   -3.6;eor
       4763;19610123;-999;-999;-999;    5;   1.2;   7;-999;   6;   8.0;   5.7;    -999;   -0.2;   94.00;    0.6;   -1.0;   -0.5;eor
       4763;19610124;-999;-999;-999;    5;   2.2;   7;-999;   6;   8.0;   3.5;    -999;   -6.1;   89.00;   -0.3;   -6.7;   -3.0;eor
       4763;19610125;-999;-999;-999;    5;   0.0;   7;-999;  10;   8.0;   2.8;    -999;   -8.3;   83.00;   -6.3;   -9.5;   -6.4;eor
       4763;19610126;-999;-999;-999;    5;   0.0;   0;-999;   9;   3.3;   2.0;    -999;  -12.0;   78.00;   -7.2;  -14.1;  -11.5;eor
       4763;19610127;-999;-999;-999;    5;   0.5;   1;-999;   8;   5.3;   2.5;    -999;   -9.1;   79.00;   -3.6;  -18.7;  -19.8;eor
       4763;19610128;-999;-999;-999;    5;   0.0;   1;-999;   8;   7.3;   4.4;    -999;   -2.5;   89.00;   -1.0;   -7.1;   -9.2;eor
       4763;19610129;-999;-999;-999;    5;   2.6;   1;-999;   5;   8.0;   6.7;    -999;    3.9;   84.00;    4.6;   -1.2;   -1.4;eor
       4763;19610130;-999;-999;-999;    5;  13.8;   1;-999;   0;   8.0;   7.9;    -999;    5.1;   91.00;    5.6;    3.8;    2.5;eor
       4763;19610131;-999;-999;-999;    5;   5.3;   1;-999;   0;   5.0;   7.6;    -999;    3.7;   90.00;    6.4;    1.2;    1.9;eor
       4763;19610201;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.7;   6.4;    -999;    3.4;   82.00;    3.9;    0.5;   -0.9;eor
       4763;19610202;-999;-999;-999;    5;   4.2;   8;-999;   0;   8.0;   6.0;    -999;    1.1;   91.00;    3.0;    0.7;   -1.0;eor
       4763;19610203;-999;-999;-999;    5;   0.4;   7;-999;   1;   7.7;   5.7;    -999;    0.6;   90.00;    2.0;   -1.4;   -3.1;eor
       4763;19610204;-999;-999;-999;    5;   5.4;   8;-999;   2;   8.0;   5.9;    -999;    0.8;   91.00;    1.5;   -1.0;   -2.5;eor
