Monat,  FX,  FM, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,Monat_Code
January,15.036539589442814,6.829794721407624,1.8055688782307489,3.062083666400213,1.58147128245476,0.8149127445795875,5.992001049042749,6.4969186326432355,1012.764442255602,1.9978093403948,88.85411651420318,3.712955677943876,0.23640178337267242,-0.11625310173697272,1.0
February,14.180620155038758,6.521137685843569,1.4719550820616183,2.973797869277282,2.6197577276524644,1.1489610769681007,5.708510638297873,6.422120178430858,1012.8631508319914,2.1203776553894573,87.26712149042247,3.9486118980169973,0.16303116147308783,-0.31874716295960054,2.0
March,13.778169014084508,6.415542521994135,1.3839470954356847,2.482365145228216,4.219089184060721,0.27716535433070866,5.315232974910394,7.123192842006122,1012.255681271064,4.114716270308453,85.05297857311044,6.605427547363031,1.9595238095238094,1.4564929693961952,3.0
April,12.843491484184915,6.151127361365021,1.29792,1.8725333333333334,6.359980392156863,0.005918751681463546,4.933627136752137,8.50917791411043,1012.5172547051442,7.333676470588236,81.87243435582822,10.213066666666666,4.8980266666666665,4.290683760683761,4.0
May,12.421281599059377,6.038774307601649,1.4093565752371187,1.5157571099154497,7.592531439393939,0.0,4.918964633521271,10.912840746054519,1014.0450145631067,11.301329219083788,80.12647297943568,14.402178370066633,8.700999487442338,8.031306865177834,5.0
June,12.112689738919245,5.977184466019417,1.9059851694915255,1.671875,7.618681395348838,0.0,5.089427662957075,13.43230240549828,1014.023921812749,14.576424744276668,79.82901080019637,17.445153601694912,12.04290254237288,11.426196581196582,6.0
July,12.367976539589444,6.015375586854461,2.440851612903226,1.7850322580645162,7.0574075901328275,0.0,5.214115514115514,15.470540796963947,1013.2737545476595,16.71658303464755,80.45802867383512,19.534812903225806,14.343535483870967,13.690363937138132,7.0
August,12.283588235294117,5.783891828336272,2.6356118791602663,1.7767537122375832,6.750664285714286,0.0,4.956660654470497,15.641881141787552,1012.7888635824436,17.006732117812064,80.08641319606926,19.85220174091142,14.590040962621607,13.747105045492143,8.0
September,12.984329268292683,6.046365302382407,2.398267716535433,1.8010498687664043,5.130849019607844,0.0,4.899156340627472,13.70343811394892,1013.8166386554622,14.734734299516909,80.94807411019015,17.434146981627297,12.264881889763778,11.497264957264957,9.0
October,13.834787735849057,6.2356721698113216,2.4902439024390244,1.9720528455284554,3.353182361733931,0.00025693730729701953,5.43511586452763,10.951391509433963,1012.8174192771085,10.573539036933147,84.24731367924528,12.931673863347728,8.347015494030988,7.823655913978494,10.0
November,15.086642380085003,6.675439660400242,2.3542592592592593,2.3544973544973544,1.8356693486590037,0.084,5.970521301931727,8.417863227062545,1011.1297138591689,6.110144927536232,87.36688245315162,8.012724867724867,4.267195767195767,4.023205128205128,11.0
December,15.087256637168142,6.708495575221239,2.1372004079551252,2.8370729219785824,1.3180270871985158,0.3404364569961489,6.0750636780438105,7.066550360548964,1011.4021897289587,3.237217957664573,89.13774366131658,4.990374331550802,1.4595620066208301,1.274234381380155,12.0
