Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;5_Merkmal_Code;5_Merkmal_Label;5_Auspraegung_Code;5_Auspraegung_Label;UMS002__Umsatz__2015=100
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT06;Juni;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;104,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT06;Juni;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;219,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT06;Juni;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;178,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT06;Juni;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;148,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;114,7
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;111,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;174,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;101,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;210,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;168,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;178,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;103,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;219,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;184,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT07;Juli;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;146,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;123,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;119,9
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;182,3
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;114,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;224,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;169,3
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;181,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;95,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;227,3
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;187,7
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT08;August;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;150,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;141,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;141,7
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;155,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;79,9
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;171,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;165,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;174,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;107,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;221,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;180,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT09;September;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;156,2
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;133,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;133,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;142,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;56,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;141,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;163,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;169,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;105,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;224,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;177,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT10;Oktober;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;151,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;101,2
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;103,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;74,3
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;33,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;65,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;151,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;155,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;99,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;218,1
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;163,9
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT11;November;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;130,8
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55;Beherbergung;105,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-551;Hotels, Gasthöfe und Pensionen;107,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-552;Ferienunterkünfte u. ähnliche Beherbergungsstätten;85,3
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-553;Campingplätze;43,7
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-559;Sonstige Beherbergungsstätten;96,7
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-56;Gastronomie;164,6
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561;Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.;172,2
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-562;Caterer und sonstige Verpflegungsdienstleistungen;97,4
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-563;Ausschank von Getränken;239,0
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-561-01;Gaststättengewerbe;181,5
45213;Monatsstatistik im Gastgewerbe;JAHR;Jahr;1997;DINSG;Deutschland insgesamt;DG;Deutschland;WERTE4;Preisarten;REAL;in konstanten Preisen;WERT03;Original- und bereinigte Daten;WERTORG;Originalwerte;MONAT;Monate;MONAT12;Dezember;WZ08W9;WZ2008 (2- bis 3-Steller): Gastgewerbe;WZ08-55-01;Gastgewerbe;140,6
