STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        850;19790101;    5;   5.7;   2.6;    5;   0.9;   7;-999;  32;   1.3;   2.2;    -999;  -11.6;   87.00;   -6.9;  -19.1;  -22.0;eor
        850;19790102;    5;   9.8;   2.2;    5;   0.5;   8;-999;  31;   4.3;   2.0;    -999;  -12.8;   88.00;   -9.5;  -17.9;  -23.1;eor
        850;19790103;    5;   4.6;   3.1;    5;   0.3;   7;-999;  30;   5.3;   2.9;    -999;   -9.9;   94.00;   -5.3;  -13.4;  -19.2;eor
        850;19790104;    5;   3.1;   1.3;    5;   0.0;   7;-999;  28;   2.3;   1.8;    -999;  -14.7;   91.00;   -8.2;  -18.3;  -21.7;eor
        850;19790105;    5;   2.6;   0.9;    5;   0.0;   0;-999;  24;   5.3;   1.9;    -999;  -14.1;   91.00;  -10.9;  -19.6;  -20.4;eor
        850;19790106;    5;   3.6;   0.7;    5;   0.1;   7;-999;  23;   4.7;   2.1;    -999;  -14.3;   96.00;  -11.0;  -16.3;  -17.3;eor
        850;19790107;    5;   5.7;   3.4;    5;   2.7;   6;-999;  22;   5.0;   3.2;    -999;   -3.0;   68.00;   -0.1;  -16.9;  -18.7;eor
        850;19790108;    5;   6.7;   3.6;    5;   2.1;   6;-999;  20;   8.0;   6.2;    -999;    0.9;   95.00;    1.5;   -0.4;   -1.1;eor
        850;19790109;    5;   6.2;   2.3;    5;   5.4;   7;-999;  11;   8.0;   6.1;    -999;    0.4;   97.00;    1.1;   -0.2;   -1.4;eor
        850;19790110;    5;  11.3;   5.4;    5;   2.5;   8;-999;  14;   6.7;   5.0;    -999;    0.6;   79.00;    1.4;   -3.1;   -3.9;eor
        850;19790111;    5;   8.1;   3.3;    5;   5.4;   7;-999;  17;   8.0;   5.9;    -999;    0.0;   96.00;    2.0;   -1.4;   -1.7;eor
        850;19790112;    5;   8.7;   4.0;    5;   3.8;   8;-999;  19;   8.0;   5.5;    -999;   -0.1;   91.00;    0.8;   -0.6;   -0.8;eor
        850;19790113;    5;   9.8;   4.7;    5;   0.7;   7;-999;  21;   7.0;   5.5;    -999;   -0.1;   90.00;    1.3;   -1.9;   -2.9;eor
        850;19790114;    5;   7.7;   4.0;    5;   0.3;   7;-999;  21;   4.3;   5.4;    -999;    0.2;   87.00;    1.2;   -2.3;   -4.6;eor
        850;19790115;    5;   3.1;   2.3;    5;   0.0;   6;-999;  22;   8.0;   4.0;    -999;   -4.4;   90.00;    0.0;   -5.2;   -8.1;eor
        850;19790116;    5;   3.1;   1.7;    5;   0.5;   8;-999;  22;   8.0;   3.8;    -999;   -5.0;   89.00;   -3.9;   -5.7;   -6.4;eor
        850;19790117;    5;   3.1;   1.4;    5;   2.3;   8;-999;  22;   8.0;   4.7;    -999;   -2.6;   95.00;   -1.5;   -6.1;   -6.4;eor
        850;19790118;    5;  13.9;   6.2;    5;   0.0;   0;-999;  25;   6.7;   4.0;    -999;   -4.2;   89.00;   -1.8;   -6.0;   -7.5;eor
        850;19790119;    5;  13.9;   7.9;    5;   0.0;   0;-999;  25;   8.0;   4.2;    -999;   -3.4;   88.00;   -2.4;   -4.2;   -5.6;eor
        850;19790120;    5;  10.8;   6.5;    5;   0.0;   6;-999;  24;   8.0;   4.2;    -999;   -4.1;   92.00;   -3.6;   -4.6;   -5.4;eor
        850;19790121;    5;   7.2;   4.9;    5;   0.0;   6;-999;  24;   7.3;   3.3;    -999;   -6.5;   87.00;   -4.4;   -7.3;   -6.2;eor
        850;19790122;    5;   5.7;   2.8;    5;   0.1;   8;-999;  22;   8.0;   3.2;    -999;   -7.8;   94.00;   -7.0;   -8.5;   -9.3;eor
        850;19790123;    5;   8.7;   4.4;    5;   5.5;   8;-999;  20;   8.0;   4.9;    -999;   -2.0;   96.00;    0.6;   -8.1;   -7.4;eor
        850;19790124;    5;  16.5;   6.0;    5;   0.5;   8;-999;  22;   7.3;   4.7;    -999;   -1.9;   87.00;    1.9;   -2.5;   -2.9;eor
