Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
   850;   39.00; 52.5958; 10.0280;19580701;19781231;Celle
   850;   39.00; 52.5958; 10.0280;19790101;20070613;Celle
   850;   39.00; 52.5959; 10.0296;20070614;20170330;Celle
   850;   44.74; 52.5959; 10.0296;20170331;        ;Celle
