Jahr,Monat,Unternehmen_Id,Unternehmensbeschreibung,Umsatz in millionen
1997,4,WZ08-55,Beherbergung,109.6
1997,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",108.8
1997,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,120.9
1997,4,WZ08-553,Campingplätze,101.2
1997,4,WZ08-559,Sonstige Beherbergungsstätten,114.2
1997,4,WZ08-56,Gastronomie,155.9
1997,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",161.3
1997,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.8
1997,4,WZ08-563,Ausschank von Getränken,219.1
1997,4,WZ08-561-01,Gaststättengewerbe,169.2
1997,4,WZ08-55-01,Gastgewerbe,137.2
1997,5,WZ08-55,Beherbergung,126.4
1997,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",125.0
1997,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,152.9
1997,5,WZ08-553,Campingplätze,96.3
1997,5,WZ08-559,Sonstige Beherbergungsstätten,165.7
1997,5,WZ08-56,Gastronomie,172.9
1997,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",184.5
1997,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.4
1997,5,WZ08-563,Ausschank von Getränken,240.0
1997,5,WZ08-561-01,Gaststättengewerbe,192.0
1997,5,WZ08-55-01,Gastgewerbe,154.1
1997,6,WZ08-55,Beherbergung,126.8
1997,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",125.5
1997,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,158.8
1997,6,WZ08-553,Campingplätze,68.0
1997,6,WZ08-559,Sonstige Beherbergungsstätten,171.9
1997,6,WZ08-56,Gastronomie,163.7
1997,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",172.1
1997,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.0
1997,6,WZ08-563,Ausschank von Getränken,219.5
1997,6,WZ08-561-01,Gaststättengewerbe,178.6
1997,6,WZ08-55-01,Gastgewerbe,148.8
1997,7,WZ08-55,Beherbergung,114.7
1997,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.0
1997,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,174.6
1997,7,WZ08-553,Campingplätze,101.8
1997,7,WZ08-559,Sonstige Beherbergungsstätten,210.1
1997,7,WZ08-56,Gastronomie,168.1
1997,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",178.8
1997,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.0
1997,7,WZ08-563,Ausschank von Getränken,219.5
1997,7,WZ08-561-01,Gaststättengewerbe,184.5
1997,7,WZ08-55-01,Gastgewerbe,146.5
1997,8,WZ08-55,Beherbergung,123.6
1997,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",119.9
1997,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,182.3
1997,8,WZ08-553,Campingplätze,114.0
1997,8,WZ08-559,Sonstige Beherbergungsstätten,224.6
1997,8,WZ08-56,Gastronomie,169.3
1997,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",181.4
1997,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.5
1997,8,WZ08-563,Ausschank von Getränken,227.3
1997,8,WZ08-561-01,Gaststättengewerbe,187.7
1997,8,WZ08-55-01,Gastgewerbe,150.8
1997,9,WZ08-55,Beherbergung,141.8
1997,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",141.7
1997,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,155.4
1997,9,WZ08-553,Campingplätze,79.9
1997,9,WZ08-559,Sonstige Beherbergungsstätten,171.4
1997,9,WZ08-56,Gastronomie,165.8
1997,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",174.1
1997,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.0
1997,9,WZ08-563,Ausschank von Getränken,221.0
1997,9,WZ08-561-01,Gaststättengewerbe,180.5
1997,9,WZ08-55-01,Gastgewerbe,156.2
1997,10,WZ08-55,Beherbergung,133.4
1997,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",133.8
1997,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,142.1
1997,10,WZ08-553,Campingplätze,56.0
1997,10,WZ08-559,Sonstige Beherbergungsstätten,141.5
1997,10,WZ08-56,Gastronomie,163.0
1997,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",169.8
1997,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,105.8
1997,10,WZ08-563,Ausschank von Getränken,224.5
1997,10,WZ08-561-01,Gaststättengewerbe,177.4
1997,10,WZ08-55-01,Gastgewerbe,151.1
1997,11,WZ08-55,Beherbergung,101.2
1997,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",103.6
1997,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,74.3
1997,11,WZ08-553,Campingplätze,33.4
1997,11,WZ08-559,Sonstige Beherbergungsstätten,65.8
1997,11,WZ08-56,Gastronomie,151.1
1997,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",155.1
1997,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,99.6
1997,11,WZ08-563,Ausschank von Getränken,218.1
1997,11,WZ08-561-01,Gaststättengewerbe,163.9
1997,11,WZ08-55-01,Gastgewerbe,130.8
1997,12,WZ08-55,Beherbergung,105.5
1997,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",107.4
1997,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,85.3
1997,12,WZ08-553,Campingplätze,43.7
1997,12,WZ08-559,Sonstige Beherbergungsstätten,96.7
1997,12,WZ08-56,Gastronomie,164.6
1997,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",172.2
1997,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,97.4
1997,12,WZ08-563,Ausschank von Getränken,239.0
1997,12,WZ08-561-01,Gaststättengewerbe,181.5
1997,12,WZ08-55-01,Gastgewerbe,140.6
1998,1,WZ08-55,Beherbergung,86.6
1998,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",87.1
1998,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,81.2
1998,1,WZ08-553,Campingplätze,59.1
1998,1,WZ08-559,Sonstige Beherbergungsstätten,92.1
1998,1,WZ08-56,Gastronomie,140.5
1998,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",143.5
1998,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.2
1998,1,WZ08-563,Ausschank von Getränken,201.9
1998,1,WZ08-561-01,Gaststättengewerbe,151.6
1998,1,WZ08-55-01,Gastgewerbe,118.6
1998,2,WZ08-55,Beherbergung,92.3
1998,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.0
1998,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,84.9
1998,2,WZ08-553,Campingplätze,66.0
1998,2,WZ08-559,Sonstige Beherbergungsstätten,94.9
1998,2,WZ08-56,Gastronomie,137.0
1998,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",140.3
1998,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.4
1998,2,WZ08-563,Ausschank von Getränken,193.0
1998,2,WZ08-561-01,Gaststättengewerbe,147.7
1998,2,WZ08-55-01,Gastgewerbe,118.8
1998,3,WZ08-55,Beherbergung,103.8
1998,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",104.8
1998,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,92.5
1998,3,WZ08-553,Campingplätze,70.2
1998,3,WZ08-559,Sonstige Beherbergungsstätten,94.3
1998,3,WZ08-56,Gastronomie,150.2
1998,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",155.0
1998,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,106.5
1998,3,WZ08-563,Ausschank von Getränken,198.8
1998,3,WZ08-561-01,Gaststättengewerbe,161.1
1998,3,WZ08-55-01,Gastgewerbe,131.4
1998,4,WZ08-55,Beherbergung,105.1
1998,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",103.5
1998,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,123.3
1998,4,WZ08-553,Campingplätze,113.7
1998,4,WZ08-559,Sonstige Beherbergungsstätten,117.0
1998,4,WZ08-56,Gastronomie,151.6
1998,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",159.8
1998,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.8
1998,4,WZ08-563,Ausschank von Getränken,199.8
1998,4,WZ08-561-01,Gaststättengewerbe,165.3
1998,4,WZ08-55-01,Gastgewerbe,132.6
1998,5,WZ08-55,Beherbergung,129.6
1998,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",128.8
1998,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,144.7
1998,5,WZ08-553,Campingplätze,94.4
1998,5,WZ08-559,Sonstige Beherbergungsstätten,152.7
1998,5,WZ08-56,Gastronomie,166.1
1998,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",176.6
1998,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.9
1998,5,WZ08-563,Ausschank von Getränken,218.1
1998,5,WZ08-561-01,Gaststättengewerbe,182.2
1998,5,WZ08-55-01,Gastgewerbe,151.4
1998,6,WZ08-55,Beherbergung,123.9
1998,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",122.4
1998,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,158.3
1998,6,WZ08-553,Campingplätze,69.0
1998,6,WZ08-559,Sonstige Beherbergungsstätten,169.3
1998,6,WZ08-56,Gastronomie,154.2
1998,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",162.4
1998,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.6
1998,6,WZ08-563,Ausschank von Getränken,194.8
1998,6,WZ08-561-01,Gaststättengewerbe,166.8
1998,6,WZ08-55-01,Gastgewerbe,141.9
1998,7,WZ08-55,Beherbergung,114.7
1998,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.5
1998,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,184.5
1998,7,WZ08-553,Campingplätze,92.9
1998,7,WZ08-559,Sonstige Beherbergungsstätten,221.2
1998,7,WZ08-56,Gastronomie,160.4
1998,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",169.1
1998,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.4
1998,7,WZ08-563,Ausschank von Getränken,210.1
1998,7,WZ08-561-01,Gaststättengewerbe,174.8
1998,7,WZ08-55-01,Gastgewerbe,141.8
1998,8,WZ08-55,Beherbergung,122.4
1998,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",117.5
1998,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,202.6
1998,8,WZ08-553,Campingplätze,103.8
1998,8,WZ08-559,Sonstige Beherbergungsstätten,242.6
1998,8,WZ08-56,Gastronomie,161.0
1998,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",173.0
1998,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.8
1998,8,WZ08-563,Ausschank von Getränken,205.9
1998,8,WZ08-561-01,Gaststättengewerbe,177.5
1998,8,WZ08-55-01,Gastgewerbe,145.3
1998,9,WZ08-55,Beherbergung,137.9
1998,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",136.8
1998,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,169.5
1998,9,WZ08-553,Campingplätze,68.4
1998,9,WZ08-559,Sonstige Beherbergungsstätten,184.6
1998,9,WZ08-56,Gastronomie,155.3
1998,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",163.1
1998,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,108.3
1998,9,WZ08-563,Ausschank von Getränken,192.3
1998,9,WZ08-561-01,Gaststättengewerbe,167.1
1998,9,WZ08-55-01,Gastgewerbe,148.4
1998,10,WZ08-55,Beherbergung,130.6
1998,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",130.4
1998,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,153.2
1998,10,WZ08-553,Campingplätze,50.5
1998,10,WZ08-559,Sonstige Beherbergungsstätten,153.1
1998,10,WZ08-56,Gastronomie,155.1
1998,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",161.1
1998,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.1
1998,10,WZ08-563,Ausschank von Getränken,205.0
1998,10,WZ08-561-01,Gaststättengewerbe,167.1
1998,10,WZ08-55-01,Gastgewerbe,145.2
1998,11,WZ08-55,Beherbergung,100.4
1998,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",102.5
1998,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,78.5
1998,11,WZ08-553,Campingplätze,30.3
1998,11,WZ08-559,Sonstige Beherbergungsstätten,66.7
1998,11,WZ08-56,Gastronomie,144.1
1998,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",147.0
1998,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,106.6
1998,11,WZ08-563,Ausschank von Getränken,193.8
1998,11,WZ08-561-01,Gaststättengewerbe,153.4
1998,11,WZ08-55-01,Gastgewerbe,126.4
1998,12,WZ08-55,Beherbergung,105.8
1998,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",107.3
1998,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,93.2
1998,12,WZ08-553,Campingplätze,36.9
1998,12,WZ08-559,Sonstige Beherbergungsstätten,95.8
1998,12,WZ08-56,Gastronomie,160.2
1998,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",167.9
1998,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.6
1998,12,WZ08-563,Ausschank von Getränken,216.7
1998,12,WZ08-561-01,Gaststättengewerbe,174.6
1998,12,WZ08-55-01,Gastgewerbe,138.2
1999,1,WZ08-55,Beherbergung,91.1
1999,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",91.6
1999,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,86.9
1999,1,WZ08-553,Campingplätze,56.0
1999,1,WZ08-559,Sonstige Beherbergungsstätten,90.9
1999,1,WZ08-56,Gastronomie,135.6
1999,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",140.8
1999,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,90.8
1999,1,WZ08-563,Ausschank von Getränken,184.5
1999,1,WZ08-561-01,Gaststättengewerbe,146.8
1999,1,WZ08-55-01,Gastgewerbe,117.5
1999,2,WZ08-55,Beherbergung,93.1
1999,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",93.4
1999,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,92.3
1999,2,WZ08-553,Campingplätze,60.0
1999,2,WZ08-559,Sonstige Beherbergungsstätten,91.2
1999,2,WZ08-56,Gastronomie,130.2
1999,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",133.7
1999,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.7
1999,2,WZ08-563,Ausschank von Getränken,176.8
1999,2,WZ08-561-01,Gaststättengewerbe,139.5
1999,2,WZ08-55-01,Gastgewerbe,115.1
1999,3,WZ08-55,Beherbergung,105.2
1999,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",106.2
1999,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,92.9
1999,3,WZ08-553,Campingplätze,66.7
1999,3,WZ08-559,Sonstige Beherbergungsstätten,93.0
1999,3,WZ08-56,Gastronomie,144.7
1999,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",150.9
1999,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.8
1999,3,WZ08-563,Ausschank von Getränken,180.2
1999,3,WZ08-561-01,Gaststättengewerbe,155.0
1999,3,WZ08-55-01,Gastgewerbe,128.6
1999,4,WZ08-55,Beherbergung,106.3
1999,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",105.5
1999,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,114.0
1999,4,WZ08-553,Campingplätze,102.9
1999,4,WZ08-559,Sonstige Beherbergungsstätten,112.1
1999,4,WZ08-56,Gastronomie,148.5
1999,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",156.9
1999,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,96.2
1999,4,WZ08-563,Ausschank von Getränken,191.6
1999,4,WZ08-561-01,Gaststättengewerbe,161.7
1999,4,WZ08-55-01,Gastgewerbe,131.5
1999,5,WZ08-55,Beherbergung,128.0
1999,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",127.4
1999,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,142.3
1999,5,WZ08-553,Campingplätze,93.8
1999,5,WZ08-559,Sonstige Beherbergungsstätten,143.1
1999,5,WZ08-56,Gastronomie,161.9
1999,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",174.2
1999,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,98.5
1999,5,WZ08-563,Ausschank von Getränken,201.1
1999,5,WZ08-561-01,Gaststättengewerbe,177.8
1999,5,WZ08-55-01,Gastgewerbe,148.3
1999,6,WZ08-55,Beherbergung,122.8
1999,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",121.6
1999,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,153.3
1999,6,WZ08-553,Campingplätze,76.6
1999,6,WZ08-559,Sonstige Beherbergungsstätten,147.5
1999,6,WZ08-56,Gastronomie,152.7
1999,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",161.5
1999,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,105.1
1999,6,WZ08-563,Ausschank von Getränken,185.6
1999,6,WZ08-561-01,Gaststättengewerbe,164.7
1999,6,WZ08-55-01,Gastgewerbe,140.6
1999,7,WZ08-55,Beherbergung,116.8
1999,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",113.3
1999,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,173.6
1999,7,WZ08-553,Campingplätze,105.8
1999,7,WZ08-559,Sonstige Beherbergungsstätten,184.6
1999,7,WZ08-56,Gastronomie,161.7
1999,7,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",172.5
1999,7,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.0
1999,7,WZ08-563,Ausschank von Getränken,205.7
1999,7,WZ08-561-01,Gaststättengewerbe,176.9
1999,7,WZ08-55-01,Gastgewerbe,143.5
1999,8,WZ08-55,Beherbergung,122.3
1999,8,WZ08-551,"Hotels, Gasthöfe und Pensionen",118.3
1999,8,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,186.9
1999,8,WZ08-553,Campingplätze,114.2
1999,8,WZ08-559,Sonstige Beherbergungsstätten,200.7
1999,8,WZ08-56,Gastronomie,157.2
1999,8,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",170.6
1999,8,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,95.2
1999,8,WZ08-563,Ausschank von Getränken,188.5
1999,8,WZ08-561-01,Gaststättengewerbe,172.8
1999,8,WZ08-55-01,Gastgewerbe,143.2
1999,9,WZ08-55,Beherbergung,140.4
1999,9,WZ08-551,"Hotels, Gasthöfe und Pensionen",139.6
1999,9,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,163.4
1999,9,WZ08-553,Campingplätze,95.3
1999,9,WZ08-559,Sonstige Beherbergungsstätten,152.7
1999,9,WZ08-56,Gastronomie,157.1
1999,9,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.6
1999,9,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.7
1999,9,WZ08-563,Ausschank von Getränken,188.7
1999,9,WZ08-561-01,Gaststättengewerbe,169.6
1999,9,WZ08-55-01,Gastgewerbe,150.4
1999,10,WZ08-55,Beherbergung,132.8
1999,10,WZ08-551,"Hotels, Gasthöfe und Pensionen",132.9
1999,10,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,144.8
1999,10,WZ08-553,Campingplätze,72.4
1999,10,WZ08-559,Sonstige Beherbergungsstätten,133.9
1999,10,WZ08-56,Gastronomie,155.0
1999,10,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",163.6
1999,10,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,103.8
1999,10,WZ08-563,Ausschank von Getränken,194.4
1999,10,WZ08-561-01,Gaststättengewerbe,167.8
1999,10,WZ08-55-01,Gastgewerbe,146.0
1999,11,WZ08-55,Beherbergung,107.7
1999,11,WZ08-551,"Hotels, Gasthöfe und Pensionen",109.7
1999,11,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,87.0
1999,11,WZ08-553,Campingplätze,46.1
1999,11,WZ08-559,Sonstige Beherbergungsstätten,70.6
1999,11,WZ08-56,Gastronomie,143.0
1999,11,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",148.3
1999,11,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,102.7
1999,11,WZ08-563,Ausschank von Getränken,183.9
1999,11,WZ08-561-01,Gaststättengewerbe,153.1
1999,11,WZ08-55-01,Gastgewerbe,128.6
1999,12,WZ08-55,Beherbergung,109.9
1999,12,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.8
1999,12,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.0
1999,12,WZ08-553,Campingplätze,42.1
1999,12,WZ08-559,Sonstige Beherbergungsstätten,86.2
1999,12,WZ08-56,Gastronomie,157.6
1999,12,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.9
1999,12,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,101.2
1999,12,WZ08-563,Ausschank von Getränken,202.9
1999,12,WZ08-561-01,Gaststättengewerbe,171.8
1999,12,WZ08-55-01,Gastgewerbe,138.3
2000,1,WZ08-55,Beherbergung,92.6
2000,1,WZ08-551,"Hotels, Gasthöfe und Pensionen",92.9
2000,1,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,92.8
2000,1,WZ08-553,Campingplätze,65.4
2000,1,WZ08-559,Sonstige Beherbergungsstätten,83.5
2000,1,WZ08-56,Gastronomie,131.3
2000,1,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",136.6
2000,1,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,92.2
2000,1,WZ08-563,Ausschank von Getränken,168.7
2000,1,WZ08-561-01,Gaststättengewerbe,141.1
2000,1,WZ08-55-01,Gastgewerbe,115.6
2000,2,WZ08-55,Beherbergung,99.7
2000,2,WZ08-551,"Hotels, Gasthöfe und Pensionen",100.4
2000,2,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,90.5
2000,2,WZ08-553,Campingplätze,67.9
2000,2,WZ08-559,Sonstige Beherbergungsstätten,85.8
2000,2,WZ08-56,Gastronomie,130.9
2000,2,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",135.6
2000,2,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,94.7
2000,2,WZ08-563,Ausschank von Getränken,167.7
2000,2,WZ08-561-01,Gaststättengewerbe,140.0
2000,2,WZ08-55-01,Gastgewerbe,118.3
2000,3,WZ08-55,Beherbergung,108.7
2000,3,WZ08-551,"Hotels, Gasthöfe und Pensionen",110.0
2000,3,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,94.2
2000,3,WZ08-553,Campingplätze,69.4
2000,3,WZ08-559,Sonstige Beherbergungsstätten,80.8
2000,3,WZ08-56,Gastronomie,142.3
2000,3,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",147.0
2000,3,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,104.9
2000,3,WZ08-563,Ausschank von Getränken,181.9
2000,3,WZ08-561-01,Gaststättengewerbe,151.7
2000,3,WZ08-55-01,Gastgewerbe,128.8
2000,4,WZ08-55,Beherbergung,112.1
2000,4,WZ08-551,"Hotels, Gasthöfe und Pensionen",111.0
2000,4,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,118.8
2000,4,WZ08-553,Campingplätze,143.0
2000,4,WZ08-559,Sonstige Beherbergungsstätten,89.4
2000,4,WZ08-56,Gastronomie,147.4
2000,4,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",157.5
2000,4,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,93.6
2000,4,WZ08-563,Ausschank von Getränken,182.8
2000,4,WZ08-561-01,Gaststättengewerbe,160.8
2000,4,WZ08-55-01,Gastgewerbe,133.1
2000,5,WZ08-55,Beherbergung,140.3
2000,5,WZ08-551,"Hotels, Gasthöfe und Pensionen",140.4
2000,5,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,146.4
2000,5,WZ08-553,Campingplätze,103.2
2000,5,WZ08-559,Sonstige Beherbergungsstätten,114.4
2000,5,WZ08-56,Gastronomie,156.4
2000,5,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",166.0
2000,5,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,107.8
2000,5,WZ08-563,Ausschank von Getränken,185.8
2000,5,WZ08-561-01,Gaststättengewerbe,168.5
2000,5,WZ08-55-01,Gastgewerbe,150.0
2000,6,WZ08-55,Beherbergung,135.6
2000,6,WZ08-551,"Hotels, Gasthöfe und Pensionen",134.3
2000,6,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,164.7
2000,6,WZ08-553,Campingplätze,99.0
2000,6,WZ08-559,Sonstige Beherbergungsstätten,152.7
2000,6,WZ08-56,Gastronomie,155.7
2000,6,WZ08-561,"Restaurants, Gaststätten, Imbissstuben, Cafes u.Ä.",165.0
2000,6,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,100.5
2000,6,WZ08-563,Ausschank von Getränken,197.5
2000,6,WZ08-561-01,Gaststättengewerbe,169.5
2000,6,WZ08-55-01,Gastgewerbe,147.6
2000,7,WZ08-55,Beherbergung,130.1
2000,7,WZ08-551,"Hotels, Gasthöfe und Pensionen",127.6
2000,7,WZ08-552,Ferienunterkünfte u. ähnliche Beherbergungsstätten,171.6
2000,7,WZ08-553,Campingplätze,110.3
2000,7,WZ08-559,Sonstige Beherbergungsstätten,188.8
2000,7,WZ08-56,Gastronomie,154.9
