name,latitude,longitude
Leckermeyer-Hannker,52.4978027,8.3575945
Camping & Freizeitplatz Groß Ringmar,52.833042,8.6658809
Melk Hus,53.3155297,8.2301702
Stellplatz,53.3438185,8.4271234
KjG Jugendzeltplatz Langendammsmoor,53.403463,8.5971319
Campingplatz Cappel-Neufeld (Außendeich),53.7650691,8.5358072
Camping-Club,53.4698475,8.4830396
Knaus Campingparks,53.5214391,8.2346532
Hoepkens Hof & Campingplatz,53.4264104,8.2985106
Freizeitcamp Neuwerk,53.9214005,8.5010416
Aktion Sylt,54.9070397,8.3233627
Isele Hof,47.5625821,7.9546381
Jugendzeltplatz Wolfsägerhof,49.1201543,7.6910722
Waldjugendzeltplatz Am Schafberg,49.1789747,7.7430982
Biosphärenerlebniscamp Geiswiese,49.3181362,7.9201424
Trekking Pfalz: Eußerthal,49.254413,7.9500938
Jugendzeltplatz Hollertal,49.2619848,7.6948787
Heilsbach,49.0772022,7.7360676
Trekking Pfalz: Ruine Guttenberg,49.0832587,7.9190543
Zeltplatz Neufeld,49.0755575,7.7098831
Jugendzeltplatz Pfaffendölle,49.1470238,7.7686602
Trekkingcamp Schmidtburg,49.8456702,7.3911895
Trekking Pfalz: Ramsen,49.5362315,7.9912813
Trekking Pfalz: Frankenstein,49.4516299,7.9690763
Trekking Pfalz: Imsbach,49.589166,7.8868499
Jugendzeltplatz Boppard,50.22335,7.58321
Jugendzeltplatz Nothgottes,50.0005709,7.9305263
Trekkingcamp Lauschhütte,49.9949203,7.7692337
Höhenhof,49.9465268,7.5331412
Stellplatz Lamarama,50.251091,7.3937801
Gasthof zum Lahntal,50.3300512,7.9133729
Zeltplatz 1,50.3971841,7.8291226
Zeltplatz 2,50.3974595,7.8308307
Campingplatz Bruchersee,51.0796768,7.5530408
Camping Im Eichenwald,50.780227,7.7996455
Eseloh,51.0935003,7.7730747
Naturcamp Alte Wiese,50.7562307,7.6788166
Sport- und Naturfreunde Dortmund,51.4229681,7.3907175
Grillplatz Kahler Plack,51.4403416,7.3887457
dasparkhotel - hof emscher-auen,51.5856961,7.3564564
"Camping, Hof am Kolk",52.7184914,7.7707377
Anmeldung des Campingplatzes,52.6912516,7.374314
Zeltplatz am Wellenfreibad,52.729021,7.7551295
Campingplatz-Emstal,52.9087236,7.3026061
Nyenhuis,52.5938395,7.7321997
Campingplatz am Idasee,53.154189,7.6435553
Campingplatz Zum Naturpark,52.9425423,7.5806143
Zeltplatz,53.0920193,7.7061849
Rezeption,53.444482,7.3069796
Am Pflanzgarten,49.4890753,7.2699169
Osterbrücken am Dorfgemeinschaftshaus,49.4951752,7.2692334
Trekkingcamp Wolfsheulen,49.769385,7.2386143
Campingplatz Strotzbüscher Mühle,50.1055173,6.9796983
Jugendzeltplatz Bettenfeld,50.0757597,6.7523455
Jugendzeltplatz Dollendorf,50.38965,6.7098558
Rheinschlafen,50.643449,7.2066276
Campingplatz Naturfreunde Leichlingen,51.1075105,6.9910192
Schepers Linde,51.6567419,6.8113442
Sportboothafen Fürst-Leopold,51.6643083,6.9779398
Otto Vorberg Haus-Zeltplatz,51.650704,6.6477794
Grunewald,51.8282002,6.9007431
Camping - Ferienhof Wenker,52.073578,7.1792115
Festplatz Schützenverein Niederesch,52.2115213,7.1691664
Natur-Camp Eifel,49.9397041,6.6257839
Jugendzeltplatz,50.0557677,6.2772389
Freizeitfreunden Rurtal e.V.,50.7275666,6.4648354
Jugendzeltplatz Widdau,50.5632827,6.2988496
Aufwärts!,50.6700571,6.4218431
Feuerland,50.3440712,6.5425484
Jugendgruppenzeltplatz Aachen,50.7261466,6.0384534
Blaue Lagune,51.3808371,6.2694439
Tipidorf,51.197051,6.3362191
Campingplatz Schwalmtal des KCCS e.V.,51.2168109,6.2293672
Schultes Kull,51.4281712,6.512331
Internationaler Pfadfindertreffpunkt Kalkar,51.730407,6.2736936
