Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
433;Berlin-Tempelhof;FX;05.07.2012;06.07.2012;2;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;25.09.2012;26.09.2012;2;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;03.10.2012;03.10.2012;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;05.10.2012;05.10.2012;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;08.10.2012;18.10.2012;11;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;FX;23.10.2012;31.10.2012;9;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;03.12.2012;03.12.2012;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;11.05.2013;13.05.2013;3;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;14.03.2014;17.03.2014;4;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;14.08.2014;18.08.2014;5;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;15.06.2015;15.06.2015;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;27.10.2015;29.10.2015;3;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;04.06.2018;06.06.2018;3;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;08.06.2018;11.06.2018;4;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;13.06.2019;13.06.2019;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;07.09.2019;08.09.2019;2;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;17.07.2021;19.07.2021;3;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;29.08.2022;01.09.2022;4;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;12.09.2022;12.09.2022;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;03.04.2023;03.04.2023;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;14.08.2023;15.08.2023;2;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;FX;07.09.2023;07.09.2023;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;UPM;30.03.2010;31.03.2010;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;05.07.2012;06.07.2012;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;11.05.2013;13.05.2013;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;14.03.2014;17.03.2014;4;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;15.06.2015;16.06.2015;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;27.10.2015;29.10.2015;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;04.06.2018;12.06.2018;9;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;20.05.2019;28.05.2019;9;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;12.06.2019;13.06.2019;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;07.09.2019;09.09.2019;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;29.08.2022;02.09.2022;5;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;12.09.2022;14.09.2022;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;UPM;03.04.2023;03.04.2023;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;30.03.2010;31.03.2010;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;05.07.2012;06.07.2012;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;11.05.2013;13.05.2013;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;14.03.2014;17.03.2014;4;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;15.06.2015;16.06.2015;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;27.10.2015;29.10.2015;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;04.06.2018;12.06.2018;9;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;20.05.2019;28.05.2019;9;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;12.06.2019;13.06.2019;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;07.09.2019;09.09.2019;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;29.08.2022;02.09.2022;5;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;12.09.2022;14.09.2022;3;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;VPM;03.04.2023;03.04.2023;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;NM;01.11.2008;20.09.2022;5072;;eor;                                                                                                                                                
433;Berlin-Tempelhof;NM;28.09.2022;28.09.2022;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;NM;23.11.2022;24.11.2022;2;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;NM;03.04.2023;03.04.2023;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;NM;15.08.2023;15.08.2023;1;;eor;                                                                                                                                                   
433;Berlin-Tempelhof;SDK;20.05.2000;20.05.2000;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;20.05.2019;20.05.2019;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;12.06.2019;12.06.2019;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;23.05.2023;23.05.2023;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;16.06.2023;17.06.2023;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;19.06.2023;20.06.2023;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;18.09.2023;18.09.2023;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;08.10.2023;14.10.2023;7;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;18.10.2023;19.10.2023;2;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSK;19.12.2023;19.12.2023;1;;eor;                                                                                                                                                  
433;Berlin-Tempelhof;RSKF;20.05.2019;20.05.2019;1;;eor;                                                                                                                                                 
433;Berlin-Tempelhof;RSKF;12.06.2019;12.06.2019;1;;eor;                                                                                                                                                 
433;Berlin-Tempelhof;RSKF;11.10.2023;14.10.2023;4;;eor;                                                                                                                                                 
433;Berlin-Tempelhof;RSKF;18.10.2023;19.10.2023;2;;eor;                                                                                                                                                 
433;Berlin-Tempelhof;SHK_TAG;01.11.2008;14.09.2022;5066;;eor;                                                                                                                                           
433;Berlin-Tempelhof;SHK_TAG;16.09.2022;20.09.2022;5;;eor;                                                                                                                                              
generiert: 03.04.2024 --  Deutscher Wetterdienst  --                                                                                                                                                    
