Stations_ID;Stationsname;Geo. Laenge [Grad];Geo. Breite [Grad];Stationshoehe [m];Geberhoehe ueber Grund [m];Von_Datum;Bis_Datum;Geraetetyp Name;Messverfahren;eor;
377;Bergzabern;7.99;49.1;181;;19470101;19650831;Schneepegel;Schneehöhenmessung, manuell;eor;
377;Bergzabern;8;49.1;185;;19650901;19681231;Schneepegel;Schneehöhenmessung, manuell;eor;
377;Bergzabern, Bad;8;49.1;185;;19690101;19770623;Schneepegel;Schneehöhenmessung, manuell;eor;
377;Bergzabern, Bad;8;49.1;180;;19770701;20030310;Schneepegel;Schneehöhenmessung, manuell;eor;
377;Bergzabern, Bad;8;49.11;210;;20041001;20240328;Schneepegel;Schneehöhenmessung, manuell;eor;
generiert: 03.04.2024 --  Deutscher Wetterdienst  --
