Stations_id;Stationshoehe;Geogr.Breite;Geogr.Laenge;von_datum;bis_datum;Stationsname
  4763;  275.00; 51.0500;  9.9167;19500223;19560627;Sontra
  4763;  281.00; 51.0784;  9.9146;19560628;19880731;Sontra
  4763;  265.00; 51.0720;  9.8694;19880801;19910531;Sontra
  4763;  235.00; 51.0715;  9.9377;19931201;19940630;Sontra
  4763;  317.00; 51.0806;  9.9030;19960701;19990131;Sontra
  4763;  265.00; 51.0607;  9.9266;19990201;        ;Sontra
