Jahr,Monat,Unternehmen_Id,Unternehmensbeschreibung,UMS002__Umsatz__2015=100
2000,Juni,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"164,7"
2000,Juni,WZ08-553,Campingplaetze,"99,0"
2000,Juni,WZ08-559,Sonstige Beherbergungsstaetten,"152,7"
2000,Juni,WZ08-56,Gastronomie,"155,7"
2000,Juni,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","165,0"
2000,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"100,5"
2000,Juni,WZ08-563,Ausschank von Getraenken,"197,5"
2000,Juni,WZ08-561-01,Gaststaettengewerbe,"169,5"
2000,Juni,WZ08-55-01,Gastgewerbe,"147,6"
2000,Juli,WZ08-55,Beherbergung,"130,1"
2000,Juli,WZ08-551,"Hotels, Gasthoefe und Pensionen","127,6"
2000,Juli,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"171,6"
2000,Juli,WZ08-553,Campingplaetze,"110,3"
2000,Juli,WZ08-559,Sonstige Beherbergungsstaetten,"188,8"
2000,Juli,WZ08-56,Gastronomie,"154,9"
2000,Juli,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","165,5"
2000,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"100,6"
2000,Juli,WZ08-563,Ausschank von Getraenken,"187,2"
2000,Juli,WZ08-561-01,Gaststaettengewerbe,"168,3"
2000,Juli,WZ08-55-01,Gastgewerbe,"144,8"
2000,August,WZ08-55,Beherbergung,"134,7"
2000,August,WZ08-551,"Hotels, Gasthoefe und Pensionen","131,9"
2000,August,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"177,3"
2000,August,WZ08-553,Campingplaetze,"122,8"
2000,August,WZ08-559,Sonstige Beherbergungsstaetten,"200,1"
2000,August,WZ08-56,Gastronomie,"153,2"
2000,August,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","165,3"
2000,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"97,1"
2000,August,WZ08-563,Ausschank von Getraenken,"180,6"
2000,August,WZ08-561-01,Gaststaettengewerbe,"167,2"
2000,August,WZ08-55-01,Gastgewerbe,"145,8"
2000,September,WZ08-55,Beherbergung,"154,2"
2000,September,WZ08-551,"Hotels, Gasthoefe und Pensionen","153,7"
2000,September,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"176,0"
2000,September,WZ08-553,Campingplaetze,"92,9"
2000,September,WZ08-559,Sonstige Beherbergungsstaetten,"166,2"
2000,September,WZ08-56,Gastronomie,"153,5"
2000,September,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","162,4"
2000,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"109,0"
2000,September,WZ08-563,Ausschank von Getraenken,"178,1"
2000,September,WZ08-561-01,Gaststaettengewerbe,"164,6"
2000,September,WZ08-55-01,Gastgewerbe,"153,9"
2000,Oktober,WZ08-55,Beherbergung,"140,4"
2000,Oktober,WZ08-551,"Hotels, Gasthoefe und Pensionen","141,1"
2000,Oktober,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"141,3"
2000,Oktober,WZ08-553,Campingplaetze,"74,8"
2000,Oktober,WZ08-559,Sonstige Beherbergungsstaetten,"120,1"
2000,Oktober,WZ08-56,Gastronomie,"149,7"
2000,Oktober,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","158,3"
2000,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"103,7"
2000,Oktober,WZ08-563,Ausschank von Getraenken,"180,6"
2000,Oktober,WZ08-561-01,Gaststaettengewerbe,"161,2"
2000,Oktober,WZ08-55-01,Gastgewerbe,"146,0"
2000,November,WZ08-55,Beherbergung,"110,0"
2000,November,WZ08-551,"Hotels, Gasthoefe und Pensionen","112,7"
2000,November,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"81,5"
2000,November,WZ08-553,Campingplaetze,"42,6"
2000,November,WZ08-559,Sonstige Beherbergungsstaetten,"46,1"
2000,November,WZ08-56,Gastronomie,"136,9"
2000,November,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","141,7"
2000,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"104,1"
2000,November,WZ08-563,Ausschank von Getraenken,"167,0"
2000,November,WZ08-561-01,Gaststaettengewerbe,"145,1"
2000,November,WZ08-55-01,Gastgewerbe,"126,0"
2000,Dezember,WZ08-55,Beherbergung,"110,0"
2000,Dezember,WZ08-551,"Hotels, Gasthoefe und Pensionen","112,7"
2000,Dezember,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"76,3"
2000,Dezember,WZ08-553,Campingplaetze,"40,4"
2000,Dezember,WZ08-559,Sonstige Beherbergungsstaetten,"76,6"
2000,Dezember,WZ08-56,Gastronomie,"153,6"
2000,Dezember,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","162,0"
2000,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"102,6"
2000,Dezember,WZ08-563,Ausschank von Getraenken,"194,2"
2000,Dezember,WZ08-561-01,Gaststaettengewerbe,"166,4"
2000,Dezember,WZ08-55-01,Gastgewerbe,"135,9"
2001,Januar,WZ08-55,Beherbergung,"96,4"
2001,Januar,WZ08-551,"Hotels, Gasthoefe und Pensionen","97,5"
2001,Januar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"82,4"
2001,Januar,WZ08-553,Campingplaetze,"67,5"
2001,Januar,WZ08-559,Sonstige Beherbergungsstaetten,"72,9"
2001,Januar,WZ08-56,Gastronomie,"128,2"
2001,Januar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","132,2"
2001,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"94,5"
2001,Januar,WZ08-563,Ausschank von Getraenken,"164,8"
2001,Januar,WZ08-561-01,Gaststaettengewerbe,"136,6"
2001,Januar,WZ08-55-01,Gastgewerbe,"115,3"
2001,Februar,WZ08-55,Beherbergung,"95,1"
2001,Februar,WZ08-551,"Hotels, Gasthoefe und Pensionen","96,2"
2001,Februar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"84,4"
2001,Februar,WZ08-553,Campingplaetze,"57,8"
2001,Februar,WZ08-559,Sonstige Beherbergungsstaetten,"76,2"
2001,Februar,WZ08-56,Gastronomie,"126,7"
2001,Februar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","130,1"
2001,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"92,7"
2001,Februar,WZ08-563,Ausschank von Getraenken,"166,6"
2001,Februar,WZ08-561-01,Gaststaettengewerbe,"135,2"
2001,Februar,WZ08-55-01,Gastgewerbe,"114,0"
2001,Maerz,WZ08-55,Beherbergung,"111,7"
2001,Maerz,WZ08-551,"Hotels, Gasthoefe und Pensionen","113,6"
2001,Maerz,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"89,4"
2001,Maerz,WZ08-553,Campingplaetze,"64,5"
2001,Maerz,WZ08-559,Sonstige Beherbergungsstaetten,"67,7"
2001,Maerz,WZ08-56,Gastronomie,"140,7"
2001,Maerz,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","145,1"
2001,Maerz,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"103,2"
2001,Maerz,WZ08-563,Ausschank von Getraenken,"180,7"
2001,Maerz,WZ08-561-01,Gaststaettengewerbe,"150,0"
2001,Maerz,WZ08-55-01,Gastgewerbe,"129,0"
2001,April,WZ08-55,Beherbergung,"113,2"
2001,April,WZ08-551,"Hotels, Gasthoefe und Pensionen","112,1"
2001,April,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"120,8"
2001,April,WZ08-553,Campingplaetze,"137,0"
2001,April,WZ08-559,Sonstige Beherbergungsstaetten,"102,6"
2001,April,WZ08-56,Gastronomie,"142,9"
2001,April,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","151,7"
2001,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"94,8"
2001,April,WZ08-563,Ausschank von Getraenken,"176,3"
2001,April,WZ08-561-01,Gaststaettengewerbe,"155,1"
2001,April,WZ08-55-01,Gastgewerbe,"130,9"
2001,Mai,WZ08-55,Beherbergung,"137,2"
2001,Mai,WZ08-551,"Hotels, Gasthoefe und Pensionen","137,2"
2001,Mai,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"138,5"
2001,Mai,WZ08-553,Campingplaetze,"113,6"
2001,Mai,WZ08-559,Sonstige Beherbergungsstaetten,"120,6"
2001,Mai,WZ08-56,Gastronomie,"155,7"
2001,Mai,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","165,9"
2001,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"103,8"
2001,Mai,WZ08-563,Ausschank von Getraenken,"186,7"
2001,Mai,WZ08-561-01,Gaststaettengewerbe,"168,5"
2001,Mai,WZ08-55-01,Gastgewerbe,"148,3"
2001,Juni,WZ08-55,Beherbergung,"132,0"
2001,Juni,WZ08-551,"Hotels, Gasthoefe und Pensionen","130,7"
2001,Juni,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"156,0"
2001,Juni,WZ08-553,Campingplaetze,"109,6"
2001,Juni,WZ08-559,Sonstige Beherbergungsstaetten,"149,5"
2001,Juni,WZ08-56,Gastronomie,"152,6"
2001,Juni,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","162,8"
2001,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"101,2"
2001,Juni,WZ08-563,Ausschank von Getraenken,"182,6"
2001,Juni,WZ08-561-01,Gaststaettengewerbe,"165,4"
2001,Juni,WZ08-55-01,Gastgewerbe,"144,4"
2001,Juli,WZ08-55,Beherbergung,"130,3"
2001,Juli,WZ08-551,"Hotels, Gasthoefe und Pensionen","126,7"
2001,Juli,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"173,6"
2001,Juli,WZ08-553,Campingplaetze,"159,8"
2001,Juli,WZ08-559,Sonstige Beherbergungsstaetten,"192,8"
2001,Juli,WZ08-56,Gastronomie,"155,9"
2001,Juli,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","166,3"
2001,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"101,4"
2001,Juli,WZ08-563,Ausschank von Getraenken,"190,1"
2001,Juli,WZ08-561-01,Gaststaettengewerbe,"169,5"
2001,Juli,WZ08-55-01,Gastgewerbe,"145,5"
2001,August,WZ08-55,Beherbergung,"132,5"
2001,August,WZ08-551,"Hotels, Gasthoefe und Pensionen","129,3"
2001,August,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"174,7"
2001,August,WZ08-553,Campingplaetze,"146,6"
2001,August,WZ08-559,Sonstige Beherbergungsstaetten,"188,6"
2001,August,WZ08-56,Gastronomie,"154,7"
2001,August,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","167,4"
2001,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"99,1"
2001,August,WZ08-563,Ausschank von Getraenken,"177,9"
2001,August,WZ08-561-01,Gaststaettengewerbe,"168,7"
2001,August,WZ08-55-01,Gastgewerbe,"145,8"
2001,September,WZ08-55,Beherbergung,"143,4"
2001,September,WZ08-551,"Hotels, Gasthoefe und Pensionen","142,9"
2001,September,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"161,6"
2001,September,WZ08-553,Campingplaetze,"89,0"
2001,September,WZ08-559,Sonstige Beherbergungsstaetten,"141,3"
2001,September,WZ08-56,Gastronomie,"147,5"
2001,September,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","155,7"
2001,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"103,7"
2001,September,WZ08-563,Ausschank von Getraenken,"175,8"
2001,September,WZ08-561-01,Gaststaettengewerbe,"158,3"
2001,September,WZ08-55-01,Gastgewerbe,"145,9"
2001,Oktober,WZ08-55,Beherbergung,"135,2"
2001,Oktober,WZ08-551,"Hotels, Gasthoefe und Pensionen","135,8"
2001,Oktober,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"140,2"
2001,Oktober,WZ08-553,Campingplaetze,"74,6"
2001,Oktober,WZ08-559,Sonstige Beherbergungsstaetten,"103,4"
2001,Oktober,WZ08-56,Gastronomie,"150,2"
2001,Oktober,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","159,1"
2001,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"100,7"
2001,Oktober,WZ08-563,Ausschank von Getraenken,"184,3"
2001,Oktober,WZ08-561-01,Gaststaettengewerbe,"162,5"
2001,Oktober,WZ08-55-01,Gastgewerbe,"144,2"
2001,November,WZ08-55,Beherbergung,"108,1"
2001,November,WZ08-551,"Hotels, Gasthoefe und Pensionen","110,9"
2001,November,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"74,8"
2001,November,WZ08-553,Campingplaetze,"45,4"
2001,November,WZ08-559,Sonstige Beherbergungsstaetten,"56,2"
2001,November,WZ08-56,Gastronomie,"138,5"
2001,November,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","143,7"
2001,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"99,6"
2001,November,WZ08-563,Ausschank von Getraenken,"176,8"
2001,November,WZ08-561-01,Gaststaettengewerbe,"148,3"
2001,November,WZ08-55-01,Gastgewerbe,"126,3"
2001,Dezember,WZ08-55,Beherbergung,"105,3"
2001,Dezember,WZ08-551,"Hotels, Gasthoefe und Pensionen","108,0"
2001,Dezember,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"70,1"
2001,Dezember,WZ08-553,Campingplaetze,"41,3"
2001,Dezember,WZ08-559,Sonstige Beherbergungsstaetten,"74,4"
2001,Dezember,WZ08-56,Gastronomie,"153,0"
2001,Dezember,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","162,9"
2001,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"93,5"
2001,Dezember,WZ08-563,Ausschank von Getraenken,"199,3"
2001,Dezember,WZ08-561-01,Gaststaettengewerbe,"167,8"
2001,Dezember,WZ08-55-01,Gastgewerbe,"133,5"
2002,Januar,WZ08-55,Beherbergung,"91,7"
2002,Januar,WZ08-551,"Hotels, Gasthoefe und Pensionen","92,6"
2002,Januar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"76,5"
2002,Januar,WZ08-553,Campingplaetze,"68,7"
2002,Januar,WZ08-559,Sonstige Beherbergungsstaetten,"67,9"
2002,Januar,WZ08-56,Gastronomie,"121,5"
2002,Januar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","125,3"
2002,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"88,1"
2002,Januar,WZ08-563,Ausschank von Getraenken,"159,1"
2002,Januar,WZ08-561-01,Gaststaettengewerbe,"130,0"
2002,Januar,WZ08-55-01,Gastgewerbe,"109,5"
2002,Februar,WZ08-55,Beherbergung,"92,5"
2002,Februar,WZ08-551,"Hotels, Gasthoefe und Pensionen","93,7"
2002,Februar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"77,2"
2002,Februar,WZ08-553,Campingplaetze,"65,2"
2002,Februar,WZ08-559,Sonstige Beherbergungsstaetten,"64,5"
2002,Februar,WZ08-56,Gastronomie,"118,1"
2002,Februar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","120,8"
2002,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"88,4"
2002,Februar,WZ08-563,Ausschank von Getraenken,"155,4"
2002,Februar,WZ08-561-01,Gaststaettengewerbe,"125,6"
2002,Februar,WZ08-55-01,Gastgewerbe,"107,8"
2002,Maerz,WZ08-55,Beherbergung,"104,7"
2002,Maerz,WZ08-551,"Hotels, Gasthoefe und Pensionen","105,1"
2002,Maerz,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"98,9"
2002,Maerz,WZ08-553,Campingplaetze,"85,3"
2002,Maerz,WZ08-559,Sonstige Beherbergungsstaetten,"79,0"
2002,Maerz,WZ08-56,Gastronomie,"134,4"
2002,Maerz,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","140,2"
2002,Maerz,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"93,3"
2002,Maerz,WZ08-563,Ausschank von Getraenken,"172,7"
2002,Maerz,WZ08-561-01,Gaststaettengewerbe,"144,6"
2002,Maerz,WZ08-55-01,Gastgewerbe,"122,4"
2002,April,WZ08-55,Beherbergung,"111,5"
2002,April,WZ08-551,"Hotels, Gasthoefe und Pensionen","111,1"
2002,April,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"108,3"
2002,April,WZ08-553,Campingplaetze,"138,4"
2002,April,WZ08-559,Sonstige Beherbergungsstaetten,"78,1"
2002,April,WZ08-56,Gastronomie,"133,6"
2002,April,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","139,1"
2002,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"96,8"
2002,April,WZ08-563,Ausschank von Getraenken,"166,3"
2002,April,WZ08-561-01,Gaststaettengewerbe,"142,7"
2002,April,WZ08-55-01,Gastgewerbe,"124,7"
2002,Mai,WZ08-55,Beherbergung,"123,8"
2002,Mai,WZ08-551,"Hotels, Gasthoefe und Pensionen","122,6"
2002,Mai,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"140,6"
2002,Mai,WZ08-553,Campingplaetze,"121,6"
2002,Mai,WZ08-559,Sonstige Beherbergungsstaetten,"125,4"
2002,Mai,WZ08-56,Gastronomie,"142,9"
2002,Mai,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","152,8"
2002,Mai,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"91,4"
2002,Mai,WZ08-563,Ausschank von Getraenken,"175,6"
2002,Mai,WZ08-561-01,Gaststaettengewerbe,"155,8"
2002,Mai,WZ08-55-01,Gastgewerbe,"135,3"
2002,Juni,WZ08-55,Beherbergung,"124,6"
2002,Juni,WZ08-551,"Hotels, Gasthoefe und Pensionen","123,1"
2002,Juni,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"146,6"
2002,Juni,WZ08-553,Campingplaetze,"117,8"
2002,Juni,WZ08-559,Sonstige Beherbergungsstaetten,"137,3"
2002,Juni,WZ08-56,Gastronomie,"137,4"
2002,Juni,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","144,5"
2002,Juni,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"95,2"
2002,Juni,WZ08-563,Ausschank von Getraenken,"169,1"
2002,Juni,WZ08-561-01,Gaststaettengewerbe,"147,9"
2002,Juni,WZ08-55-01,Gastgewerbe,"132,3"
2002,Juli,WZ08-55,Beherbergung,"121,1"
2002,Juli,WZ08-551,"Hotels, Gasthoefe und Pensionen","117,5"
2002,Juli,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"168,5"
2002,Juli,WZ08-553,Campingplaetze,"145,1"
2002,Juli,WZ08-559,Sonstige Beherbergungsstaetten,"185,7"
2002,Juli,WZ08-56,Gastronomie,"138,7"
2002,Juli,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","148,2"
2002,Juli,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"94,8"
2002,Juli,WZ08-563,Ausschank von Getraenken,"160,8"
2002,Juli,WZ08-561-01,Gaststaettengewerbe,"149,8"
2002,Juli,WZ08-55-01,Gastgewerbe,"131,7"
2002,August,WZ08-55,Beherbergung,"124,2"
2002,August,WZ08-551,"Hotels, Gasthoefe und Pensionen","120,7"
2002,August,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"168,0"
2002,August,WZ08-553,Campingplaetze,"153,6"
2002,August,WZ08-559,Sonstige Beherbergungsstaetten,"178,1"
2002,August,WZ08-56,Gastronomie,"139,5"
2002,August,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","149,5"
2002,August,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"89,5"
2002,August,WZ08-563,Ausschank von Getraenken,"168,7"
2002,August,WZ08-561-01,Gaststaettengewerbe,"152,0"
2002,August,WZ08-55-01,Gastgewerbe,"133,3"
2002,September,WZ08-55,Beherbergung,"136,2"
2002,September,WZ08-551,"Hotels, Gasthoefe und Pensionen","135,4"
2002,September,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"158,6"
2002,September,WZ08-553,Campingplaetze,"88,4"
2002,September,WZ08-559,Sonstige Beherbergungsstaetten,"141,7"
2002,September,WZ08-56,Gastronomie,"135,4"
2002,September,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","142,4"
2002,September,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"96,7"
2002,September,WZ08-563,Ausschank von Getraenken,"162,1"
2002,September,WZ08-561-01,Gaststaettengewerbe,"145,1"
2002,September,WZ08-55-01,Gastgewerbe,"135,9"
2002,Oktober,WZ08-55,Beherbergung,"123,8"
2002,Oktober,WZ08-551,"Hotels, Gasthoefe und Pensionen","123,9"
2002,Oktober,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"134,4"
2002,Oktober,WZ08-553,Campingplaetze,"69,3"
2002,Oktober,WZ08-559,Sonstige Beherbergungsstaetten,"108,4"
2002,Oktober,WZ08-56,Gastronomie,"131,3"
2002,Oktober,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","135,8"
2002,Oktober,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"94,9"
2002,Oktober,WZ08-563,Ausschank von Getraenken,"169,1"
2002,Oktober,WZ08-561-01,Gaststaettengewerbe,"140,3"
2002,Oktober,WZ08-55-01,Gastgewerbe,"128,3"
2002,November,WZ08-55,Beherbergung,"98,3"
2002,November,WZ08-551,"Hotels, Gasthoefe und Pensionen","100,7"
2002,November,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"72,0"
2002,November,WZ08-553,Campingplaetze,"41,8"
2002,November,WZ08-559,Sonstige Beherbergungsstaetten,"43,0"
2002,November,WZ08-56,Gastronomie,"121,4"
2002,November,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","123,4"
2002,November,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"94,0"
2002,November,WZ08-563,Ausschank von Getraenken,"159,6"
2002,November,WZ08-561-01,Gaststaettengewerbe,"128,3"
2002,November,WZ08-55-01,Gastgewerbe,"112,2"
2002,Dezember,WZ08-55,Beherbergung,"94,7"
2002,Dezember,WZ08-551,"Hotels, Gasthoefe und Pensionen","96,8"
2002,Dezember,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"67,2"
2002,Dezember,WZ08-553,Campingplaetze,"42,0"
2002,Dezember,WZ08-559,Sonstige Beherbergungsstaetten,"67,5"
2002,Dezember,WZ08-56,Gastronomie,"132,8"
2002,Dezember,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","138,4"
2002,Dezember,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"89,6"
2002,Dezember,WZ08-563,Ausschank von Getraenken,"176,4"
2002,Dezember,WZ08-561-01,Gaststaettengewerbe,"143,6"
2002,Dezember,WZ08-55-01,Gastgewerbe,"117,4"
2003,Januar,WZ08-55,Beherbergung,"82,7"
2003,Januar,WZ08-551,"Hotels, Gasthoefe und Pensionen","82,7"
2003,Januar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"75,3"
2003,Januar,WZ08-553,Campingplaetze,"83,8"
2003,Januar,WZ08-559,Sonstige Beherbergungsstaetten,"103,9"
2003,Januar,WZ08-56,Gastronomie,"112,1"
2003,Januar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","112,6"
2003,Januar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"85,7"
2003,Januar,WZ08-563,Ausschank von Getraenken,"157,3"
2003,Januar,WZ08-561-01,Gaststaettengewerbe,"118,8"
2003,Januar,WZ08-55-01,Gastgewerbe,"100,3"
2003,Februar,WZ08-55,Beherbergung,"84,8"
2003,Februar,WZ08-551,"Hotels, Gasthoefe und Pensionen","84,9"
2003,Februar,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"80,9"
2003,Februar,WZ08-553,Campingplaetze,"68,5"
2003,Februar,WZ08-559,Sonstige Beherbergungsstaetten,"101,3"
2003,Februar,WZ08-56,Gastronomie,"110,1"
2003,Februar,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","110,3"
2003,Februar,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"85,6"
2003,Februar,WZ08-563,Ausschank von Getraenken,"152,6"
2003,Februar,WZ08-561-01,Gaststaettengewerbe,"116,2"
2003,Februar,WZ08-55-01,Gastgewerbe,"99,9"
2003,Maerz,WZ08-55,Beherbergung,"97,1"
2003,Maerz,WZ08-551,"Hotels, Gasthoefe und Pensionen","96,7"
2003,Maerz,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"96,0"
2003,Maerz,WZ08-553,Campingplaetze,"105,5"
2003,Maerz,WZ08-559,Sonstige Beherbergungsstaetten,"95,0"
2003,Maerz,WZ08-56,Gastronomie,"122,9"
2003,Maerz,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","125,5"
2003,Maerz,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"90,1"
2003,Maerz,WZ08-563,Ausschank von Getraenken,"166,7"
2003,Maerz,WZ08-561-01,Gaststaettengewerbe,"131,2"
2003,Maerz,WZ08-55-01,Gastgewerbe,"112,5"
2003,April,WZ08-55,Beherbergung,"97,9"
2003,April,WZ08-551,"Hotels, Gasthoefe und Pensionen","96,5"
2003,April,WZ08-552,Ferienunterkuenfte u. aehnliche Beherbergungsstaetten,"100,7"
2003,April,WZ08-553,Campingplaetze,"154,7"
2003,April,WZ08-559,Sonstige Beherbergungsstaetten,"110,4"
2003,April,WZ08-56,Gastronomie,"122,8"
2003,April,WZ08-561,"Restaurants, Gaststaetten, Imbissstuben, Cafes u.ÃÂ.","126,1"
2003,April,WZ08-562,Caterer und sonstige Verpflegungsdienstleistungen,"88,2"
2003,April,WZ08-563,Ausschank von Getraenken,"165,4"
2003,April,WZ08-561-01,Gaststaettengewerbe,"131,6"
2003,April,WZ08-55-01,Gastgewerbe,"112,9"
